end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableCurrentAndNoncurrent,AccruedInvestmentIncomeReceivable,AdditionalPaidInCapitalCommonStock,AssetManagementCosts,Assets,AssetsHeldInTrust,AssetsUnderManagementCarryingAmount,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,CashEquivalentsAtCarryingValue,CashPeriodIncreaseDecrease,CashSegregatedUnderCommodityExchangeActRegulation,CommissionsPayableToBrokerDealersAndClearingOrganizations,DepositAssets,DepreciationAmortizationAndAccretionNet,DerivativeAssetFairValueGrossLiability,DerivativeAssetNotionalAmount,DerivativeCollateralObligationToReturnCash,DerivativeCollateralObligationToReturnSecurities,DerivativeCollateralRightToReclaimCash,DerivativeCollateralRightToReclaimSecurities,DerivativeFairValueAmountOffsetAgainstCollateralNet,DerivativeFairValueOfDerivativeAsset,DerivativeFairValueOfDerivativeAssetAmountNotOffsetAgainstCollateral,DerivativeFairValueOfDerivativeAssetAmountOffsetAgainstCollateral,DerivativeFairValueOfDerivativeLiability,DerivativeFairValueOfDerivativeLiabilityAmountNotOffsetAgainstCollateral,DerivativeFairValueOfDerivativeLiabilityAmountOffsetAgainstCollateral,DerivativeLiabilityFairValueGrossAsset,DistributedEarnings,DividendIncomeOperating,DividendsPayableCurrentAndNoncurrent,DividendsReceivable,DueFromAffiliates,DueToRelatedPartiesCurrentAndNoncurrent,EarningsPerShareBasic,FairValueAssetsLevel1ToLevel2TransfersAmount,FinancialInstrumentsOwnedAtFairValue,FinancialInstrumentsOwnedDerivativesAndOtherContractualAgreementsAtFairValue,FinancialInstrumentsOwnedUSGovernmentAndAgencyObligationsAtFairValue,FloorBrokerageExchangeAndClearanceFees,GainLossOnInvestments,GainLossOnSaleOfCommodityContracts,GainLossOnSaleOfDebtInvestments,GainLossOnSaleOfDerivatives,GainLossOnSaleOfInvestments,GainLossOnSaleOfSecuritiesNet,GeneralPartnersCapitalAccount,GeneralPartnersCapitalAccountUnitsOutstanding,GoodFaithAndMarginDepositsWithBrokerDealers,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableRelatedParties,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInBrokerageReceivables,IncreaseDecreaseInDividendsReceivable,IncreaseDecreaseInOperatingCapital,IncreaseDecreaseInOtherAccountsPayable,IncreaseDecreaseInPayablesToBrokerDealers,InterestAndDividendIncomeOperating,InterestExpense,InterestIncomeExpenseNet,InterestIncomeOperating,InterestPaid,InterestPaidNet,InvestmentCompanyContractualFeeWaived,InvestmentCompanyExpenseRatioIncludingVoluntaryFeeWaiver,InvestmentCompanyGainLossOnInvestmentPerShare,InvestmentCompanyGeneralPartnerAdvisoryService,InvestmentCompanyInvestmentIncomeLossFromOperationsPerShare,InvestmentCompanyInvestmentIncomeLossPerShare,InvestmentCompanyInvestmentIncomeLossRatio,InvestmentCompanyRealizedAndUnrealizedGainLossOnInvestmentAndForeignCurrency,InvestmentCompanyTaxReturnOfCapitalDistributionPerShare,InvestmentCompanyTaxReturnOfCapitalDistributionPerShare,InvestmentCompanyTotalReturn,InvestmentIncomeNet,InvestmentOwnedAtCost,InvestmentOwnedAtFairValue,InvestmentOwnedPercentOfNetAssets,InvestmentOwnedUnderlyingFaceAmountAtMarketValue,InvestmentOwnedUnrecognizedUnrealizedAppreciation,InvestmentOwnedUnrecognizedUnrealizedAppreciationDepreciationNet,InvestmentOwnedUnrecognizedUnrealizedDepreciation,InvestmentsInAndAdvancesToAffiliatesAtFairValue,Liabilities,LiabilitiesAndStockholdersEquity,LimitedPartnersCapitalAccount,LimitedPartnersCapitalAccountUnitsOutstanding,ManagementFeePayable,MarketableSecuritiesRealizedGainLoss,MarketableSecuritiesUnrealizedGainLoss,MinorityInterestDecreaseFromRedemptions,NetAssetValuePerShare,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NetIncomeLossAttributableToNoncontrollingInterest,OperatingExpenses,OperatingIncomeLoss,PartnersCapitalAccountContributions,PartnersCapitalAccountReturnOfCapital,PartnersCapitalDistributionAmountPerShare,PayablesToBrokerDealersAndClearingOrganizations,PaymentsForProceedsFromInvestments,PaymentsForPurchaseOfSecuritiesOperatingActivities,PaymentsForRepurchaseOfCommonStock,PaymentsForRepurchaseOfRedeemableNoncontrollingInterest,PaymentsOfDividends,PaymentsToAcquireInvestments,PaymentsToAcquireMarketableSecurities,ProceedsFromIssuanceOfCommonStock,ProceedsFromSaleAndMaturityOfMarketableSecurities,ProceedsFromSaleMaturityAndCollectionsOfInvestments,ProceedsFromSaleOfSecuritiesOperatingActivities,ProfessionalFees,ProfitLoss,RealizedGainLossOnMarketableSecuritiesCostMethodInvestmentsAndOtherInvestments,RealizedInvestmentGainsLosses,ReceivablesFromBrokersDealersAndClearingOrganizations,ReceivablesFromClearingOrganizations,RestrictedCashAndCashEquivalents,RestrictedCashAndInvestments,RestrictedInvestments,RestrictedInvestmentsPercentOfNetAssets,RetainedEarningsAccumulatedDeficit,SharesIssued,SharesOutstanding,StockholdersEquity,StockholdersEquityPeriodIncreaseDecrease,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodSharesPeriodIncreaseDecrease,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,StockIssuedDuringPeriodValuePurchaseOfAssets,StockRedeemedOrCalledDuringPeriodShares,StockRedeemedOrCalledDuringPeriodValue,TaxBasisOfInvestmentsUnrealizedAppreciationDepreciationNet,TreasuryStockValue,UnrealizedGainLossOnCommodityContracts,UnrealizedGainLossOnDerivatives,UnrealizedGainLossOnInvestments,UnrealizedGainLossOnMarketableSecuritiesCostMethodInvestmentsAndOtherInvestments,UnrealizedGainLossOnSecurities,UnrealizedGainOnSecurities,UnrealizedLossOnSecurities,MarketableSecuritiesRealizedGainLossExcludingOtherThanTemporaryImpairments,MarketableSecuritiesUnrealizedGainLossExcludingOtherThanTemporaryImpairments
2012-06-30,2012-08-03,10-Q,INVESCO DB ENERGY FUND,DBE,CIK0001383062,USD,88803.0,,146664458.0,323066.0,146691030.0,,,,26809726.0,,,0.0,,,35.0,17012621.0,,,,,,,,,,,,,,,,,,,,,,-4.74,,,-17012621.0,136893925.0,14423.0,-30529346.0,,,-12873457.0,,912.0,1011.0,,146691030.0,,,,,,,-51514551.0,,,,,,30578.0,,,,,,,,,,,,,,-306911.0,,,,,,,,,88838.0,146691030.0,,,,,,,,,,,,-30836257.0,,337489.0,,,,,,,,,,,,,,,,,,-30836257.0,,-12872545.0,,,,,9048863.0,,-63277.0,5800000.0,5800000.0,146602192.0,-20678294.0,800000.0,-800000.0,23008420.0,,,1600000.0,43686714.0,,,,-17656266.0,-17656801.0,,-535.0,,,,
2012-09-30,2012-11-02,10-Q,INVESCO DB ENERGY FUND,DBE,CIK0001383062,USD,89375.0,,158003518.0,308615.0,176966906.0,,,,23227849.0,,,0.0,,,17.0,,,,,,,,,,,,,,,,,,,,,,,3.23,,,5848195.0,147890862.0,6644.0,19096302.0,,,-3764933.0,,,1140.0,,176966906.0,,,,,,,30152086.0,,,,,,31983.0,,,,,,,,,,,,,,-283276.0,,,,,,,,,212628.0,176966906.0,,,,,,,,,,,,18813026.0,,315259.0,,,,,,,,,,,,,,,,,,18813026.0,,-3764933.0,,,,,8615850.0,,18749620.0,6200000.0,6200000.0,176754278.0,11339060.0,400000.0,400000.0,11339060.0,,,,,,,,22860816.0,22861235.0,,419.0,,,,
2012-12-31,2013-03-01,10-K,INVESCO DB ENERGY FUND,DBE,CIK0001383062,USD,89375.0,,,1253318.0,140016073.0,0.0,,,22027189.0,11416389.0,,0.0,,,155.0,,-105088.0,,,,,,,-498100.0,4589905.0,,,,,,,0.0,,,,,,-0.15000000000000002,,,4091805.0,113897079.0,43647.0,-4617979.0,,1189.0,-13248852.0,,1189.0,1120.0,40.0,140016073.0,206.0,,,-4661.0,,,-36827735.0,,-4661.0,,,,135076.0,,,,,,,,,,,,,,-1461688.0,,4091805.0,0.0292,170900000.0,,4091805.0,,,89530.0,140016073.0,139925423.0,5000000.0,,,,,,-6146526.0,-6146526.0,17562915.0,17562915.0,-6079667.0,,1296965.0,,,,,,,,118349350.0,,,,592483128.0,112202824.0,624596868.0,,,,-3052386.0,,-13247663.0,,,,,7066290.0,,,,5000000.0,139926543.0,-9198912.0,3800000.0,-400000.0,112202824.0,6146526.0,9198912.0,4200000.0,118349350.0,,,,11380207.0,11387707.0,,7500.0,4589905.0,498100.0,,
2013-03-31,2013-05-03,10-Q,INVESCO DB ENERGY FUND,DBE,CIK0001383062,USD,171407.0,,,313896.0,227385382.0,0.0,,,875054.0,-21152135.0,,0.0,,,1312.0,,-32505.0,,223684142.0,,,,,,,,,,,,,0.0,,,,,,1.14,,,10524116.0,215986212.0,18555.0,6955852.0,,,521898.0,,94.0,1165.0,,227385382.0,41699.0,,,1157.0,,,87326453.0,,,,,,32318.0,,,,,,,,,,,,,,-300133.0,,10524116.0,0.0463,175800000.0,,,,,132386.0,227385382.0,,,,,,,,80670734.0,80670734.0,-101822869.0,-101822869.0,6655719.0,,332451.0,,,,,,,,5750762.0,,,,215954916.0,86421496.0,113899931.0,,,,6655719.0,,521992.0,,,,,9774160.0,,,,7800000.0,227252996.0,80670734.0,3000000.0,2800000.0,86421496.0,80670734.0,87326453.0,200000.0,5750762.0,,,,6432311.0,6433860.0,,1549.0,174128.0,10698244.0,,
2013-06-30,2013-08-08,10-Q,INVESCO DB ENERGY FUND,DBE,CIK0001383062,USD,132963.0,,,410476.0,228787634.0,0.0,,,13448558.0,,,0.0,,,2169.0,,,,,,,,,,,,,,,,,,,,,,,-1.91,,,-5655610.0,220994686.0,21119.0,-16388612.0,,,-210017.0,,3651.0,1089.0,,228787634.0,,,,,,,1399506.0,,,,,,34313.0,,,,,,,,,,,,,,-397282.0,,,,,,,,,135132.0,228787634.0,,,,,,,,,,,,-16785894.0,,431595.0,,,,,,,,,,,,,,,,,,-16785894.0,,-206366.0,,,,,9957200.0,,,,8400000.0,228652502.0,1399506.0,2800000.0,600000.0,79259944.0,,,2200000.0,61074544.0,,,,-16179726.0,-16182246.0,,-2520.0,,,,
2013-09-30,2013-11-05,10-Q,INVESCO DB ENERGY FUND,DBE,CIK0001383062,USD,163272.0,,,487642.0,290889415.0,0.0,,,1527957.0,,,0.0,,,10492.0,,,,,,,,,,,,,,,,,,,,,,,1.01,,,3365473.0,285995985.0,17506.0,8240692.0,,,-778388.0,,54.0,1129.0,,290889415.0,,,,,,,31063933.0,,,,,,25573.0,,,,,,,,,,,,,,-479575.0,,,,,,,,,31172980.0,290889415.0,,,,,,,,,,,,7761117.0,,505148.0,,,,,,,,,,,,,,,,,,7761117.0,,-778334.0,,,,,10903970.0,,,,9200000.0,259716435.0,31063933.0,1400000.0,800000.0,40745134.0,,,600000.0,17442318.0,,,,9021083.0,9019026.0,,-2057.0,,,,
2013-12-31,2014-03-04,10-K,INVESCO DB ENERGY FUND,DBE,CIK0001383062,USD,171407.0,,,1706535.0,299455287.0,0.0,,3113981.0,3113981.0,-18913208.0,,0.0,,,5372.0,,-113627.0,64085.0,,0.0,0.0,,,-64085.0,13418884.0,13354799.0,13354799.0,64085.0,,,64085.0,0.0,,,,,,2.1,,,,282986507.0,64961.0,17806148.0,,,-960701.0,-960701.0,3699.0,1166.0,40.0,299455287.0,82032.0,82032.0,,5217.0,,,8567166.0,,5217.0,,,,133902.0,574.0,,,,,,,,,,,,,-2139896.0,,,,231500000.0,,13354799.0,,,31171686.0,299455287.0,268282435.0,9200000.0,,3699.0,1048.0,,,121708461.0,121708461.0,-140621669.0,-140621669.0,15666252.0,,1771496.0,-1658443.0,,,,30994907.0,,958873852.0,107214361.0,,,,958873852.0,228922822.0,820897705.0,,820897705.0,1706535.0,6648597.0,-957002.0,-957002.0,,,,,9318925.0,,,,,268283601.0,128357058.0,,,228922822.0,-121708461.0,-128357058.0,200000.0,107214361.0,,31000000.0,,9262994.0,9262994.0,9264042.0,1048.0,,,,
2014-03-31,2014-05-09,10-Q,INVESCO DB ENERGY FUND,DBE,CIK0001383062,USD,174809.0,,,479780.0,323925533.0,0.0,,,6155065.0,3041084.0,,0.0,,,3079.0,,-33683.0,,,,,,,-961179.0,10741269.0,,,,,,,0.0,,,,,,0.11,,,,307990378.0,10191.0,815705.0,,,4388490.0,,413.0,1171.0,40.0,323925533.0,3402.0,,,-2293.0,,,24467179.0,,-2293.0,,,,33683.0,,,,,,,,,,,,,,-456288.0,,,,274200000.0,,9780090.0,,,31174753.0,323925533.0,292749609.0,10000000.0,,,,,,,24107762.0,,-21066678.0,359417.0,,489971.0,-456288.0,,,,30996865.0,,,22770206.0,,,,276965934.0,46877968.0,251999628.0,,,,359417.0,,4388903.0,,,,,9906985.0,,,,,292750780.0,24467179.0,,,46877968.0,24107762.0,24467179.0,200000.0,22770206.0,,,,-3574709.0,-3573198.0,,1511.0,,,,
2014-06-30,2014-08-06,10-Q,INVESCO DB ENERGY FUND,DBE,CIK0001383062,USD,225981.0,,,609375.0,399832379.0,0.0,,,3591743.0,,,0.0,,,2892.0,,,139670.0,,,,0.0,0.0,,21389878.0,21250208.0,,,,,,0.0,,,,,,1.45,,,,374990428.0,22375.0,17371984.0,,,5906143.0,,63.0,1229.0,40.0,399832379.0,,,,,,,75855469.0,,,,,,29104.0,,,,,,,,,,,,,,-602646.0,,,,,,21250208.0,,,31226130.0,399832379.0,368605020.0,12000000.0,,,,,,,,,,16769338.0,,631750.0,-602646.0,,,,30997257.0,,,,,,,,,,,,,,,5906206.0,,,,,10993620.0,,,,,368606249.0,75855469.0,,,71042717.0,,,,11956586.0,,,,11470118.0,11465778.0,,-4340.0,,,,
2014-09-30,2014-11-05,10-Q,INVESCO DB ENERGY FUND,DBE,CIK0001383062,USD,182086.0,,,625909.0,295912018.0,0.0,,,21044145.0,,,0.0,,,5061.0,,,680760.0,,,,20127825.0,,,680760.0,,,20808585.0,20127825.0,,680760.0,0.0,,,,,,-3.86,,,,289995729.0,14037.0,-43632631.0,,,-2254045.0,,1188.0,1074.0,40.0,290912049.0,,,,,,,-89253249.0,,,,,,22716.0,,,,,,,,,,,,,,-617230.0,,,,,,-20127825.0,,,16559018.0,295912018.0,279351926.0,10400000.0,,,,,,,,,,-44249861.0,,639946.0,-617230.0,,,,10999719.0,,,,,,,,,,,,,,,-2252857.0,,,,,9321895.0,,,,,279353000.0,-89253249.0,,,11985708.0,,,,56989096.0,,,,-41378033.0,-41379774.0,,-1741.0,,,,
2014-12-31,2015-03-06,10-K,INVESCO DB ENERGY FUND,DBE,CIK0001383062,USD,86926.0,,,2127163.0,142530081.0,0.0,142530081.0,47572082.0,47572082.0,44458101.0,,0.0,44458101.0,47572082.0,4995.0,,-96762.0,,,,,47038425.0,0.0,,,,,47038425.0,47038425.0,0.0,0.0,0.0,,,,,86926.0,-21.759999999999998,,,,141996424.0,78086.0,-211580588.0,,,-58117465.0,-58117465.0,3450.0,685.0,40.0,10387713.0,-84481.0,-84481.0,,,,,-138914665.0,,-377.0,95300.0,,,105097.0,1462.0,,,,,,,,,,,,,-2543734.0,,,,,,-47038425.0,,,2091746.0,142530081.0,140437650.0,8200000.0,86926.0,3450.0,-5526.0,,17.13,,-7222552.0,,51680653.0,-214124322.0,,2205249.0,-2543734.0,,,,1999825.0,,1178907249.0,176064707.0,,,,1178907249.0,168842155.0,1290996936.0,,1290996936.0,2127163.0,,-58114015.0,-58114015.0,,,,,10387713.0,0.0729,,,,140438335.0,-127845266.0,,,168842155.0,,,200000.0,176064707.0,-47038425.0,,,-60393224.0,-60393224.0,-60398750.0,-5526.0,,,,
2015-03-31,2015-05-11,10-Q,INVESCO DB ENERGY FUND,DBE,CIK0001383062,USD,89379.0,,,257120.0,168167791.0,,,,33222042.0,-14350040.0,,0.0,,,620.0,,-8316.0,,,,,,35804606.0,,,,,35804606.0,35804606.0,35804606.0,0.0,0.0,,,,,,-1.28,5000000.0,,,134945749.0,13285.0,-10125673.0,,,-21357291.0,-21357291.0,573.0,634.0,40.0,58243553.0,2453.0,2453.0,,,,,-4108905.0,,-4375.0,,,,7591.0,,,,,,,,,,,,,,-262814.0,,,,,,-35804606.0,,,31838361.0,168167791.0,136328796.0,8600000.0,,573.0,-2774.0,,,,6279582.0,,-20629622.0,-10388487.0,,270405.0,-262814.0,,,,29997915.0,,104944818.0,16771788.0,,,,104944818.0,23051370.0,139999698.0,,139999698.0,257120.0,,-21356718.0,-21356718.0,,,,,58243553.0,,,,,136329430.0,-4108905.0,,,23051370.0,,,,16771788.0,,,,11233819.0,11233819.0,11231045.0,-2774.0,,,,
2015-06-30,2015-08-10,10-Q,INVESCO DB ENERGY FUND,DBE,CIK0001383062,USD,92608.0,,,285046.0,145200015.0,,,,3682329.0,,,,,,4962.0,,,31047.0,,0.0,0.0,,-7587348.0,,31047.0,0.0,31047.0,7618395.0,7587348.0,-7618395.0,31047.0,0.0,,,,,,1.42,,,,139001084.0,11402.0,11945385.0,,,-16274789.0,-16274789.0,294.0,691.0,40.0,22514602.0,,,,,,,8773015.0,,,,,,5113.0,,,,,,,,,,,,,,-291335.0,,,,,,-7587348.0,,,97570.0,145200015.0,145101754.0,8400000.0,,294.0,2621.0,,,,,,,11654050.0,,296448.0,-291335.0,,,,,,,,,,,,,,,,285046.0,,-16274495.0,-16274495.0,,,,,19998000.0,,,,,145102445.0,8773015.0,,,24529990.0,,,,27411025.0,,,,28217259.0,28217259.0,28219880.0,2621.0,,,,
2015-09-30,2015-11-06,10-Q,INVESCO DB ENERGY FUND,DBE,CIK0001383062,USD,,,,237376.0,122195526.0,,,2861971.0,2861971.0,,,,,,5192.0,,,,,,,,37513737.0,,,,,37513737.0,37513737.0,0.0,0.0,0.0,,,,,,-3.7,,,,119003475.0,3438.0,-31241899.0,,,-1326205.0,-1326205.0,1655.0,543.0,40.0,20330080.0,,,,,,,-22988933.0,,,11816.0,1449.0,,11816.0,,,,,,,,,,,,,,-230447.0,,,,,,,,,82014.0,122195526.0,122112969.0,9000000.0,76822.0,1655.0,9041.0,,,,,,,-31472346.0,,242263.0,-230447.0,,,,,,,,,,,,,,,,237376.0,,-1324550.0,-1324550.0,,,,,20000000.0,,,,,122113512.0,-22988933.0,,,8483413.0,,,,,-37513737.0,,,-29926390.0,-29926390.0,-29917349.0,9041.0,,,,
2015-12-31,2016-02-29,10-K,INVESCO DB ENERGY FUND,DBE,CIK0001383062,USD,,,,,93760092.0,,22511677.0,2554013.0,2554013.0,-45018069.0,,0.0,-45018069.0,,4998.0,,-45510.0,,,,,,,,,,,,,,,0.0,,,,,63020.0,-8.4,,60562914.0,,89690202.0,37242.0,-70981801.0,-68117954.0,,,-68117954.0,,446.0,40.0,20995800.0,,-23906.0,,,1515877.0,,-28421438.0,,3.0,45510.0,4465.0,,64387.0,4465.0,,0.0,0.0078,-5.87,990373.0,-5.98,-0.11,-0.0075,,,,-0.3491,,89684684.0,89690202.0,,93706126.0,,-29127288.0,,,68018.0,93760092.0,93691628.0,8400000.0,,2430.0,2393.0,,11.15,,4442303.0,,-49460372.0,-72170345.0,,1032080.0,-1188544.0,,,,0.0,,507491810.0,62302074.0,,,,,66744377.0,,557848540.0,557848540.0,990373.0,,-68115524.0,,0.0,1515877.0,2554013.0,71248415.0,,0.2239,,,,93692074.0,-46746261.0,,,66744377.0,,,,62302074.0,-29127288.0,,17911137.0,,17911137.0,17913530.0,,,,,
2016-03-31,2016-05-10,10-Q,INVESCO DB ENERGY FUND,DBE,CIK0001383062,USD,,,,,77598616.0,,,621633.0,621633.0,-1932380.0,,0.0,-1932380.0,,4865.0,,-40136.0,,,,,,,,,,,,,,,0.0,,,,,49783.0,-0.67,,,,69977482.0,4381.0,-6101688.0,,,,-21895954.0,,419.0,40.0,20976719.0,,-13237.0,,,,,,,-133.0,40136.0,1735.0,,40136.0,1735.0,,,,,,,,,,,,,,,,,75425693.0,,-13345068.0,,,2166937.0,77598616.0,75431260.0,7200000.0,,1040.0,11006.0,,10.48,,-9952436.0,,8020056.0,-6212651.0,,151099.0,-110963.0,,,,,,76934306.0,19323005.0,,,,,9370569.0,,,89699707.0,144983.0,,-21894914.0,,6999501.0,,621633.0,,,,,,,75431679.0,-18260395.0,,,9370569.0,,,,21418313.0,-13345068.0,,,,15782220.0,15793226.0,,,,,
2016-06-30,2016-08-09,10-Q,INVESCO DB ENERGY FUND,DBE,CIK0001383062,USD,,,,,164283206.0,,,21321626.0,21321626.0,,,0.0,,,547.0,,,,,,,,,,,,,,,,,0.0,,,,,70834.0,2.07,,,,142961580.0,5917.0,15474981.0,-3280539.0,,,-3280539.0,,502.0,40.0,,,,,,,,,,,62766.0,524.0,,62766.0,,,,,,,,,,,,,,,,,,,,5415080.0,,,3649792.0,164283206.0,160632912.0,12800000.0,,1694.0,-6322.0,,12.55,,,,,15350413.0,,187334.0,-124568.0,,,,,,,,,,,,,,,,180893.0,,-3278845.0,,,,21321626.0,,,,,,,160633414.0,85201735.0,,,88828628.0,,,,18977306.0,,,18760148.0,,18760148.0,18753826.0,,,,,
2016-09-30,2016-11-08,10-Q,INVESCO DB ENERGY FUND,DBE,CIK0001383062,USD,,,,,124410482.0,,,1246140.0,,,,,,,2606.0,,,,,,,,,,,,,,,,,0.0,2884.0,,,1083.0,70384.0,-0.12,,,,114978317.0,9734.0,-3587095.0,180502.0,,,180502.0,,497.0,40.0,,,,,,,,,,,89498.0,1856.0,,86614.0,,,1413.0,0.0078,-0.11,243324.0,-0.12,-0.01,-0.0051,,,,-0.0096,,122064936.0,122085939.0,0.9819,,,1637999.0,,7107622.0,72990.0,124410482.0,124336995.0,10000000.0,,-1317.0,10801.0,,12.43,,,,,-3751098.0,,254914.0,-164003.0,,,,,,,,,,,,,,,,243324.0,,179185.0,,,1077320.0,,,,,,,,124337492.0,-36295922.0,,,28700734.0,,,,61245558.0,,,-3777081.0,,-3777081.0,-3766280.0,,,,,
2016-12-31,2017-03-01,10-K,INVESCO DB ENERGY FUND,DBE,CIK0001383062,USD,,,,,193340798.0,,,,,,,0.0,-2554013.0,,2576.0,,-356979.0,,,,,,,,,,,,,,,0.0,9229.0,,,2258.0,122985.0,2.65,,206270255.0,,183837528.0,40509.0,21916883.0,-20246167.0,,,-20246167.0,,552.0,40.0,,,59965.0,,,,2258.0,,,-2422.0,366208.0,6671.0,,356979.0,6671.0,6671.0,4790.0,0.0078,2.71,915058.0,2.65,-0.06,-0.0048,21916883.0,,,0.2377,,193231443.0,193225799.0,1.0001,,,13044456.0,,9388271.0,126061.0,193340798.0,193214185.0,14000000.0,,2468.0,-11162.0,,13.8,78197520.0,78197520.0,-80751533.0,-80751533.0,21325643.0,,962238.0,-591240.0,,,,,-138418986.0,547480251.0,140969844.0,,,147807257.0,,219166864.0,,138418986.0,453681210.0,915058.0,,-20243699.0,-20243699.0,,112741.0,,,,,,,,193214737.0,99522663.0,,,219166864.0,,,,140969844.0,,,42171744.0,,42160582.0,42160582.0,,,,,
2017-03-31,2017-05-09,10-Q,INVESCO DB ENERGY FUND,DBE,CIK0001383062,USD,,,,,146102785.0,,,0.0,,,,,,,5085.0,,-173338.0,,,,,,,,,,,,,,,0.0,9915.0,,,2764.0,90940.0,-1.21,,138752449.0,,112937138.0,9657.0,-16050200.0,2096038.0,,,2096038.0,,504.0,40.0,,,-32045.0,,,,506.0,,,2509.0,183253.0,1637.0,,173338.0,1637.0,,6739.0,0.0076,-1.2,313738.0,-1.21,-0.01,-0.0032,,,,-0.0877,,143858223.0,143854057.0,0.9853,,,-5101608.0,,30916919.0,96025.0,146102785.0,146006256.0,11600000.0,,-1652.0,-5279.0,,12.59,,-31023237.0,,31023237.0,-16185240.0,,325032.0,-135040.0,,,,,,62918599.0,49879001.0,,,112698031.0,,18856264.0,,91176140.0,133985396.0,313738.0,,2094386.0,,,2245964.0,,,,,,,,146006760.0,-47207977.0,,,18856264.0,,,,49879001.0,,,-18146064.0,,-18146064.0,-18144586.0,,,,,
2017-06-30,2017-08-08,10-Q,INVESCO DB ENERGY FUND,DBE,CIK0001383062,USD,,,,,99766461.0,,,176731.0,,,,,,,5011.0,,,,,,,,,,,,,,,,,0.0,10419.0,,,3196.0,57401.0,-1.0,,88114689.0,,68960600.0,6872.0,-11826620.0,-7403309.0,,,,,464.0,40.0,,,,,,,,,,,186572.0,1836.0,-1836.0,176153.0,,,10246.0,0.0075,-0.99,233729.0,-1.0,-0.01,-0.0015,,,,-0.0794,,97640830.0,97687108.0,0.9798,,,-9572419.0,,28726508.0,62412.0,99766461.0,99703585.0,8600000.0,,-2944.0,14382.0,,11.59,,,,,-11872239.0,,242437.0,-45619.0,,,,,,,,,,,,,,,,233729.0,,-7406253.0,,,1899426.0,,,,,,,,99704049.0,-46302711.0,,,23600261.0,,,,58030733.0,,,-4470811.0,,,-4420367.0,,,,,
2017-09-30,2017-11-09,10-Q,INVESCO DB ENERGY FUND,DBE,CIK0001383062,USD,,,,,147659250.0,,,,,,,,,,5007.0,,,,,,,,,,,,,,,,,0.0,13863.0,,,5728.0,80809.0,,,152569513.0,,122708590.0,5489.0,12360175.0,-2182943.0,,,,,515.0,40.0,,,,,,,,,,,254119.0,515.0,,240256.0,,,7082.0,0.0075,1.29,224245.0,1.29,,0.001,,,,0.1113,,147552410.0,147653522.0,1.0055,,,4915991.0,,24944932.0,819891.0,147659250.0,146838844.0,11400000.0,,-126.0,7384.0,,12.88,,,,,12391127.0,,230249.0,30952.0,,,,,,,,,,,,,,,,,,-2183069.0,,,,,,,,,,,146839359.0,47135310.0,,,51820918.0,,,,17076735.0,,,14488410.0,,,14543244.0,,,,,
2017-12-31,2018-02-28,10-K,INVESCO DB ENERGY FUND,DBE,CIK0001383062,USD,,,,,178160120.0,,,856046.0,,,,0.0,856046.0,,5020.0,,-966329.0,,,,,,,,,,,,,,,0.0,205518.0,,9572.0,9572.0,106161.0,,,191780884.0,,142797721.0,38053.0,6117958.0,3484990.0,,,,,584.0,40.0,,,-16824.0,,,,7314.0,,,2444.0,1171847.0,3992.0,,966329.0,3992.0,3992.0,32978.0,0.0076,0.78,1088651.0,0.79,0.01,0.0005,6117958.0,,,0.0572,,176104892.0,176082134.0,0.989,,16400459.0,15698750.0,701709.0,33284413.0,111181.0,178160120.0,178048355.0,12200000.0,,-4212.0,2701.0,,14.59,-21358385.0,-21358385.0,22214431.0,22214431.0,6192087.0,,1130696.0,74129.0,,,,,-327829342.0,415929500.0,139370914.0,,,351745299.0,,118013029.0,,327829342.0,457934125.0,,,3480778.0,3480778.0,,1212368.0,,,,,,,,178048939.0,-15165798.0,,,118013029.0,,,,139370914.0,,,2654294.0,,2637180.0,2637180.0,,,,,
