end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableAndOtherAccruedLiabilitiesCurrent,AccountsPayableCurrent,AccountsReceivableNet,AccountsReceivableRelatedParties,AccountsReceivableRelatedPartiesCurrent,AccrualForEnvironmentalLossContingencies,AccrualForEnvironmentalLossContingenciesNet,AccrualForTaxesOtherThanIncomeTaxesCurrentAndNoncurrent,AccruedIncomeTaxesCurrent,AccruedLiabilitiesCurrentAndNoncurrent,AccruedProfessionalFeesCurrent,AdditionalPaidInCapital,Assets,Cash,CashPeriodIncreaseDecrease,CommonStockCapitalSharesReservedForFutureIssuance,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,CommonStockValueOutstanding,ConvertibleDebt,ConvertibleDebtNoncurrent,ConvertibleSubordinatedDebt,ConvertibleSubordinatedDebtCurrent,ConvertibleSubordinatedDebtNoncurrent,CostOfRealEstateSales,CostsAndExpenses,DebtInstrumentCarryingAmount,DebtInstrumentDecreaseForgiveness,DebtInstrumentFaceAmount,DebtWeightedAverageInterestRate,DeferredCosts,DeferredTaxAssetsGoodwillAndIntangibleAssets,DeferredTaxAssetsLiabilitiesNet,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsOther,DeferredTaxAssetsPropertyPlantAndEquipment,DeferredTaxAssetsTaxCreditCarryforwardsAlternativeMinimumTax,DeferredTaxAssetsValuationAllowance,DeferredTaxLiabilitiesOther,DepositAssets,DividendsPayableCurrent,DividendsPreferredStockStock,DueFromRelatedPartiesCurrent,DueToRelatedPartiesNoncurrent,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EarningsPerShareDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,EffectiveIncomeTaxRateReconciliationOtherAdjustments,EffectiveIncomeTaxRateReconciliationTaxSettlementsStateAndLocal,GainLossOnDispositionOfAssets,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,GrossProfit,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeTaxExpenseBenefitContinuingOperations,IncomeTaxesPaid,IncomeTaxReceivable,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncomeTaxReconciliationOtherAdjustments,IncomeTaxReconciliationStateAndLocalIncomeTaxes,IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,IncreaseDecreaseInAccruedTaxesPayable,IncreaseDecreaseInDeferredCharges,IncreaseDecreaseInInterestAndDividendsReceivable,IncreaseDecreaseInInterestPayableNet,IncreaseDecreaseInNotesReceivableRelatedParties,IncreaseDecreaseInOtherReceivables,IncreaseDecreaseInPrepaidExpense,IncreaseDecreaseInPropertyAndOtherTaxesPayable,IncreaseDecreaseInRestrictedCash,InterestExpense,InterestExpenseRelatedParty,InterestIncomeOperating,InterestIncomeRelatedParty,InterestPayableCurrent,InterestPayableCurrentAndNoncurrent,InterestReceivable,InvestmentIncomeDividend,InvestmentIncomeInterest,Land,LandAndLandImprovements,LandAvailableForSale,LandImprovements,LegalFees,Liabilities,LiabilitiesAndStockholdersEquity,LongTermDebt,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NetIncomeLossAvailableToCommonStockholdersBasic,NetIncomeLossAvailableToCommonStockholdersDiluted,NotesPayable,NotesPayableCurrent,NotesPayableRelatedPartiesClassifiedCurrent,NotesReceivableRelatedParties,OperatingExpenses,OperatingLossCarryforwards,OperatingLossCarryforwardsValuationAllowance,OtherAssets,OtherAssetsCurrent,OtherIncome,OtherLongTermDebt,OtherNonoperatingIncomeExpense,OtherNotesPayable,PaymentsForOperatingActivities,PaymentsForOtherTaxes,PaymentsToAcquireNotesReceivable,PaymentsToAcquireOtherRealEstate,PreferredStockAmountOfPreferredDividendsInArrears,PreferredStockDividendsAndOtherAdjustments,PreferredStockLiquidationPreference,PreferredStockLiquidationPreferenceValue,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PreferredStockValueOutstanding,PrepaidExpenseCurrentAndNoncurrent,ProceedsFromInterestReceived,ProceedsFromOperatingActivities,ProceedsFromOtherOperatingActivities,ProceedsFromSaleAndCollectionOfNotesReceivable,ProceedsFromSaleOfPropertyHeldForSale,ProceedsFromSaleOfRealEstate,ProfessionalFees,RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,RepaymentOfNotesReceivableFromRelatedParties,RepaymentsOfRelatedPartyDebt,RestrictedCashAndCashEquivalents,RetainedEarningsAccumulatedDeficit,Revenues,SalesOfRealEstate,SalesRevenueNet,StockholdersEquity,SubordinatedDebt,TaxesExcludingIncomeAndExciseTaxes,WeightedAverageNumberDilutedSharesOutstandingAdjustment,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesIssuedBasic,WeightedAverageNumberOfSharesOutstandingBasic
2012-09-30,2012-11-14,10-Q,PGI INCORPORATED,PGAI,CIK0000081157,USD,203000.0,,0.0,,,,,70000.0,6000.0,,34344000.0,30000.0,13498000.0,1390000.0,1000.0,,,0.1,25000000.0,5317758.0,5317758.0,,532000.0,1500000.0,,9059000.0,,,0.0,1566000.0,,,,,,,0.0,172.0,18667.0,12.0,56.0,,-18590.0,172.0,184000.0,,-160000.0,557000.0,,,-0.32,,,,,,,,,18000.0,,,,,,,,,,,,,,,,,,,,,313000.0,1223000.0,7000.0,,,19492000.0,0.0,,,625.0,639.0,639000.0,14.0,,69496000.0,1390000.0,12257000.0,,,,-1559000.0,-1719000.0,,1198000.0,,,557000.0,,,,188000.0,1000.0,,500000.0,,,,,,,,,,,1.0,5000000.0,2000000.0,2000000.0,,2000000.0,3000.0,,,,,,,1000.0,,,,5000.0,-84136000.0,7000.0,0.0,,-68106000.0,,2000.0,,,5317758.0,,5317758.0
2012-12-31,2013-03-29,10-K,PGI INCORPORATED,PGAI,CIK0000081157,USD,211000.0,,0.0,,,543000.0,70000.0,70000.0,8000.0,,35598000.0,36000.0,13498000.0,1375000.0,1000.0,0.0,6319540.0,0.1,25000000.0,5317758.0,5317758.0,532000.0,532000.0,1500000.0,,9059000.0,,,0.0,6275000.0,,,,,,56000.0,0.0,172000.0,18029000.0,12000.0,56.0,,-17952000.0,172000.0,184000.0,,-640000.0,543000.0,579000.0,-1.29,-1.29,-1.29,0.0,-0.34,0.18,0.2,-0.04,,,159000.0,,,,0.0,,,1127000.0,-2124000.0,1247000.0,-250000.0,93000.0,0.0,4000.0,1248000.0,4811000.0,,,2000.0,,,1248000.0,4811000.0,29000.0,,2896000.0,19792000.0,1000.0,,,625000.0,639000.0,639000.0,14000.0,9000.0,71086000.0,1375000.0,12257000.0,,88000.0,-88000.0,-6246000.0,-6886000.0,,1198000.0,,,542000.0,,47445000.0,,187000.0,1000.0,,500000.0,,1698000.0,117000.0,,,0.0,11315000.0,,,,1.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000.0,29000.0,29000.0,,,,,9000.0,,,-88000.0,5000.0,-85741000.0,29000.0,0.0,,-69711000.0,,9000.0,5317758.0,5317758.0,,5317758.0,
2013-03-31,2013-05-14,10-Q,PGI INCORPORATED,PGAI,CIK0000081157,USD,215000.0,,4000.0,,,,,70000.0,2000.0,,36897000.0,34000.0,13498000.0,1343000.0,1000.0,,,0.1,25000000.0,5317758.0,5317758.0,,532000.0,1500000.0,,9059000.0,,,,1659000.0,,,,,,,,172000.0,18658000.0,12000.0,56000.0,,-18581000.0,172000.0,184000.0,,-160000.0,512000.0,,,-0.34,,,,,,,,,19000.0,,,,,,,,,,,,,,,,,,,,,316000.0,1308000.0,4000.0,,,20092000.0,,,,625000.0,639000.0,639000.0,14000.0,,72709000.0,1343000.0,12257000.0,,30000.0,-30000.0,-1655000.0,-1815000.0,,1198000.0,,,512000.0,,,,186000.0,1000.0,,500000.0,,,,,,,,,,,1.0,5000000.0,2000000.0,2000000.0,,2000000.0,1000.0,,,,30000.0,,,4000.0,,,,5000.0,-87396000.0,4000.0,,,-71366000.0,,2000.0,,,5317758.0,,5317758.0
2013-06-30,2013-08-14,10-Q,PGI INCORPORATED,PGAI,CIK0000081157,USD,206000.0,,2000.0,,,,70000.0,,4000.0,,,25000.0,13498000.0,1306000.0,1000.0,,,0.1,25000000.0,5317758.0,5317758.0,,532000.0,1500000.0,,9059000.0,,,,1707000.0,,,,,,,0.0,172.0,19305.0,12.0,56.0,,-19228.0,172.0,184000.0,,-160000.0,476000.0,,,-0.35,,,,,,,,,19000.0,,,,,,,,,,,,,,,,,,,,,318000.0,1355000.0,4000.0,,2927000.0,20395000.0,1000.0,,,625.0,639.0,639000.0,14.0,,74375000.0,1306000.0,12257000.0,,,,-1703000.0,-1863000.0,,1198000.0,,,475000.0,,,,185000.0,1000.0,,,,,,,,,,,,,1.0,5000000.0,2000000.0,2000000.0,,2000000.0,0.0,,,,,,,3000.0,,,,5000.0,-89099000.0,4000.0,,,-73069000.0,,2000.0,,,5317758.0,,
2013-09-30,2013-11-14,10-Q,PGI INCORPORATED,PGAI,CIK0000081157,USD,212000.0,,1000.0,,,,70000.0,,6000.0,,,30000.0,13498000.0,1289000.0,1000.0,,,0.1,25000000.0,5317758.0,5317758.0,,532000.0,1500000.0,,9059000.0,,,,1750000.0,,,,,,,0.0,172.0,19969.0,12.0,56.0,,-19892.0,172.0,184000.0,,-160000.0,457000.0,,,-0.36,,,,,,,,0.0,16000.0,,,,,,,,,,,,,,,,,,,,,320000.0,1402000.0,4000.0,,2942000.0,20700000.0,1000.0,,,625.0,639.0,639000.0,14.0,,76104000.0,1289000.0,12257000.0,,,,-1746000.0,-1906000.0,,1198000.0,,,456000.0,,,,187000.0,1000.0,,,,,,,,,,,,,1.0,5000000.0,2000000.0,2000000.0,,2000000.0,2000.0,,,,,,,1000.0,,,,5000.0,-90845000.0,4000.0,,,-74815000.0,,2000.0,,,5317758.0,,
2013-12-31,2014-03-31,10-K,PGI INCORPORATED,PGAI,CIK0000081157,USD,219000.0,,0.0,,440000.0,,70000.0,,8000.0,,,36000.0,13498000.0,1271000.0,1000.0,,6319540.0,0.1,25000000.0,5317758.0,5317758.0,532000.0,532000.0,1500000.0,,9059000.0,,,,6920000.0,,,,0.061,,56000.0,0.0,172000.0,20653000.0,12000.0,,,-20576000.0,172000.0,184000.0,,-640000.0,440000.0,,-1.42,-1.42,-1.42,,-0.34,0.38,0.0,-0.04,,,70000.0,,,,,,,2624000.0,-2347000.0,,-277000.0,8000.0,,1000.0,1277000.0,5515000.0,,,,,,1277000.0,5515000.0,16000.0,16000.0,,21007000.0,,,,625000.0,639000.0,639000.0,14000.0,9000.0,77886000.0,1271000.0,12257000.0,,103000.0,-103000.0,-6904000.0,-7544000.0,,1198000.0,,,440000.0,,54349000.0,,186000.0,1000.0,0.0,,,1698000.0,119000.0,,,,11955000.0,,,,1.0,5000000.0,2000000.0,2000000.0,2000000.0,2000000.0,1000.0,-16000.0,-16000.0,,,,,10000.0,5000.0,,-103000.0,5000.0,-92645000.0,16000.0,,,-76615000.0,,9000.0,5317758.0,5317758.0,,5317758.0,
2014-03-31,2014-05-14,10-Q,PGI INCORPORATED,PGAI,CIK0000081157,USD,224000.0,,9000.0,,,,70000.0,,2000.0,,,30000.0,13498000.0,1239000.0,1000.0,,,0.1,25000000.0,5317758.0,5317758.0,,532000.0,1500000.0,,9059000.0,,,,1858000.0,,,,,,56.0,,172.0,21358.0,12.0,,,-21281.0,172.0,184000.0,,-160000.0,408000.0,,,-0.38,,,,,,,,,19000.0,,,,,,,,,,,,,,,,,,,,,323000.0,1500000.0,4000.0,,,2973000.0,,,,625.0,639.0,639000.0,14.0,,79708000.0,1239000.0,12257000.0,,32000.0,-32000.0,-1854000.0,-2014000.0,,1198000.0,,,,,,,186000.0,1000.0,,,,,,,,,,,,,1.0,5000000.0,2000000.0,2000000.0,,2000000.0,1000.0,,,,32000.0,,,4000.0,,,,5000.0,-94499000.0,4000.0,,,-78469000.0,,2000.0,,,5317758.0,,
2014-06-30,2014-08-14,10-Q,PGI INCORPORATED,PGAI,CIK0000081157,USD,213000.0,,1000.0,,,,70000.0,,4000.0,,,25000.0,13498000.0,1200000.0,1000.0,,,0.1,25000000.0,5317758.0,5317758.0,,532000.0,1500000.0,,9059000.0,,,,1912000.0,,,,,,56000.0,0.0,172000.0,22083000.0,12000.0,,,-22006000.0,172000.0,184000.0,,-160000.0,370000.0,,,-0.39,,,,,,,,0.0,19000.0,,,,,,,,,,,,,,,,,,,,,326000.0,1553000.0,3000.0,,,2989000.0,,,,625000.0,639000.0,639000.0,14000.0,,81578000.0,1200000.0,12257000.0,,,,-1909000.0,-2609000.0,,1198000.0,,,370000.0,,,,185000.0,1000.0,,,,,,,,,,,,,1.0,5000000.0,2000000.0,2000000.0,,2000000.0,0.0,,,,,,,3000.0,,,,5000.0,-96408000.0,3000.0,,,-80378000.0,,2000.0,,,5317758.0,,
2014-09-30,2014-11-14,10-Q,PGI INCORPORATED,PGAI,CIK0000081157,USD,218000.0,,5000.0,,,,64000.0,,6000.0,,,30000.0,13498000.0,1048000.0,1000.0,,,0.1,25000000.0,5317758.0,5317758.0,,532000.0,1500000.0,,8589000.0,,,,836000.0,,,,,,56000.0,0.0,172000.0,22860000.0,12000.0,,,-22783000.0,172000.0,52000.0,,-160000.0,348000.0,,,-0.19,,,,,,,,1217000.0,106000.0,,,,,,,,,,,,,,,,,,,,,327000.0,1607000.0,3000.0,,,3004000.0,,,,625000.0,639000.0,639000.0,14000.0,,82259000.0,1048000.0,11787000.0,,,,-833000.0,-993000.0,,1198000.0,,,348000.0,,,,55000.0,1000.0,,,,,,,,,,,,,1.0,5000000.0,2000000.0,2000000.0,,2000000.0,2000.0,,,,,,,1000.0,,,,5000.0,-97241000.0,3000.0,,,-81211000.0,,3000.0,,,5317758.0,,
2014-12-31,2015-03-31,10-K,PGI INCORPORATED,PGAI,CIK0000081157,USD,229000.0,,6000.0,,332000.0,,64000.0,,8000.0,,,38000.0,13498000.0,1028000.0,1000.0,,6319540.0,0.1,25000000.0,5317758.0,5317758.0,532000.0,532000.0,1500000.0,527000.0,8552000.0,,,,6528000.0,,460000.0,507000.0,0.061,,56000.0,0.0,172000.0,23127000.0,12000.0,,,23047000.0,172000.0,48000.0,,-640000.0,332000.0,,-1.34,-1.34,-1.34,,0.34,0.38,0.0,0.04,,1313000.0,163000.0,,,,,,,2471000.0,-2214000.0,3000.0,-260000.0,10000.0,,,1296000.0,1296000.0,,,,,,1297000.0,6322000.0,12000.0,12000.0,,21389000.0,,,,625000.0,639000.0,639000.0,14000.0,17000.0,84155000.0,1028000.0,11750000.0,,108000.0,-108000.0,-6512000.0,-7152000.0,,1198000.0,,,,,60861000.0,,51000.0,1000.0,4000.0,,,1698000.0,124000.0,,,,12595000.0,,,,1.0,5000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000.0,12000.0,16000.0,,,,,12000.0,5000.0,108000.0,-108000.0,5000.0,-99157000.0,16000.0,,,-83127000.0,,9000.0,5317758.0,5317758.0,,5317758.0,
2015-03-31,2015-05-15,10-Q,PGI INCORPORATED,PGAI,CIK0000081157,USD,240000.0,,17000.0,,,,61000.0,,2000.0,,,37000.0,13498000.0,994000.0,1000.0,0.0,,0.1,25000000.0,5317758.0,5317758.0,,532000.0,1500000.0,,8481000.0,,,,1890000.0,,,71000.0,,,56000.0,,172000.0,23844000.0,12000.0,,,-23764000.0,172000.0,42000.0,,-160000.0,305000.0,,,-0.38,,,,,,,,185000.0,19000.0,,,,,,,,,,,,,,,,,,,,,320000.0,1720000.0,3000.0,,,3035000.0,,,,625000.0,639000.0,639000.0,14000.0,,86008000.0,994000.0,11679000.0,,27000.0,-27000.0,-1887000.0,-2047000.0,,1198000.0,,,,,,,44000.0,1000.0,,,,,,,,,,,,,1.0,5000000.0,2000000.0,2000000.0,,2000000.0,1000.0,,,,27000.0,,,4000.0,,,,5000.0,-101044000.0,3000.0,,,-85014000.0,,3000.0,,,5317758.0,,
2015-06-30,2015-08-14,10-Q,PGI INCORPORATED,PGAI,CIK0000081157,USD,220000.0,,12000.0,,,,51000.0,,4000.0,,,32000.0,13498000.0,942000.0,1000.0,,,0.1,25000000.0,5317758.0,5317758.0,,532000.0,1500000.0,,8472000.0,,,0.0,2115000.0,,,80000.0,,,56000.0,0.0,172000.0,24647000.0,12000.0,,,-24567000.0,172000.0,41000.0,,-160000.0,255000.0,,-0.43,-0.43,-0.43,,,,,,,24000.0,22000.0,,,,,,,,,,,,,,,,,,,,,323000.0,1780000.0,2000.0,,,3050000.0,,,,625000.0,639000.0,639000.0,14000.0,,88069000.0,942000.0,11670000.0,,,,-2113000.0,-2273000.0,,1198000.0,,,,,,,42000.0,1000.0,,,,,,,,,,,,,1.0,5000000.0,2000000.0,2000000.0,,2000000.0,0.0,,,,,,,2000.0,,,,5000.0,-103157000.0,2000.0,,0.0,-87127000.0,,2000.0,,10386223.0,5317758.0,,5317758.0
2015-09-30,2015-11-13,10-Q,PGI INCORPORATED,PGAI,CIK0000081157,USD,197000.0,,1000.0,,,,30000.0,,6000.0,,,38000.0,13498000.0,891000.0,1000.0,,,0.1,25000000.0,5317758.0,5317758.0,,532000.0,1500000.0,,8472000.0,,,0.0,2197000.0,,,80000.0,,,56000.0,0.0,172000.0,25481000.0,12000.0,,,-25401000.0,172000.0,41000.0,,160000.0,202000.0,,-0.44,-0.44,-0.44,,,,,,,0.0,18000.0,,,,,,,,,,,,,,,,,,,,,324000.0,1842000.0,0.0,,,3066000.0,,,,625000.0,639000.0,639000.0,14000.0,,90213000.0,891000.0,11670000.0,,,,-2195000.0,-2355000.0,,1198000.0,,,,,,,44000.0,1000.0,,,,,,,,,,,,,1.0,5000000.0,2000000.0,2000000.0,,2000000.0,2000.0,,,,,,,2000.0,,,,5000.0,-105352000.0,2000.0,0.0,,-89322000.0,,2000.0,,5317758.0,5317758.0,,5317758.0
2015-12-31,2016-03-22,10-K,PGI INCORPORATED,PGAI,CIK0000081157,USD,202000.0,,7000.0,,178000.0,,25000.0,,8000.0,,,40000.0,13498000.0,867000.0,1000.0,0.0,6319540.0,0.1,25000000.0,5317758.0,5317758.0,532000.0,532000.0,1500000.0,447000.0,8472000.0,,,0.0,8467000.0,,73000.0,80000.0,0.061,,56000.0,0.0,172000.0,26342000.0,12000.0,,0.0,26247000.0,172000.0,41000.0,,640000.0,178000.0,,-1.71,-1.71,-1.71,0.0,0.34,0.38,0.0,0.04,,209000.0,79000.0,,,0.0,,,,3199000.0,-2876000.0,15000.0,-338000.0,-27000.0,,,,1293000.0,,,,,0.0,1293000.0,7249000.0,0.0,8000.0,,22484000.0,,0.0,8000.0,625000.0,639000.0,639000.0,14000.0,,92453000.0,867000.0,11670000.0,0.0,154000.0,-154000.0,-8459000.0,-9099000.0,-9099000.0,1198000.0,,,,,69127000.0,,44000.0,1000.0,,,,1698000.0,-162000.0,,,,13235000.0,0.0,,,1.0,5000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000.0,8000.0,8000.0,,,0.0,,9000.0,,154000.0,0.0,5000.0,-107616000.0,8000.0,0.0,,-91586000.0,,9000.0,5317758.0,5317758.0,,5317758.0,
2016-03-31,2016-05-12,10-Q,PGI INCORPORATED,PGAI,CIK0000081157,USD,216000.0,,18000.0,,,,25000.0,,2000.0,,,36000.0,13498000.0,840000.0,1000.0,0.0,,0.1,25000000.0,5317758.0,5317758.0,,532000.0,1500000.0,447000.0,8472000.0,,,,2337000.0,,,,,,56000.0,0.0,172000.0,27230000.0,12000.0,,,27135000.0,172000.0,41000.0,,160000.0,149000.0,,,-0.47,,,,,,,,0.0,20000.0,,-2336000.0,0.0,,,,,,,,,,,,,,,,,,328000.0,1973000.0,0.0,,,3098000.0,,,,625000.0,639000.0,639000.0,14000.0,,94762000.0,840000.0,11670000.0,,29000.0,-29000.0,-2336000.0,-2496000.0,,1198000.0,,,,,,,46000.0,4000.0,,,,,,,,,,,,,1.0,5000000.0,2000000.0,2000000.0,,2000000.0,1000.0,,,,29000.0,,,5000.0,,,,5000.0,-109952000.0,1000.0,,,-93922000.0,,2000.0,,,5317758.0,,
2016-06-30,2016-08-15,10-Q,PGI INCORPORATED,PGAI,CIK0000081157,USD,209000.0,,4000.0,,,,21000.0,,2000.0,,,31000.0,13498000.0,1128000.0,1071000.0,,,0.1,25000000.0,5317758.0,5317758.0,,532000.0,,447000.0,8472000.0,,,745000.0,2971000.0,,,0.0,,,56000.0,0.0,172000.0,24938000.0,12000.0,,74000.0,24917000.0,172000.0,41000.0,,160000.0,0.0,,1.1,,0.6,,,,,,,0.0,20000.0,,6030000.0,0.0,,,,,,,,,,,,,,,,,,330000.0,1859000.0,0.0,,,3114000.0,,,,14000.0,14000.0,14000.0,,,89020000.0,1128000.0,9670000.0,,,,6030000.0,5870000.0,,1198000.0,,,,,,,43000.0,1000.0,,,,,,,,,,,,,1.0,5000000.0,2000000.0,2000000.0,,2000000.0,1000.0,,,,,,,6000.0,,,,0.0,-103922000.0,9001000.0,9000000.0,9000000.0,-87892000.0,,2000.0,,10386223.0,,,5317758.0
2016-09-30,2016-11-09,10-Q,PGI INCORPORATED,PGAI,CIK0000081157,USD,199000.0,,8000.0,,,,21000.0,,4000.0,,,34000.0,13498000.0,1087000.0,1030000.0,,,0.1,25000000.0,5317758.0,5317758.0,,532000.0,,447000.0,8472000.0,,,0.0,365000.0,,,0.0,,,56000.0,0.0,172000.0,25077000.0,12000.0,,67000.0,25049000.0,172000.0,41000.0,13715000.0,160000.0,0.0,,-0.1,,-0.1,,,,,,,0.0,18000.0,,-364000.0,0.0,,,,,,,,,,,,,,,,,,332000.0,0.0,1000.0,,,3130000.0,,,,0.0,14000.0,14000.0,14000.0,,89343000.0,1087000.0,9670000.0,,,,-364000.0,-524000.0,,1198000.0,,,,,,,43000.0,2000.0,,,,,,,,,,,,,1.0,5000000.0,2000000.0,2000000.0,,2000000.0,0.0,,,,,,,4000.0,,,,0.0,-104286000.0,1000.0,0.0,,-88256000.0,,1000.0,,5317758.0,,,5317758.0
2016-12-31,2017-03-31,10-K,PGI INCORPORATED,PGAI,CIK0000081157,USD,230000.0,,26000.0,,0.0,0.0,19000.0,,4000.0,0.0,,46000.0,13498000.0,1014000.0,958000.0,957000.0,3756000.0,0.1,25000000.0,5317758.0,5317758.0,532000.0,532000.0,,447000.0,8472000.0,,,747000.0,6117000.0,,0.0,,0.059,1000.0,56000.0,0.0,0.0,25240000.0,0.0,,0.0,25303000.0,0.0,41000.0,,640000.0,0.0,,0.42,,0.35,0.0,-0.34,-0.32,0.0,-0.04,,0.0,87000.0,8258000.0,2892000.0,0.0,,0.0,0.0,-944000.0,986000.0,2000.0,116000.0,24000.0,,,0.0,1324000.0,,,,,-5000.0,1324000.0,3832000.0,2000.0,2000.0,,23743000.0,,2000.0,4000.0,0.0,14000.0,14000.0,14000.0,,89708000.0,1014000.0,9670000.0,-2000000.0,183000.0,2774000.0,2892000.0,2252000.0,2252000.0,1198000.0,,,0.0,,66420000.0,,42000.0,1000.0,,,,1198000.0,-6235000.0,,,,13875000.0,640000.0,,,1.0,5000000.0,2000000.0,2000000.0,2000000.0,2000000.0,0.0,,,,,9000000.0,,83000.0,,178000.0,2000000.0,0.0,-104724000.0,9009000.0,9005000.0,,-88694000.0,,6000.0,9950176.0,5317758.0,,5317758.0,
2017-03-31,2017-05-15,10-Q,PGI INCORPORATED,PGAI,CIK0000081157,USD,225000.0,,30000.0,,,,17000.0,,1000.0,57000.0,,37000.0,13498000.0,950000.0,894000.0,-64000.0,,0.1,25000000.0,5317758.0,5317758.0,,532000.0,,,8472000.0,,,,393000.0,,,,,1000.0,56000.0,0.0,,25411000.0,,,,25474000.0,,41000.0,14035000.0,160000.0,,,,-0.11,,,,,,,,,25000.0,,-392000.0,57000.0,,,,,,,,,,,,,,,,,,336000.0,0.0,1000.0,,,3163000.0,,,,,,14000.0,14000.0,,90093000.0,950000.0,9670000.0,,0.0,-64000.0,-449000.0,-609000.0,,1198000.0,,,,,,,42000.0,,,,,,,,,,,,,,1.0,5000000.0,2000000.0,,,2000000.0,,,,,0.0,,,21000.0,,,,,-105173000.0,1000.0,,,-89143000.0,,1000.0,,,5317758.0,,
2017-06-30,2017-08-14,10-Q,PGI INCORPORATED,PGAI,CIK0000081157,USD,184000.0,,1000.0,,,500000.0,4000.0,,2000.0,,,37000.0,13498000.0,820000.0,245000.0,,,0.1,25000000.0,5317758.0,5317758.0,,532000.0,,,8472000.0,,,0.0,374000.0,,,,,2000.0,56000.0,0.0,,25552000.0,,,,25615000.0,,41000.0,14195000.0,160000.0,,,-0.1,-0.1,-0.1,,,,,,,0.0,21000.0,,-373000.0,0.0,,,18000.0,,,,,,,,,,,,,,,339000.0,0.0,0.0,,,3181000.0,,,,,,14000.0,14000.0,,90336000.0,820000.0,9670000.0,,,,-373000.0,-533000.0,,1198000.0,,,500000.0,,,,43000.0,,,,,,,,,,,,,,1.0,5000000.0,2000000.0,,,2000000.0,,,,,,,,4000.0,,,,,-105546000.0,1000.0,0.0,,-89516000.0,,1000.0,,9514130.0,5317758.0,,5317758.0
2017-09-30,2017-11-13,10-Q,PGI INCORPORATED,PGAI,CIK0000081157,USD,194000.0,,6000.0,,,567000.0,0.0,,3000.0,,,43000.0,13498000.0,807000.0,166000.0,,,0.1,25000000.0,5317758.0,5317758.0,,532000.0,,,8472000.0,,,0.0,373000.0,,,,,,56000.0,0.0,,25691000.0,,,,25754000.0,,,14355000.0,160000.0,,,-0.1,-0.1,-0.1,,,,,,,0.0,19000.0,,-366000.0,0.0,,,18000.0,,,,,,,,,,,,,,,341000.0,0.0,1000.0,,,3200000.0,,,,,,14000.0,14000.0,,90688000.0,807000.0,9670000.0,,,,-366000.0,-526000.0,,1198000.0,,,560000.0,,,,1000.0,,,,,,,,,,,,,,1.0,5000000.0,2000000.0,,,2000000.0,,,,,,,,2000.0,,,,,-105911000.0,7000.0,0.0,,-89881000.0,,2000.0,,,5317758.0,,5317758.0
