end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableCurrentAndNoncurrent,AccretionAmortizationOfDiscountsAndPremiumsInvestments,AdditionalPaidInCapitalCommonStock,AssetManagementCosts,Assets,AssetsHeldInTrust,AssetsUnderManagementCarryingAmount,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,CashEquivalentsAtCarryingValue,CashPeriodIncreaseDecrease,CashSegregatedUnderCommodityExchangeActRegulation,CommissionsPayableToBrokerDealersAndClearingOrganizations,CommitmentsAndContingencies,DepreciationAmortizationAndAccretionNet,DerivativeAssetFairValueGrossLiability,DerivativeCollateralRightToReclaimCash,DerivativeCollateralRightToReclaimSecurities,DerivativeFairValueOfDerivativeAsset,DerivativeFairValueOfDerivativeAssetAmountNotOffsetAgainstCollateral,DerivativeFairValueOfDerivativeAssetAmountOffsetAgainstCollateral,DerivativeFairValueOfDerivativeLiability,DerivativeFairValueOfDerivativeLiabilityAmountNotOffsetAgainstCollateral,DerivativeFairValueOfDerivativeLiabilityAmountOffsetAgainstCollateral,DerivativeInstrumentsAndHedgesLiabilities,DerivativeLiabilityFairValueGrossAsset,DistributedEarnings,DividendIncomeOperating,DividendsReceivable,DueFromAffiliates,DueToRelatedPartiesCurrentAndNoncurrent,EarningsPerShareBasic,FinancialInstrumentsOwnedAtFairValue,FinancialInstrumentsOwnedDerivativesAndOtherContractualAgreementsAtFairValue,FinancialInstrumentsOwnedUSGovernmentAndAgencyObligationsAtFairValue,FloorBrokerageExchangeAndClearanceFees,GainLossOnInvestments,GainLossOnSaleOfCommodityContracts,GainLossOnSaleOfDebtInvestments,GainLossOnSaleOfDerivatives,GainLossOnSaleOfInvestments,GainLossOnSaleOfSecuritiesNet,GeneralPartnersCapitalAccount,GeneralPartnersCapitalAccountUnitsOutstanding,GoodFaithAndMarginDepositsWithBrokerDealers,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableRelatedParties,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInBrokerageReceivables,IncreaseDecreaseInCashCollateralForBorrowedSecurities,IncreaseDecreaseInDividendsReceivable,IncreaseDecreaseInOperatingCapital,IncreaseDecreaseInOtherAccountsPayable,IncreaseDecreaseInPayablesToBrokerDealers,InterestAndDividendIncomeOperating,InterestExpense,InterestIncomeExpenseNet,InterestIncomeOperating,InterestPaid,InterestPaidNet,InvestmentCompanyContractualFeeWaived,InvestmentCompanyExpenseRatioIncludingVoluntaryFeeWaiver,InvestmentCompanyGainLossOnInvestmentPerShare,InvestmentCompanyGeneralPartnerAdvisoryService,InvestmentCompanyInvestmentIncomeLossFromOperationsPerShare,InvestmentCompanyInvestmentIncomeLossPerShare,InvestmentCompanyInvestmentIncomeLossRatio,InvestmentCompanyRealizedAndUnrealizedGainLossOnInvestmentAndForeignCurrency,InvestmentCompanyTaxReturnOfCapitalDistributionPerShare,InvestmentCompanyTaxReturnOfCapitalDistributionPerShare,InvestmentCompanyTotalReturn,InvestmentIncomeNet,InvestmentOwnedAtCost,InvestmentOwnedAtFairValue,InvestmentOwnedPercentOfNetAssets,InvestmentOwnedUnderlyingFaceAmountAtMarketValue,InvestmentOwnedUnrecognizedUnrealizedAppreciation,InvestmentOwnedUnrecognizedUnrealizedAppreciationDepreciationNet,InvestmentOwnedUnrecognizedUnrealizedDepreciation,InvestmentsInAndAdvancesToAffiliatesAtFairValue,Liabilities,LiabilitiesAndStockholdersEquity,LimitedPartnersCapitalAccount,LimitedPartnersCapitalAccountUnitsOutstanding,ManagementFeePayable,MarketableSecuritiesRealizedGainLoss,MarketableSecuritiesUnrealizedGainLoss,MinorityInterestDecreaseFromRedemptions,NetAssetValuePerShare,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NetIncomeLossAttributableToNoncontrollingInterest,OperatingExpenses,OperatingIncomeLoss,OtherNonrecurringExpense,PartnersCapitalAccountContributions,PartnersCapitalAccountReturnOfCapital,PartnersCapitalDistributionAmountPerShare,PayablesToBrokerDealersAndClearingOrganizations,PaymentsForProceedsFromInvestments,PaymentsForPurchaseOfSecuritiesOperatingActivities,PaymentsForRepurchaseOfCommonStock,PaymentsForRepurchaseOfRedeemableNoncontrollingInterest,PaymentsOfDividends,PaymentsToAcquireInvestments,PaymentsToAcquireMarketableSecurities,ProceedsFromIssuanceOfCommonStock,ProceedsFromSaleAndMaturityOfMarketableSecurities,ProceedsFromSaleMaturityAndCollectionsOfInvestments,ProceedsFromSaleOfSecuritiesOperatingActivities,ProfessionalFees,ProfitLoss,RealizedGainLossOnMarketableSecuritiesCostMethodInvestmentsAndOtherInvestments,RealizedInvestmentGainsLosses,ReceivablesFromBrokersDealersAndClearingOrganizations,ReceivablesFromClearingOrganizations,RestrictedCashAndCashEquivalents,RestrictedCashAndInvestments,RestrictedInvestments,RestrictedInvestmentsPercentOfNetAssets,RetainedEarningsAccumulatedDeficit,SharesIssued,SharesOutstanding,StockholdersEquity,StockholdersEquityPeriodIncreaseDecrease,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodSharesPeriodIncreaseDecrease,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,StockIssuedDuringPeriodValuePurchaseOfAssets,StockRedeemedOrCalledDuringPeriodShares,StockRedeemedOrCalledDuringPeriodValue,TaxBasisOfInvestmentsUnrealizedAppreciationDepreciationNet,TreasuryStockValue,UnrealizedGainLossOnCommodityContracts,UnrealizedGainLossOnDerivatives,UnrealizedGainLossOnInvestments,UnrealizedGainLossOnMarketableSecuritiesCostMethodInvestmentsAndOtherInvestments,UnrealizedGainLossOnSecurities,UnrealizedGainOnSecurities,UnrealizedLossOnSecurities,UnrecognizedTaxBenefits,DueFromCorrespondentBrokers,MarketableSecuritiesRealizedGainLossExcludingOtherThanTemporaryImpairments,MarketableSecuritiesUnrealizedGainLossExcludingOtherThanTemporaryImpairments
2014-12-31,2015-03-06,10-K,INVESCO DB GOLD FUND,DGL,CIK0001383055,USD,92547.0,,,1139602.0,160122286.0,0.0,152122299.0,10651900.0,10651900.0,3098597.0,,0.0,3098597.0,10651900.0,3765.0,,-53464.0,,8526360.0,0.0,,,0.0,8526360.0,8526360.0,0.0,,0.0,0.0,,,,92547.0,-2.19,,,149996759.0,79779.0,-7371227.0,,,-923660.0,-923660.0,3839.0,1567.0,40.0,5148000.0,-1589.0,-1589.0,,,,,-11569381.0,,-1180.0,53278.0,,,59218.0,187.0,,,,,,,,,,,,,-1430625.0,,,,,,-8526360.0,,,26929431.0,160122286.0,133191288.0,3400000.0,92547.0,3839.0,-1456.0,,39.17,,1190349.0,,1908248.0,-8801852.0,,1219381.0,-1430625.0,,,,,18998337.0,,658943457.0,172712505.0,,,,658943457.0,173902854.0,662997701.0,,662997701.0,1139602.0,,-919821.0,-919821.0,7999987.0,,,,5148000.0,0.0322,,,,133192855.0,-11968533.0,,,173902854.0,,,,180547287.0,-8526360.0,,,-3236720.0,-3236720.0,-3238176.0,-1456.0,,,0.0,,,
2015-03-31,2015-05-11,10-Q,INVESCO DB GOLD FUND,DGL,CIK0001383055,USD,98953.0,,,295721.0,155692318.0,,,,12695291.0,2043391.0,,0.0,,,755.0,,-8369.0,,,543992.0,,,0.0,543992.0,543992.0,543992.0,,0.0,0.0,,,,,-0.14,,,142997027.0,8645.0,-3709192.0,,,-11690959.0,-11690959.0,1424.0,1561.0,40.0,40732980.0,6406.0,6406.0,,,,,15137322.0,,-3010.0,,,,8243.0,,,,,,,,,,,,,,-296123.0,,,,,,-543992.0,,,7362141.0,155692318.0,148328616.0,3800000.0,,1424.0,-2025.0,,,,11307855.0,,-9264464.0,-4005315.0,,304366.0,-296123.0,,,,,6999513.0,,189990848.0,63539406.0,,,,189990848.0,74847261.0,192999511.0,,192999511.0,295721.0,,-11689535.0,-11689535.0,,,,,40732980.0,,,,,148330177.0,15137322.0,,,74847261.0,,,,55704624.0,,,,7982368.0,7982368.0,7980343.0,-2025.0,,,0.0,,,
2015-06-30,2015-08-10,10-Q,INVESCO DB GOLD FUND,DGL,CIK0001383055,USD,90385.0,,,278652.0,139836942.0,,,,5836353.0,,,,,,5001.0,,,,,1774706.0,,,0.0,0.0,1774706.0,1774706.0,,0.0,0.0,,,,,-0.45,,,134000589.0,4060.0,-1450785.0,,,-223087.0,-223087.0,38.0,1543.0,40.0,19134410.0,,,,,,,-9452211.0,,,,,,4733.0,,,,,,,,,,,,,,-277979.0,,,,,,-1774706.0,,,958976.0,139836942.0,138876423.0,3600000.0,,38.0,2978.0,,,,,,,-1728764.0,,282712.0,-277979.0,,,,,,,,,,,,,,,,,278652.0,,-223049.0,-223049.0,,,,,19134410.0,,,,,138877966.0,-9452211.0,,,,,,,7723447.0,,,,-1230714.0,-1230714.0,-1227736.0,2978.0,,,0.0,,,
2015-09-30,2015-11-06,10-Q,INVESCO DB GOLD FUND,DGL,CIK0001383055,USD,,,,264676.0,162734732.0,,,21731601.0,21731601.0,,,,,,4993.0,,,,,8857302.0,,,,8857302.0,8857302.0,0.0,,0.0,0.0,,,,,-2.0,,,141003131.0,731.0,-7081435.0,,,-11103.0,-11103.0,1015.0,1463.0,40.0,23324960.0,,,,,,,22081742.0,,,15489.0,554.0,,15489.0,,,,,,,,,,,,,,-250472.0,,,,,,,,,1775024.0,162734732.0,160958245.0,4400000.0,94991.0,1015.0,11249.0,,,,,,,-7331907.0,,265961.0,-250472.0,,,,,,,,,,,,,,,,,264676.0,,-10088.0,-10088.0,,,,,23324960.0,,,,,160959708.0,22081742.0,,,29413649.0,,,,,-8857302.0,,,-7082596.0,-7082596.0,-7071347.0,11249.0,,,0.0,,,
2015-12-31,2016-02-29,10-K,INVESCO DB GOLD FUND,DGL,CIK0001383055,USD,,,,,138856883.0,,25023640.0,5341472.0,5341472.0,-5310428.0,,0.0,-5310428.0,,3921.0,0.0,-52107.0,,,,,,,,,,,,0.0,,,,89020.0,-6.37,128072947.0,,133489271.0,20831.0,-27294738.0,-22881309.0,,,-22881309.0,,1388.0,40.0,24997500.0,,-3527.0,,26140.0,,,-22195766.0,,156.0,52107.0,2130.0,,74918.0,2130.0,,0.0,0.0076,-4.2,1123855.0,-4.48,-0.28,-0.0073,,,,-0.1144,,133486931.0,133489271.0,,138855680.0,,-5416324.0,,,92941.0,138856883.0,138762554.0,4000000.0,,2319.0,879.0,,34.69,,18599089.0,,-23909517.0,-28659582.0,,1146816.0,-1364844.0,,,,,0.0,,644634130.0,93372897.0,,,,,111971986.0,,,650198573.0,1123855.0,,-22878990.0,,0.0,26140.0,5341472.0,113833243.0,,0.18,,,,138763942.0,5571087.0,,,111971986.0,,,,85538115.0,-5416324.0,,3110036.0,,3110036.0,3110915.0,,,,,,,
2016-03-31,2016-05-10,10-Q,INVESCO DB GOLD FUND,DGL,CIK0001383055,USD,,,,,217987335.0,,,15816295.0,15816295.0,10474823.0,,0.0,10474823.0,,4832.0,0.0,-84035.0,,,,,,,,,,,,0.0,,,,127916.0,5.65,,,200955950.0,5125.0,21102791.0,,,,-226541.0,,1614.0,40.0,34994000.0,,38896.0,,,,,,,911.0,84035.0,559.0,,84035.0,559.0,,,,,,,,,,,,,,,,,217835700.0,,15881662.0,,,132748.0,217987335.0,217852973.0,5400000.0,,,31346.0,,40.34,,58208929.0,,-47734106.0,20881716.0,,305110.0,-221075.0,,,,,0.0,,200851297.0,14511493.0,,,,,72720422.0,,,133499999.0,299426.0,,-226541.0,,0.0,1215090.0,15816295.0,,,,,,,217854587.0,79090645.0,,,72720422.0,,,,14511493.0,,,,,21297986.0,21329332.0,,,,,,,
2016-06-30,2016-08-09,10-Q,INVESCO DB GOLD FUND,DGL,CIK0001383055,USD,,,,,250848959.0,,,12923046.0,12923046.0,,,0.0,,,5037.0,,,,,,,,,,,,,,0.0,,,,150159.0,2.68,,,237925913.0,933.0,16004178.0,1068167.0,,,1068167.0,,1721.0,40.0,,,,,,,,,,,158702.0,1329.0,,158702.0,,,,,,,,,,,,,,,,,,249593400.0,,30825236.0,,,1345896.0,250848959.0,249501342.0,5800000.0,,,-7563.0,,43.02,,,,,15725065.0,,437815.0,-279113.0,,,,,,,,,,,,,,,,,435553.0,,1068167.0,,,,12923046.0,,,,,,,249503063.0,31648476.0,,,24316544.0,,,,8393133.0,30825236.0,,14943574.0,,14943574.0,14936011.0,,,,,,,
2016-09-30,2016-11-08,10-Q,INVESCO DB GOLD FUND,DGL,CIK0001383055,USD,,,,,222738384.0,,,398880.0,,,,,,,4992.0,,,,,,,,,,,,,,0.0,5809.0,,2967.0,136746.0,-0.49,,,211956852.0,25572.0,-3263634.0,33811480.0,,,33811480.0,,1701.0,40.0,,,,,,,,,,,180362.0,1311.0,,174553.0,,,3069.0,0.0079,-0.43,472979.0,-0.49,-0.06,-0.005,,,,-0.0114,,222296072.0,222336537.0,1.0054,,,-6269654.0,,10379685.0,1604298.0,222738384.0,221132385.0,5200000.0,,5434.0,14342.0,,42.53,,,,,-3580065.0,,499862.0,-316431.0,,,,,,,,,,,,,,,,,472979.0,,33816914.0,,,,,,,,,,,221134086.0,-28368977.0,,,26156598.0,,,,50945510.0,,,-37094890.0,,-37094890.0,-37080548.0,,,,,,,
2016-12-31,2017-03-01,10-K,INVESCO DB GOLD FUND,DGL,CIK0001383055,USD,,,,,193798351.0,,,2856920.0,,,,0.0,-2484552.0,,5005.0,,-629285.0,,,,,,,,,,,,0.0,13459.0,,2328.0,127690.0,2.35,158395827.0,,180804291.0,35962.0,1190691.0,28320094.0,,,28320094.0,,1482.0,40.0,,,38670.0,,,,2328.0,,,1084.0,642744.0,5204.0,,629285.0,5204.0,5204.0,7482.0,0.0077,2.54,1638603.0,2.35,-0.19,-0.0047,1190691.0,,,0.0678,,190941966.0,190939103.0,0.9914,,,-32543276.0,,10134812.0,1195735.0,193798351.0,192601134.0,5200000.0,,2752.0,-5203.0,,37.04,53677526.0,53677526.0,-56162078.0,-56162078.0,161148.0,,1679769.0,-1029543.0,,,,,,10134812.0,882661673.0,120368304.0,,,160448052.0,,174045830.0,,150313240.0,835973487.0,1638603.0,,28322846.0,28322846.0,,,,,,,,,,192602616.0,53838674.0,,,174045830.0,,,,120368304.0,,,-27126952.0,,-27132155.0,-27132155.0,,,,,,,
2017-03-31,2017-05-09,10-Q,INVESCO DB GOLD FUND,DGL,CIK0001383055,USD,,,,,144213135.0,,,0.0,,,,0.0,-2856920.0,,4999.0,,-175055.0,,,,,,,,,,,,0.0,9309.0,,3408.0,89352.0,2.99,133310290.0,,133902275.0,3654.0,11713827.0,-10277319.0,,,-10277319.0,,1601.0,40.0,,,-38338.0,,,,1080.0,,,-6.0,184364.0,507.0,,175055.0,507.0,,3411.0,0.0075,3.01,268862.0,2.99,-0.02,-0.0024,,,,0.0807,,143862538.0,143853537.0,0.9982,,,-10543247.0,,9951262.0,94351.0,144213135.0,144117183.0,3600000.0,,-2745.0,-6138.0,,40.03,,-60112411.0,,57255491.0,11628579.0,,273023.0,-85248.0,,,,,,,66897025.0,60112411.0,,,28520976.0,,,,28704526.0,113965213.0,268862.0,,-10280064.0,,,356190.0,,,,,,,,144118784.0,-48483832.0,,,,,,,60112411.0,,,22000029.0,,22000029.0,21993891.0,,,,,,,
2017-06-30,2017-08-08,10-Q,INVESCO DB GOLD FUND,DGL,CIK0001383055,USD,,,,,198927888.0,,,0.0,,,,,,,5000.0,,,,,,,,,,,,,,0.0,15348.0,,5905.0,115844.0,-0.38,193256416.0,,170813427.0,6745.0,-3137700.0,-8038850.0,,,,,1586.0,40.0,,,,,,,,,,,341738.0,212.0,-212.0,326390.0,,,5000.0,0.0075,-0.38,335818.0,-0.38,,0.0001,,,,-0.0095,,198907495.0,198921983.0,1.3202,,,-5665567.0,,28108556.0,48257864.0,198927888.0,150668438.0,3800000.0,,-19.0,23489.0,,39.65,,,,,-3133737.0,,342775.0,3963.0,,,,,,,,,,,,,,,,,335818.0,,-8038869.0,,,,,,,,,,,150670024.0,6551240.0,,,105529537.0,,,,95844560.0,,,4877680.0,,,4901169.0,,,,,,,
2017-09-30,2017-11-09,10-Q,INVESCO DB GOLD FUND,DGL,CIK0001383055,USD,,,,,196602611.0,,,,,,,,,,4999.0,,,,,,,,,,,,,,0.0,19535.0,,5463.0,116830.0,,202412041.0,,190253381.0,9572.0,2668106.0,-8794679.0,,,,,1632.0,40.0,,,,,,,,,,,426568.0,520.0,,407033.0,,,4392.0,0.0076,1.13,314233.0,1.16,0.03,0.0025,,,,0.0293,,196600297.0,196597148.0,1.0035,,,5814893.0,,6343767.0,694109.0,196602611.0,195906870.0,4800000.0,,-38.0,-17637.0,,40.81,,,,,2774741.0,,324325.0,106635.0,,,,,,,,,,,,,,,,,,,-8794717.0,,,,,,,,,,,195908502.0,45238478.0,,,42463737.0,,,,,,,11480460.0,,,11462823.0,,,,,,,
2017-12-31,2018-02-28,10-K,INVESCO DB GOLD FUND,DGL,CIK0001383055,USD,,,,,141242298.0,,,497330.0,,,,0.0,-2359590.0,,5011.0,,-1287879.0,,,,,,,,,,,,142870.0,64303.0,7411.0,7411.0,85935.0,,145160400.0,,126820422.0,23034.0,13289152.0,-24968839.0,,,,,1660.0,40.0,29937000.0,,-41755.0,,,,5083.0,,,6.0,1352182.0,2101.0,,1287879.0,2101.0,2101.0,16325.0,0.0076,4.47,1195875.0,4.51,0.04,0.0009,13289152.0,-0.04,,0.1218,,139443674.0,139425147.0,0.9878,,5735253.0,5735253.0,,12604725.0,90946.0,141242298.0,141149692.0,3400000.0,,-4874.0,-15664.0,,41.51,-64887913.0,-64887913.0,62528323.0,62528323.0,13436649.0,,1221010.0,147497.0,,,142870.0,,,,511417474.0,212738317.0,,142870.0,159767380.0,,147993274.0,,157297467.0,566668684.0,,,-24973713.0,-24973713.0,,1312410.0,,,,,,,,141151352.0,-51451264.0,,,147993274.0,,,,212738317.0,,,38278529.0,,38262865.0,38262865.0,,,,,,,
2018-03-31,2018-05-08,10-Q,INVESCO DB GOLD FUND,DGL,CIK0001383055,USD,,,,,193226119.0,,,0.0,,,,0.0,-497330.0,,9911.0,,-597334.0,,,,,,,,,,,,0.0,30679.0,,12583.0,122338.0,,199231310.0,,181962008.0,5982.0,251086.0,,,,,,1676.0,40.0,29865000.0,,36403.0,,,,5172.0,,,4900.0,628013.0,273.0,,597334.0,273.0,273.0,4358.0,0.0075,0.31,325090.0,0.38,0.07,0.0069,251086.0,,,0.0092,,193263589.0,193213536.0,1.0027,,6017774.0,,,11251528.0,536569.0,193226119.0,192687874.0,4600000.0,,91.0,-31526.0,,41.89,50986086.0,50986086.0,-51483416.0,-51483416.0,552112.0,,331345.0,301026.0,,,,,,,181574317.0,,,,36723008.0,,50986086.0,,38076205.0,126998630.0,,,91.0,91.0,,,,,,,,,,192689550.0,51538198.0,,,50986086.0,,,,,,,282521.0,,250995.0,250995.0,,,,,,,
2018-06-30,2018-08-08,10-Q,INVESCO DB GOLD FUND,DGL,CIK0001383055,USD,,,,,142369145.0,,,0.0,,,,0.0,,,4994.0,,,,,,,,,,,,,,0.0,36007.0,,9812.0,94991.0,,135161174.0,,137695270.0,-3651.0,-10195728.0,2580813.0,,,,,1581.0,40.0,29907000.0,,,,,,,,,,777041.0,376.0,-376.0,741034.0,,,4089.0,0.0073,-2.47,343256.0,-2.37,0.1,0.0096,-10195728.0,,,-0.0566,,141960756.0,141962783.0,0.9978,,,-6801609.0,,4267513.0,99985.0,142369145.0,142267579.0,3600000.0,,-9238.0,52080.0,,39.52,,,,,-9754579.0,,339981.0,441149.0,0.0,,,,,,,,,,,,,,,,,,2571575.0,2571575.0,,396550.0,,,,,,,,142269160.0,-50420390.0,,,8517714.0,,,,49183525.0,,,-12819383.0,,-12767303.0,-12767303.0,,,,,,,
2018-09-30,2018-11-07,10-Q,INVESCO DB GOLD FUND,DGL,CIK0001383055,USD,,,,,112442980.0,,,0.0,,,,0.0,,,4996.0,,,,,,,,,,,,,,0.0,34005.0,,9149.0,72749.0,,111083210.0,,107190859.0,13507.0,-7413763.0,-13658203.0,,,,,1498.0,40.0,29829000.0,,,,,,,,,,652894.0,5013.0,,618889.0,,,3378.0,0.008,-2.19,244864.0,-2.07,0.12,0.012,-7413763.0,,,-0.0524,,111635402.0,111607511.0,0.9933,,,-524301.0,,4416652.0,77745.0,112442980.0,112363737.0,3000000.0,,-2950.0,-29918.0,,37.45,,,,,-7020875.0,,263384.0,392888.0,0.0,,,,,,,,,,,,,,,,,,-13661153.0,-13661153.0,,826320.0,,,,,,,,112365235.0,-29903925.0,,,7613949.0,,,,30496999.0,,,6277308.0,,6247390.0,6247390.0,,,,,,,
2018-12-31,2019-02-28,10-K,INVESCO DB GOLD FUND,DGL,CIK0001383055,USD,,,,,96055229.0,,,0.0,,,-497330.0,0.0,-497330.0,,5001.0,,-2475470.0,,,,,,,,,,,,,135619.0,12659.0,,61574.0,,98570788.0,,88687386.0,26104.0,,-7832954.0,,,,,1577.0,40.0,11157440.0,,-24361.0,,,,5248.0,,,-10.0,2618279.0,9758.0,,2482660.0,,9758.0,14741.0,0.0076,-1.92,1102728.0,-1.51,0.41,0.0102,-11046469.0,-0.58,,-0.0363,,96050614.0,96042570.0,1.0151,,,2528218.0,,7355184.0,1441630.0,96055229.0,94612022.0,2400000.0,,-16963.0,10483.0,,39.42,-35736119.0,,35238789.0,,-9552039.0,,1138590.0,1494430.0,,,1389815.0,0.5791,,,334022990.0,110480001.0,,1389815.0,114449256.0,,74884102.0,,119698797.0,374625016.0,,,-7849917.0,-7849917.0,,,,,,,,,,94613599.0,-46537753.0,,,74884102.0,,,,110480001.0,,,-3207035.0,,-3196552.0,-3196552.0,,,,,,,
2019-03-31,2019-05-09,10-Q,INVESCO DB GOLD FUND,DGL,CIK0001383055,USD,,,,,143008261.0,,,0.0,,,,0.0,0.0,,4998.0,,-754153.0,,,,,,,,,,,,0.0,51158.0,18278.0,,88642.0,,142003373.0,,137496222.0,5778.0,,2976346.0,,,,,1588.0,40.0,15098160.0,,27068.0,,,,5619.0,,,-3.0,806424.0,1085.0,,755266.0,,1085.0,5342.0,0.0075,0.12,255631.0,0.28,0.16,0.0161,-182160.0,,,0.0071,,142641630.0,142645023.0,0.9981,,,-641650.0,,5148801.0,93640.0,143008261.0,142913033.0,3600000.0,,-75.0,11437.0,,39.7,46684315.0,,-46684315.0,,367112.0,,262494.0,549272.0,,,,,,,181039013.0,,,,147115859.0,,47933910.0,,149322242.0,132995692.0,,,2976271.0,2976271.0,,344960.0,,,,,,,,142914621.0,48301022.0,,,47933910.0,,,,,,,-3169868.0,,-3158431.0,-3158431.0,,,,,,,
2019-06-30,2019-08-08,10-Q,INVESCO DB GOLD FUND,DGL,CIK0001383055,USD,,,,,155325463.0,,,0.0,,,,0.0,,,4998.0,,,,,,,,,,,,,,0.0,35605.0,15763.0,,87430.0,,165654496.0,,145770879.0,1722.0,,-309048.0,,,,,1725.0,40.0,,,,,,,,,,,699938.0,2327.0,,664333.0,,,2808.0,0.0075,3.25,218603.0,3.42,0.17,0.0165,10920746.0,,,0.0861,,155061855.0,155103740.0,0.9991,,,10550756.0,,9332861.0,92428.0,155325463.0,155231310.0,3600000.0,,-1104.0,38492.0,,43.12,,,,,11400840.0,,222652.0,480094.0,0.0,,,,,,,,,,,,,,,,,,-310152.0,-310152.0,,205960.0,,,,,,,,155233035.0,12318414.0,,,40489063.0,,,,39571489.0,,,11192406.0,,11230898.0,11230898.0,,,,,,,
2019-09-30,2019-11-08,10-Q,INVESCO DB GOLD FUND,DGL,CIK0001383055,USD,,,,,174088648.0,,,0.0,,,,0.0,,,4987.0,,,,,,,,,,,,,,0.0,75613.0,13815.0,,109896.0,,181730230.0,,161642102.0,864.0,,2261671.0,,,,,1791.0,40.0,,,,,,,,,,,934249.0,1853.0,,858636.0,,,6980.0,0.0074,1.49,323482.0,1.65,0.16,0.0143,5360118.0,,,0.0383,,168039707.0,168076866.0,0.988,,,13653364.0,,6434764.0,3964033.0,174088648.0,170122824.0,3800000.0,,565.0,-4726.0,,44.77,,,,,5975148.0,,326199.0,615030.0,0.0,,,,,,,,,,,,,,,,,,2262236.0,2262236.0,,,,,,,,,,170124615.0,14891580.0,,,27212069.0,,,,18295637.0,,,3102608.0,,3097882.0,3097882.0,,,,,,,
2019-12-31,2020-02-28,10-K,INVESCO DB GOLD FUND,DGL,CIK0001383055,USD,,,,,108845068.0,,,35700.0,,,35700.0,0.0,35700.0,,4956.0,,-2896609.0,,,,,,,,,,,,,200329.0,10371.0,,70853.0,,118519879.0,,99770815.0,9593.0,,11629071.0,,,,,1813.0,40.0,,,9279.0,,,,-2288.0,,,-45.0,3104617.0,8188.0,,2904288.0,,8188.0,20041.0,0.0075,6.16,1081702.0,6.76,0.6,0.014,19197024.0,-0.86,-0.86,0.172,,104247241.0,108477697.0,0.9973,,,10042182.0,,8706882.0,75809.0,108845068.0,108767446.0,2400000.0,,17347.0,36642.0,,45.32,-8316134.0,,8351834.0,,21222199.0,,1099483.0,2025175.0,,,2065522.0,0.8606,,,541102329.0,120636059.0,,2065522.0,,,115635042.0,,,532969498.0,,,11646418.0,11646418.0,,321300.0,,,,,,,,108769259.0,14155660.0,,,115635042.0,,,,120636059.0,,,7513964.0,,7550606.0,7550606.0,,,,,,11646418.0,7550606.0
2020-03-31,2020-05-08,10-Q,INVESCO DB GOLD FUND,DGL,CIK0001383055,USD,,,,,134738513.0,,,0.0,,,-35700.0,0.0,-35700.0,,4996.0,,-343703.0,,,,,,,,,,,,0.0,133426.0,52237.0,,74145.0,,134494837.0,,65996097.0,5111.0,,13623558.0,,,,,1869.0,40.0,,,3292.0,,,,41866.0,,,40.0,478632.0,1442.0,,345206.0,,1442.0,19527.0,0.0071,1.32,238912.0,1.41,0.09,0.0079,3449559.0,,,0.0311,,134598056.0,134686276.0,1.0293,,,-191439.0,,68690179.0,3886361.0,134738513.0,130850283.0,2800000.0,,,59622.0,,46.73,18380640.0,,-18416340.0,,3702253.0,,245465.0,252694.0,,,,,,,37821957.0,19299917.0,,,,,37680557.0,,,72000000.0,,,13623558.0,13623558.0,,,,,,,,,,130852152.0,22082893.0,,,37680557.0,,,,19299917.0,,,-10233621.0,,-10173999.0,-10173999.0,,,,,,,
2020-06-30,2020-08-07,10-Q,INVESCO DB GOLD FUND,DGL,CIK0001383055,USD,,,,,149473020.0,,,139060.0,,,,0.0,,,5000.0,,,,,,,,,,,,,,0.0,60995.0,5493.0,,80369.0,,165041059.0,,59987152.0,630.0,,1936919.0,,,,,2134.0,40.0,,,,,,,,,,,161044.0,1480.0,,100049.0,,,41296.0,0.0065,6.65,284790.0,6.62,-0.03,-0.0022,19391319.0,,,0.1417,,147689878.0,147659747.0,0.9885,,,17381312.0,,87672595.0,85369.0,149473020.0,149385517.0,2800000.0,,,-88876.0,,53.35,,,,,19306759.0,,286900.0,-84560.0,,,,,,,,,,,,,,,,,,,1936919.0,1936919.0,,1668720.0,,,,,,,,149387651.0,18535499.0,,,19824393.0,,,,20595653.0,,,17572751.0,,17454400.0,17454400.0,,,,,,,
