end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableCurrent,AccountsPayableOtherCurrent,AccountsPayableRelatedPartiesCurrent,AccruedLiabilitiesAndOtherLiabilities,AccruedLiabilitiesCurrent,AccruedPayrollTaxesCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipmentExcludingCapitalLeasedAssets,AcquisitionCosts,AdditionalPaidInCapital,AdjustmentForAmortization,AdjustmentsToAdditionalPaidInCapitalOther,AdjustmentsToAdditionalPaidInCapitalStockSplit,AllowanceForDoubtfulAccountsReceivableRecoveries,AmortizationOfDebtDiscountPremium,AmortizationOfFinancingCostsAndDiscounts,AmortizationOfIntangibleAssets,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,Assets,AssetsCurrent,AssetsNet,CapitalizedComputerSoftwareGross,CapitalUnitsAuthorized,Cash,CashAcquiredFromAcquisition,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashEquivalentsAtCarryingValue,CashPeriodIncreaseDecrease,CommitmentsAndContingencies,CommonStockCapitalSharesReservedForFutureIssuance,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,CommonUnitIssuanceValue,ConcentrationRiskPercentage1,ConstructionMaterialsRevenue,ConvertibleDebt,ConvertibleLongTermNotesPayable,ConvertibleNotesPayable,ConvertibleNotesPayableCurrent,CostOfGoodsAndServicesSold,CostOfGoodsSold,DebtConversionConvertedInstrumentAmount1,DebtInstrumentInterestRateStatedPercentage,DebtInstrumentUnamortizedDiscount,DeferredTaxAssetsGrossNoncurrent,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsValuationAllowanceNoncurrent,Depreciation,DerivativeAssetFairValueGrossLiability,DerivativeLiabilities,EarningsPerShareBasicAndDiluted,EarningsPerShareDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationTaxCredits,EmployeeBenefitsAndShareBasedCompensation,FairValueAdjustmentOfWarrants,FairValueAssumptionsExpectedDividendRate,FairValueAssumptionsExpectedVolatilityRate,FinancingReceivableAllowanceForCreditLosses,FiniteLivedIntangibleAssetsGross,FiniteLivedIntangibleAssetsNet,FiniteLivedPatentsGross,FlightEquipmentAccumulatedDepreciation,GainLossOnContractTermination,GainLossOnDerivativeInstrumentsNetPretax,GainLossOnDispositionOfAssets,GainsLossesOnExtinguishmentOfDebt,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentChargeOnReclassifiedAssets,ImpairmentOfInvestments,IncomeLossFromContinuingOperations,IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeTaxesPaid,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableRelatedParties,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInAccruedSalaries,IncreaseDecreaseInEmployeeRelatedLiabilities,IncreaseDecreaseInInventories,IncreaseDecreaseInNotesReceivables,IncreaseDecreaseInOtherCurrentAssets,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,InterestExpense,InterestIncomeExpenseNet,InterestIncomeOther,InterestPaid,InterestPaidNet,InventoryNet,InvestmentBankingAdvisoryBrokerageAndUnderwritingFeesAndCommissions,IssuanceOfStockAndWarrantsForServicesOrClaims,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesNoncurrent,LongTermDebt,LongTermDebtCurrent,LongTermDebtMaturitiesRepaymentsOfPrincipalInRollingYearFive,LongTermDebtMaturitiesRepaymentsOfPrincipalInRollingYearFour,LongTermDebtMaturitiesRepaymentsOfPrincipalInRollingYearThree,LongTermDebtMaturitiesRepaymentsOfPrincipalInRollingYearTwo,LongTermDebtMaturitiesRepaymentsOfPrincipalInRollingYearTwoAndThree,LongTermNotesPayable,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NoncontrollingInterestInNetIncomeLossJointVenturePartnersNonredeemable,NotesIssued1,NotesPayable,NotesPayableCurrent,NotesReceivableGross,NotesReceivableNet,NumberOfBusinessesAcquired,OperatingExpenses,OperatingIncomeLoss,OperatingLossCarryforwards,OtherExpenses,OtherLongTermNotesPayable,OtherNonoperatingIncomeExpense,OtherOperatingIncomeExpenseNet,PaymentsToAcquireLoansReceivable,PaymentsToAcquireNotesReceivable,PaymentsToAcquirePropertyPlantAndEquipment,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpenseCurrent,ProceedsFromContributedCapital,ProceedsFromConvertibleDebt,ProceedsFromIssuanceOfCommonStock,ProceedsFromMaturitiesPrepaymentsAndCallsOfOtherInvestments,ProceedsFromNotesPayable,ProceedsFromRepaymentsOfRelatedPartyDebt,ProceedsFromSaleAndCollectionOfNotesReceivable,ProfessionalFees,ProfitLoss,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,ProvisionForDoubtfulAccounts,RealEstateFederalIncomeTaxBasis,ReclassificationsOfTemporaryToPermanentEquity,ResearchAndDevelopmentExpense,RetainedEarningsAccumulatedDeficit,RetainedEarningsAppropriated,Revenues,SalariesWagesAndOfficersCompensation,SaleOfStockNumberOfSharesIssuedInTransaction,SaleOfStockPricePerShare,SalesAndExciseTaxPayableCurrent,SalesRevenueNet,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedWeightedAverageGrantDateFairValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExpirationsInPeriod,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExpirationsInPeriodWeightedAverageExercisePrice,SharePrice,SharesIssuedPricePerShare,StockholdersEquity,StockIssuedDuringPeriodSharesIssuedForServices,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,TechnologyServicesRevenue,UnrealizedGainLossOnDerivatives,ValuationAllowanceDeferredTaxAssetChangeInAmount,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic
2017-05-31,2017-07-24,10-Q,AGENTIX CORP.,AGTX,CIK0001603345,USD,,,,,,1420.0,,858.0,,,1007725.0,,,,,,,,,11242.0,1063.0,,1328.0,,1063.0,,1063.0,,,,,,0.001,50000000.0,6017406.0,6017406.0,6017.0,,,,,10124.0,,,,,,,,,,,,,,,-0.01,,,,,,,,,,,,,,,-27869.0,,,2862.0,,,,,,-38492.0,,,,,,,,,,,,-1816.0,,,,,,,,49635.0,11242.0,1420.0,48215.0,,,,,,,,,,,,-38492.0,,,,,9709.0,,,64545.0,-64545.0,,,38091.0,-26053.0,,,,,0.001,25000000.0,0.0,0.0,,,,,,,,,,41683.0,,,470.0,,,,,-1052135.0,,,20000.0,,,,,,,,,,,75000.0,,,,,,-38393.0,,,,,,,,,,,6017406.0,
2017-08-31,2017-12-18,10-K,AGENTIX CORP.,AGTX,CIK0001603345,USD,,,,3137.0,,1606.0,,924.0,,,1037890.0,,,,7226.0,-9620.0,,,0.0,7092.0,3688.0,,1328.0,75000000.0,3688.0,,3688.0,3069.0,,,,,0.001,50000000.0,6017406.0,6017406.0,6017.0,,,2250.0,,13011.0,,,1357.0,,,,-21570.0,216200.0,216200.0,,216200.0,264.0,,,-0.06,,,0.34,0.0,80000.0,173462.0,0.0,0.938,7226.0,,,3814.0,,,33770.0,,,23676.0,893.0,,,,,-381101.0,,,339.0,-710.0,80715.0,,,,10000.0,,,13341.0,13341.0,,3358.0,3358.0,,,,72173.0,7092.0,4743.0,67430.0,89000.0,,,,20000.0,,69000.0,,89000.0,-9516.0,-76415.0,-381101.0,,,,,10226.0,3000.0,,334883.0,-333990.0,,,54419.0,47111.0,,-484.0,,,0.001,25000000.0,0.0,0.0,,,,,,,25000.0,64000.0,,231207.0,,,404.0,7226.0,635785.0,163718.0,,-1108988.0,,2250.0,80000.0,,,,,,,,0.001,0.0,0.938,125000.0,,125000.0,,,,-65081.0,,,,,,,,33770.0,31281.0,,6017406.0,
2017-11-30,2018-01-16,10-Q,AGENTIX CORP.,AGTX,CIK0001603345,USD,,,,3202.0,,1841.0,,990.0,,,1057890.0,,,,,5215.0,,,,9865.0,6527.0,,1328.0,,6527.0,,6527.0,2839.0,,,,,0.001,50000000.0,6017406.0,6017406.0,6017.0,,,,,15898.0,,,,,,,-16355.0,,,,,66.0,,,-0.01,,,,,,,,,7226.0,,,,,,,,,116.0,,,,,,-32742.0,,,65.0,,235.0,,,,,,,-7061.0,,,1611.0,1611.0,,,,87688.0,9865.0,5043.0,82645.0,99000.0,,,,20000.0,,79000.0,,30000.0,,-27161.0,-32742.0,,,,,10226.0,3000.0,,25681.0,-25681.0,,,66747.0,7061.0,,,,,0.001,25000000.0,0.0,0.0,,,20000.0,,,,,10000.0,,5565.0,,,338.0,,,,,-1141730.0,,,20000.0,,,,,,,,,,,,,,,,,-77823.0,,,,,,,,,,,6017406.0,
2018-02-28,2018-04-16,10-Q,AGENTIX CORP.,AGTX,CIK0001603345,USD,,,,3137.0,,1957.0,,1056.0,,,1077890.0,,,,,,,,,1870.0,1598.0,,1328.0,,1598.0,,1598.0,,,,,,0.001,50000000.0,6017406.0,6017406.0,6017.0,,,,,18785.0,,,,,,,-11140.0,,,,,,,,-0.01,,,,,,,,,,,,,,,,,,3885.0,,,,,,,,,,,,,,,,,,-7244.0,,,,,,,,107954.0,1870.0,5094.0,102860.0,114000.0,,,,54000.0,45000.0,15000.0,,,,,-48261.0,,,,,,,,41017.0,-41017.0,,,84075.0,7244.0,,,,,0.001,25000000.0,0.0,0.0,,,,,,,,,,17132.0,,,272.0,,,,,-1189991.0,,,20000.0,,,,,,,,,,,,,,,,,-106084.0,,,,,,,,,,,6017406.0,
2018-05-31,2018-07-20,10-Q,AGENTIX CORP.,AGTX,CIK0001603345,USD,,14117.0,,7711.0,,532.0,,1122.0,,,43804238.0,,,,,,,,,766.0,560.0,,1328.0,,560.0,,560.0,,,,,,0.001,50000000.0,20570406.0,20570406.0,20570.0,,,,,19766.0,,,,,,,-5234.0,,,,,,,,-3742.86,,,,,,,,,,,,,,,,,42629753.0,4698.0,,,,,,,,,,,,,,,,,,-7529.0,,,,,,,,42126.0,766.0,22360.0,19766.0,25000.0,,,,,,,,,,,-42676177.0,,,25000.0,,,,,38895.0,-38895.0,,,,42637282.0,,,,,0.001,25000000.0,0.0,0.0,,,,,,,,,,14197.0,,,206.0,,,,,-43866168.0,,,20000.0,,,,,,,,,,,,,,,,,-41360.0,,,,,,,,,,,11402.0,
2018-08-31,2018-11-13,10-K,AGENTIX CORP.,AGTX,CIK0001603345,USD,,,,7711.0,,1940.0,,1188.0,,,43844787.0,,,,,17317.0,7736.0,,1100000.0,2265.0,2125.0,,1328.0,75000000.0,2125.0,,2125.0,-1563.0,2125.0,-1563.0,,,0.001,50000000.0,20570.0,20570.0,21.0,,,,45747.0,20747.0,,,,,,,-4253.0,139000.0,,,-139000.0,264.0,,,-3875.4,,,0.2533,0.0,100000.0,,,,,,,,,,,,42629753.0,8783.0,,,,,,-42788953.0,,,4574.0,,82482.0,,,,,,,24824.0,24824.0,,,5024.0,,,,55398.0,2265.0,9651.0,45747.0,50000.0,,,,,25000.0,25000.0,,50000.0,,-51563.0,-42820726.0,,,,,,,,134376.0,-134376.0,662043.0,,25000.0,42654577.0,42654577.0,,,,0.001,25000000.0,0.0,0.0,,,,,,,,50000.0,,45593.0,,,140.0,3000.0,,163718.0,,-43897941.0,,,80000.0,,,,,,,,,,,,-125000.0,,0.001,,,-53133.0,,,42720901.0,,,,,,77200.0,,11041.0,
2018-11-30,2019-01-22,10-Q,AGENTIX CORP.,AGTX,CIK0001603345,USD,,,,11991.0,,2788.0,,1254.0,,,43844238.0,,,,,981.0,,,,3050.0,2976.0,,1328.0,,2976.0,,2976.0,851.0,2976.0,851.0,,,0.001,50000000.0,20570406.0,20570406.0,20570.0,,,,,21728.0,,,,,,,3271.0,,,,,66.0,,,-2.2,,,,,20000.0,,,,,,,,,,,,,335.0,,,,,,-45324.0,,,4280.0,,848.0,,,,,,,2328.0,,,,500.0,,,,81507.0,3050.0,14779.0,66728.0,45000.0,-25000.0,20000.0,25000.0,25000.0,,,70000.0,40000.0,,-39149.0,-45324.0,,,,41729.0,,,,42996.0,-42996.0,,,45000.0,2328.0,2328.0,,,,0.001,25000000.0,0.0,0.0,,,40000.0,,,,,20000.0,,22661.0,-84097.0,,74.0,,,,,-43943265.0,,,20000.0,,,,,,,,,,,,,,,,,-78457.0,,,,,,,,,,,20570.0,
2019-02-28,2019-03-27,10-Q,AGENTIX CORP.,AGTX,CIK0001603345,USD,,,,,,531.0,,1320.0,,,43864238.0,,,,,,,,,1010.0,1002.0,,1328.0,,1002.0,,1002.0,,,,,,0.001,50000000.0,20570406.0,20570406.0,20570.0,,,,,22709.0,,,,,,0.08,2291.0,,,,,,,,-0.04,,,,,,,,,,,,,,,,,,2000.0,,,,,,-38773.0,,,,,,,,,,,,2932.0,,,,,,,,98240.0,1010.0,531.0,97709.0,100000.0,,,50000.0,25000.0,25000.0,,100000.0,,,,-38773.0,,,,97709.0,,,,35841.0,-35841.0,,,75000.0,2932.0,2932.0,,,,0.001,25000000.0,0.0,0.0,,,20000.0,,,,,,,13841.0,-38773.0,,8.0,,,,,-43982038.0,,,20000.0,,,,,,,,,,,,,,,,,-97230.0,,,,,,,,,,,1104118.0,
2019-05-31,2019-07-15,10-Q,AGENTIX CORP.,AGTX,CIK0001603345,USD,,,,,,531.0,,1328.0,,,43904787.0,,,,,,,,,64.0,64.0,,1328.0,,64.0,,64.0,,,,,,0.001,50000000.0,20571.0,20571.0,21.0,,,,,23690.0,,,,,,,1310.0,,,,,,,,-0.03,,,,,,,,,,,,,,,,,,2005.0,,,,,-31927.0,,0.0,,,,,,,,,,,1481.0,,,,,,,,109221.0,64.0,531.0,108690.0,110000.0,,,60000.0,25000.0,25000.0,,110000.0,,,,-31927.0,,,,,,,,30446.0,-30446.0,,1481.0,85000.0,1481.0,,,,,0.001,25000000.0,0.0,0.0,,,,,,,,,,8441.0,,,,,,,,-44013965.0,,0.0,20000.0,,,,,,,,,,,,,,,,,-109157.0,,,,,,,,,,,1104100.0,
2019-08-31,2019-12-05,10-K,AGENTIX CORP.,AGTX,CIK0001603345,USD,,7245.0,,5250.0,,3712.0,,1328.0,,,43904787.0,,,,,3924.0,3925.0,,1100000.0,93.0,93.0,,1328.0,75000000.0,93.0,,93.0,,93.0,-2032.0,0.0,,0.001,50000000.0,2551901.0,2551901.0,2552.0,,,,84671.0,85000.0,,24671.0,,,,,17258.0,134500.0,,,-134500.0,140.0,,,-6.45,,,0.21,0.0,60000.0,,,,,,,,,,,,,3995.0,,,,,,-132652.0,,,4784.0,,61772.0,,,,,,,11335.0,,,,3798.0,,,,125878.0,93.0,40878.0,85000.0,85000.0,,,,25000.0,25000.0,60000.0,,60000.0,,-62032.0,-132652.0,,,110000.0,-25000.0,,,,121317.0,-121317.0,640523.0,,85000.0,,11335.0,,,,0.001,25000000.0,0.0,0.0,0.0,,,,,,,60000.0,,57322.0,,1328.0,0.0,,,,,-44033124.0,,,60000.0,,,,,,,,,,,,,,,,,-125785.0,,,,,,,,,4500.0,,20570.0,
2019-11-30,2020-01-16,10-Q,AGENTIX CORP.,AGTX,CIK0001603345,USD,,12245.0,,5250.0,,99.0,,1328.0,,,44022590.0,,,,,329.0,,,,61.0,61.0,,1328.0,,61.0,,,,61.0,-32.0,,,0.001,50000000.0,25282.0,25282.0,26.0,,,,,,,,,,117808.0,,,,,,,,,,-0.42,,,,,,,,,,,,,,,,,,32.0,,,,,,-9556.0,,,5000.0,,4195.0,,,,,,,4524.0,,,,,,,,17594.0,61.0,17594.0,,,,,,,,,,,,-32.0,-9556.0,,,,,,,,5032.0,-5032.0,,,,,4524.0,,,,0.001,25000000.0,0.0,0.0,,,,,,,,,,5000.0,-21355.0,,,,,,,-44040149.0,,,,,,,,,,,,,,,,,,,,-17533.0,,,117808.0,,,,,,,,22486.0,
2020-02-29,2020-04-27,10-Q,AGENTIX CORP.,AGTX,CIK0001603345,USD,,23996.0,,5250.0,,99.0,,1328.0,,,44022590.0,,,,,,,,,13.0,13.0,,1328.0,,13.0,,,,,,,,0.001,50000000.0,2556613.0,2556613.0,2557.0,,,,,,,,,,,,,,,,,,,,-0.09,,,,,,,,,,,,,,,,,,48.0,,,,,,-11799.0,,,,,,,,,,,,,,,,,,,,29345.0,13.0,29345.0,,,,,,,,,,,,,-11799.0,,,,,,,,11799.0,-11799.0,,,,,,,,,0.001,25000000.0,0.0,0.0,,,,,,,,,,11751.0,-11799.0,,,,,,,-44054479.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136549.0,
2020-05-31,2020-07-13,10-Q,AGENTIX CORP.,AGTX,CIK0001603345,USD,,15734.0,,0.0,,27970.0,,1328.0,,,45296340.0,,,,,,,,,17.0,17.0,,,,,,0.0,0.0,,,0.0,,0.001,50000000.0,3806613.0,3806613.0,3807.0,,,,,0.0,,0.0,,,,,,,,,,,,,-0.38,,,,,,,,,,,,,,,,,,1497.0,,,,,-1289355.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,,0.0,,,0.0,,,,,43704.0,17.0,43704.0,,,,,,,,,,0.0,,0.0,-1289355.0,,,,,,,,1289355.0,-1289355.0,,0.0,,,,,,,0.001,25000000.0,0.0,0.0,0.0,,,,0.0,,,,,1287858.0,,1328.0,0.0,,,,0.0,-45343834.0,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,339660.0,,935340.0,,,,,3421998.0,
2020-08-31,2020-12-09,10-K,AGENTIX CORP.,AGTX,CIK0001603345,USD,,41318.0,,27870.0,43704.0,100.0,,,,,552883.0,,,,,,,,,292750.0,292750.0,17.0,,,,,242750.0,,,,0.0,320000.0,0.001,50000000.0,34489605.0,34489605.0,34490.0,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,69288.0,292750.0,69288.0,0.0,,,,,,,,,,,,-363911.0,,,,,,,,,,71000.0,,,,,,,,,,,,,50000.0,,,,,,,,,,,,,,,,-363911.0,,,,,,,,,,,,,,,,,,,,223462.0,,,,,,611508.0,,,,,,
2020-11-30,2021-01-13,10-Q,AGENTIX CORP.,AGTX,CIK0001603345,USD,,20366.0,,33873.0,,100.0,,,,,552883.0,,,,,,,,,61088.0,61088.0,,,,,,11088.0,-231662.0,,,0.0,,0.001,50000000.0,34489605.0,34489605.0,34490.0,,,,,,,,,,,,,,,,,,,,-0.01,,,,,,,,,,,,,,,,0.0,,16667.0,,,0.0,,-216713.0,,0.0,,-14949.0,,,,,,,,,,,-5.0,,,,,,54339.0,61088.0,54339.0,0.0,,,,,,,,,0.0,0.0,-231662.0,-216713.0,,,,,,,,216718.0,-216718.0,,,,,,,,,,,,,,50000.0,,,,,,,,184563.0,,,,,,,15488.0,-580624.0,,0.0,,,,,,,,,,,,,,,,,,6749.0,,,,,,,,,,,34489605.0,
2021-02-28,2021-03-29,10-Q,AGENTIX CORP.,AGTX,CIK0001603345,USD,,234313.0,,55497.0,,100.0,,,,,933648.0,,,,,,,,,50843.0,50843.0,,,,,,843.0,,,,0.0,320000.0,0.001,50000000.0,34874605.0,34874605.0,34875.0,80000.0,,,,,,,,,,,,,,,,,,,-0.02,,,,,,,,,,,,,,,,,,16830.0,,,,,,-706966.0,0.0,,,,,,,,,,,0.0,,,,,,,,289910.0,50843.0,289910.0,0.0,,,,,,,,,,,,-706966.0,,,,,,,,706966.0,-706966.0,,,,,,,,,,,,,,50000.0,,,,,,,,511904.0,,,,,,,178232.0,-1287590.0,,0.0,,,0.25,,,,,,,,,,,,,0.99,0.25,-239067.0,,,,,80000.0,381150.0,,,,,34549171.0,
2021-05-31,2021-07-09,10-Q,AGENTIX CORP.,AGTX,CIK0001603345,USD,,270914.0,,99103.0,,100.0,,,,,933648.0,,,,,,,,,57808.0,57808.0,,,,,,7808.0,,,,0.0,520000.0,0.001,50000000.0,34874605.0,34874605.0,34875.0,180000.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,17609.0,,,,,,-173242.0,0.0,,,,,,,,,,,,,,,,50000.0,,,370117.0,57808.0,370117.0,0.0,,,,,,,,,,,,-173242.0,,,,,,,,173242.0,-173242.0,,,,,,,,,,,,,,0.0,,,,,,,,98132.0,,,,,,,57500.0,-1460832.0,,0.0,,,,,,,,,,,,,,,,0.99,,-312309.0,,,,,,,,,,,34874605.0,
2021-08-31,2021-10-07,10-K,AGENTIX CORP.,AGTX,CIK0001603345,USD,,121239.0,127233.0,485603.0,43704.0,100.0,,,,,933648.0,,138852.0,,,,,,,51207.0,51207.0,17.0,,,,0.0,1768.0,-240982.0,,,0.0,520000.0,0.001,50000000.0,34874605.0,34874605.0,34875.0,180000.0,,,,,,,561.0,,,,,,,,,,,,-0.04,,,,,,,,,,,,,,,,0.0,,66416.0,679.0,,0.0,,,-1340347.0,0.0,0.0,537654.0,,,,,-49439.0,,50000.0,,,,,0.0,,49439.0,,,606942.0,51207.0,606942.0,0.0,,,,,,,,,180000.0,0.0,-420982.0,-1583773.0,,0.0,,,,,,1341031.0,-1341031.0,353000.0,0.0,,-5.0,,,,,,,,,,0.0,,,180000.0,,,,,909483.0,,,,,,,365132.0,-1704258.0,,1240.0,,,,,,,,,,,,,,,,0.99,,-555735.0,,27932271.0,,,95165.0,,,,353000.0,,34734990.0,
2021-11-30,2022-01-13,10-Q,AGENTIX CORP.,AGTX,CIK0001603345,USD,,120771.0,,652289.0,,100.0,,,,,1033448.0,,,,,,,,,50676.0,50676.0,,,,,,1237.0,-531.0,,,0.0,320000.0,0.001,50000000.0,35074605.0,35074605.0,35075.0,80000.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,15335.0,,,,,-166750.0,,0.0,,166219.0,,,,,,,,,,,,,,49439.0,,,773160.0,50676.0,773160.0,0.0,,,,,,,,,0.0,0.0,-531.0,-166750.0,,,,,,,,166750.0,-166750.0,,,,,,,,,,,,,,,,,,,,,,108465.0,,,,,,,42950.0,-1871007.0,,,,,,,,,,,,,,,,,,0.5,,-722484.0,200000.0,,,,0.0,,,,,,34965716.0,
