end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableCurrent,AccruedLiabilitiesCurrent,AccumulatedCapitalizedInterestCosts,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AdjustmentsToAdditionalPaidInCapitalMarkToMarket,AdjustmentsToAdditionalPaidInCapitalOther,AmortizationOfDebtDiscountPremium,AmortizationOfFinancingCostsAndDiscounts,AssetImpairmentCharges,Assets,AssetsCurrent,BusinessAcquisitionPercentageOfVotingInterestsAcquired,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,ChangeInUnrealizedGainLossOnHedgedItemInFairValueHedge1,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ComprehensiveIncomeNetOfTax,ConvertibleDebt,ConvertibleNotesPayable,ConvertibleNotesPayableCurrent,CostOfGoodsAndServicesSold,CostOfGoodsSold,DebtConversionConvertedInstrumentAmount1,DebtConversionConvertedInstrumentSharesIssued1,DebtInstrumentCarryingAmount,DebtInstrumentConvertibleBeneficialConversionFeature,DebtInstrumentConvertibleConversionPrice1,DebtInstrumentFaceAmount,DebtInstrumentIncreaseAccruedInterest,DebtInstrumentPeriodicPaymentInterest,DebtInstrumentPeriodicPaymentPrincipal,DebtInstrumentUnamortizedDiscount,DebtInstrumentUnamortizedDiscountCurrent,DebtInstrumentUnamortizedDiscountPremiumNet,DeconsolidationGainOrLossAmount,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsValuationAllowance,DepositLiabilityCurrent,Deposits,DepositsAssets,Depreciation,DepreciationAndAmortization,DerivativeGainLossOnDerivativeNet,DerivativeLiabilities,DerivativeLiabilitiesCurrent,DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,DisposalGroupIncludingDiscontinuedOperationAccountsPayableCurrent,DisposalGroupIncludingDiscontinuedOperationCashAndCashEquivalents,DisposalGroupIncludingDiscontinuedOperationOperatingIncomeLoss,DisposalGroupIncludingDiscontinuedOperationRevenue,DueToRelatedPartiesCurrent,DueToRelatedPartiesCurrentAndNoncurrent,DueToRelatedPartiesNoncurrent,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectOfExchangeRateOnCash,EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsIncludingDisposalGroupAndDiscontinuedOperations,EmbeddedDerivativeFairValueOfEmbeddedDerivativeLiability,EmployeeBenefitsAndShareBasedCompensation,EmployeeRelatedLiabilitiesCurrent,EquityMethodInvestmentOwnershipPercentage,FairValueAssetsMeasuredOnRecurringBasisChangeInUnrealizedGainLoss,FairValueAssumptionsExpectedDividendRate,FairValueAssumptionsExpectedVolatilityRate,FairValueAssumptionsRiskFreeInterestRate,FairValueLiabilitiesMeasuredOnRecurringBasisChangeInUnrealizedGainLoss,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetPeriodIncreaseDecrease,FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityPeriodIncreaseDecrease,FairValueMeasurementWithUnobservableInputsReconciliationsRecurringBasisLiabilityValue,FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationGainLossIncludedInOtherComprehensiveIncomeLoss,GeneralAndAdministrativeExpense,Goodwill,GoodwillPeriodIncreaseDecrease,GrossProfit,IncomeLossFromContinuingOperations,IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,IncomeLossFromDiscontinuedOperationsNetOfTax,IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInDeposits,IncreaseDecreaseInDerivativeLiabilities,IncreaseDecreaseInEmployeeRelatedLiabilities,IncreaseDecreaseInInterestPayableNet,IncreaseDecreaseInInventories,IncreaseDecreaseInOtherCurrentAssets,IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,InterestAndOtherIncome,InterestExpense,InterestExpenseOther,InventoryFinishedGoods,InventoryNet,InventoryRawMaterials,InventoryWorkInProcess,InventoryWriteDown,InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,InvestmentsInAndAdvancesToAffiliatesAtFairValue,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,LitigationSettlementExpense,LongTermDebt,MinorityInterest,MinorityInterestOwnershipPercentageByParent,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NetIncomeLossAttributableToNoncontrollingInterest,NetIncomeLossAvailableToCommonStockholdersBasic,NonoperatingIncomeExpense,NotesPayableCurrent,NotesPayableRelatedPartiesClassifiedCurrent,OperatingExpenses,OperatingIncomeLoss,OperatingLossCarryforwards,OtherAssets,OtherAssetsNoncurrent,OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodTax,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,OtherIncome,OtherNonoperatingIncomeExpense,OtherReceivablesNetCurrent,PaymentsToAcquireInterestInJointVenture,PaymentsToAcquirePropertyPlantAndEquipment,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpenseAndOtherAssetsCurrent,PriorPeriodReclassificationAdjustment,ProceedsFromIssuanceOfCommonStock,ProceedsFromPaymentsToMinorityShareholders,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfRelatedPartyDebt,ProfitLoss,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,ReceivablesNetCurrent,ResearchAndDevelopmentExpense,RetainedEarningsAccumulatedDeficit,RevenueFromContractWithCustomerExcludingAssessedTax,Revenues,ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,SharesIssued,SharesIssuedPricePerShare,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockIssuedDuringPeriodSharesConversionOfConvertibleSecurities,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodValueAcquisitions,StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueOther,StockIssuedDuringPeriodValueTreasuryStockReissued,UnsecuredDebt,UnsecuredDebtCurrent,ValuationAllowanceDeferredTaxAssetChangeInAmount,WeightedAverageNumberOfShareOutstandingBasicAndDiluted
2018-03-31,2018-05-18,10-Q,Kibush Capital Corp.,DLCR,CIK0001614466,USD,,1041306.0,,56469.0,,9455517.0,,,,,,174454.0,11074.0,0.9,2652.0,,,2652.0,,,,0.001,500000000.0,323354541.0,323354541.0,323355.0,,,96627.0,96627.0,47608.0,,139000.0,139000000.0,,,0.001,96627.0,,,,,,,,,,,,,,,278066.0,,895770.0,,,,,,1564736.0,1661363.0,,0.0,,,,,,,,,,,,,,,,895770.0,,112851.0,,,-29524.0,,,97786.0,,,,,,,,,,,,,,,,,37905.0,,,,,,,,174454.0,3598439.0,,,,-89483.0,,,,,105431.0,-7645.0,,240161.0,,,112851.0,-142375.0,,,42395.0,,,,,,,,,,0.001,50000000.0,23000000.0,23000000.0,23000.0,,,,,,,97786.0,177454.0,120985.0,,,-13136374.0,18084.0,18084.0,,,,-3334502.0,-3423985.0,,,,54300.0,,,,,,,186657041.0
2018-06-30,2018-08-20,10-Q,Kibush Capital Corp.,DLCR,CIK0001614466,USD,,1125701.0,,60653.0,,9347517.0,,,,,,180216.0,16739.0,0.9,8357.0,,,8357.0,,,,0.001,500000000.0,466354541.0,466354541.0,443355.0,,,91166.0,91166.0,37636.0,,120000.0,120000000.0,,,0.001,91166.0,,,,,,,,,,,,,,,116396.0,,779374.0,,,,,,1655640.0,1746806.0,,0.0,,,,,,,,,,,,,,,,779374.0,,122863.0,,,-24778.0,,,-59680.0,,,,,,,,,,,,,,,,,28435.0,,,,,,,,180216.0,3651881.0,,,,-97826.0,,,,,51337.0,-8343.0,,87961.0,,,122863.0,-147641.0,13187711.0,,46677.0,,,,,,,,,,0.001,50000000.0,23000000.0,23000000.0,23000.0,,,,,,,-59680.0,177454.0,116800.0,,,-13187711.0,12858.0,12858.0,,,,-3373839.0,-3471665.0,,,,12000.0,,,,,,,186657041.0
2018-09-30,2019-02-11,10-K,Kibush Capital Corp.,DLCR,CIK0001614466,USD,,611899.0,,64842.0,,9842517.0,145000.0,350000.0,,,,170718.0,7935.0,0.9,2155.0,,,2155.0,,3629.0,,0.001,975000000.0,975000000.0,975000000.0,443355.0,,,91166.0,91166.0,163001.0,,,,91166.0,,,91166.0,,,,,,,,,,,,,16618.0,16618.0,606150.0,,726871.0,,,,,,1737566.0,1828732.0,,0.0,0.15,-30228.0,,-30228.0,,,,,606150.0,,,,,-1212300.0,,726871.0,,393910.0,,,-81959.0,,,14201.0,,,,0.0,,-19922.0,149225.0,,606150.0,,116080.0,,,,,,116080.0,,,,,0.0,,,170718.0,3167502.0,,,91166.0,-105929.0,,288468.0,-3153.0,-258716.0,45589.0,-31388.0,,490070.0,,,393910.0,-475869.0,13199727.0,,50171.0,,,,,,,,,3153.0,0.001,50000000.0,23000000.0,23000000.0,23000.0,,,,,288468.0,288468.0,14201.0,177454.0,112612.0,5780.0,,-13199727.0,81042.0,81042.0,,,,-2890855.0,-2996784.0,,,,319339.0,,,,,,-6838.0,233177226.0
2018-12-31,2019-02-22,10-Q,Kibush Capital Corp.,DLCR,CIK0001614466,USD,,692705.0,,68284.0,,9842517.0,,,,,,179955.0,20989.0,0.9,2112.0,,,2112.0,-43.0,-43.0,,0.001,500000000.0,443354541.0,443354541.0,443355.0,,,91166.0,91166.0,42509.0,,,,,,,91166.0,,,,,,,,,,,,,3442.0,3442.0,22100.0,,704771.0,,,,,,1784587.0,1875753.0,,0.0,0.15,,,-1.0,,,,,22100.0,,,,,-44200.0,,704771.0,,100904.0,,,-7658.0,,,-96491.0,,,,,,13096.0,62500.0,,22100.0,,25345.0,,,,,,25345.0,,,,,0.0,,,179955.0,3273229.0,,,,-108994.0,,37292.0,,-37334.0,93425.0,-3066.0,,3245.0,,,100904.0,-93246.0,13293152.0,,49796.0,,,,,,,,,,0.001,50000000.0,23000000.0,23000000.0,23000.0,,,,,37293.0,37293.0,-96491.0,177454.0,109170.0,18877.0,,-13293152.0,50167.0,,,,,-2984280.0,-3093274.0,,,,,,,,,,,233177226.0
2019-03-31,2019-05-14,10-Q,Kibush Capital Corp.,DLCR,CIK0001614466,USD,,778221.0,,71503.0,,9842517.0,,,,,,177725.0,19454.0,0.9,2201.0,,,2201.0,,,,0.001,975000000.0,443354541.0,443354541.0,443355.0,,,91166.0,91166.0,42365.0,,,,,,,91166.0,,,,,,,,,,,,,,,1332.0,,703439.0,,,,,,1857029.0,1948195.0,,0.0,,,,,,,,,,,,,,,,703439.0,,127778.0,,,-7617.0,,,-158856.0,,,,,,,,,,,,,,,,,24793.0,,,,,,,,177725.0,3429855.0,,,,-115905.0,,,,,151946.0,-6910.0,,23461.0,,,127778.0,-135395.0,13445097.0,,52320.0,,,,,,,,,,0.001,50000000.0,23000000.0,23000000.0,23000.0,,,,,,,-158856.0,177454.0,105951.0,17253.0,,-13445097.0,34748.0,,,,,-3136225.0,-3252130.0,,,,,,,,,,,233177226.0
2019-06-30,2019-08-23,10-Q,Kibush Capital Corp.,DLCR,CIK0001614466,USD,,862278.0,,71531.0,,9842517.0,,,,,,178215.0,20325.0,0.9,2994.0,,,2994.0,,,,0.001,975000000.0,975000000.0,975000000.0,443355.0,,,,91166.0,24727.0,,,,91166.0,,,,,,,,,,,,,,,,,,-11797.0,,715236.0,,,,,,1902837.0,1994003.0,,0.0,,,,,,,,,,,,,,,,715236.0,,132712.0,,,30845.0,,,-141172.0,,,,,,,,,,,,,,,,,27508.0,,,,,,,,178215.0,3571517.0,,,91166.0,-119701.0,,,,,137376.0,-3797.0,,-39305.0,,,132712.0,-101867.0,13582473.0,,51967.0,,,,,,,,,,0.001,50000000.0,23000000.0,23000000.0,23000.0,,,,,,,-141172.0,177454.0,105923.0,17331.0,,-13582473.0,55572.0,,,,,-3273601.0,-3393302.0,,,,,,,,,,,233177226.0
2019-09-30,2020-03-16,10-K,Kibush Capital Corp.,DLCR,CIK0001614466,USD,,960249.0,,74786.0,,9842517.0,,,,,,196380.0,70259.0,0.9,2224.0,,,2223.0,,69.0,,0.001,975000000.0,,,443355.0,,,91166.0,91166.0,122899.0,,,,91166.0,,,,,,,,,,,,,,,,,13082.0,-1209.0,,728080.0,,,,,,1956986.0,2048152.0,,0.0,0.15,,,-31988.0,,,2392.0,,-1209.0,,,,,2418.0,,728080.0,,499818.0,,,55869.0,,,-525710.0,,,,0.0,,10958.0,260127.0,,-1209.0,2392.0,100552.0,,,,,,100552.0,,,,,0.0,,,196380.0,3738873.0,,,,-122996.0,,217749.0,-23453.0,-162239.0,-528643.0,-17067.0,,-101761.0,,,499818.0,-443949.0,13728369.0,,52106.0,,,,,,,,,23453.0,0.001,50000000.0,23000000.0,23000000.0,23000.0,,,,,217749.0,,-545710.0,200907.0,126121.0,15929.0,,-13728369.0,178768.0,,,,,-3419497.0,-3542493.0,,,,,,,,,,,233177271.0
2019-12-31,2020-03-30,10-Q,Kibush Capital Corp.,DLCR,CIK0001614466,USD,,1041072.0,,77480.0,,9842518.0,1.0,,,,,190891.0,2699.0,0.9,2699.0,,,2669.0,,674.0,,0.001,975000000.0,,,443355.0,,,,91166.0,30784.0,,,,91166.0,,,,,,,,,,,,,,,,,2695.0,-63467.0,,791547.0,,,,,,2046039.0,2137205.0,,0.0,0.15,,,-228.0,,,2392.0,,63467.0,,,,,,,791547.0,,158513.0,,,8492.0,,,-238833.0,,,,,,15929.0,62500.0,,-1209.0,,25345.0,,,,,,25345.0,,,,,0.0,,,190891.0,3972216.0,,,,-131668.0,,95953.0,-3195.0,-92082.0,-230162.0,-8671.0,,-88812.0,,,158513.0,-150021.0,13958531.0,,61571.0,,,228.0,,,,,,3195.0,0.001,50000000.0,23000000.0,23000000.0,23000.0,,,,,95953.0,,-238833.0,204102.0,126621.0,,,-13958531.0,39276.0,,,,,-3649658.0,-3781326.0,,,,,,,,,,,233177226.0
2020-03-31,2020-06-16,10-Q,Kibush Capital Corp.,DLCR,CIK0001614466,USD,,372323.0,,80473.0,,10092518.0,,,,,,200757.0,4253.0,0.9,4253.0,,,4253.0,,,,0.001,2000000000.0,,,443355.0,707908.0,,,9000.0,20133.0,,,,9000.0,,,,,,,,,,,,,,,,,,58771.0,,10044.0,,,,,,2631310.0,2640310.0,,0.0,,,,,,,2392.0,,,,,,,,,10044.0,,46633.0,,,14048.0,,,705514.0,,,,,,,,,,,,,,,,,43404.0,,,,,,,,200757.0,3025069.0,,,,-134062.0,,,,,707908.0,-2394.0,,738099.0,,,46633.0,-32585.0,13250623.0,,62383.0,,0.0,,,722732.0,,,,,0.001,50000000.0,45000000.0,45000000.0,24500.0,,,,,,,705514.0,214594.0,134121.0,,,-13250623.0,34181.0,,,,,-2690250.0,-2824312.0,,,,,1500.0,,,,,,233177226.0
2020-06-30,2020-08-28,10-Q,Kibush Capital Corp.,DLCR,CIK0001614466,USD,,421727.0,,83660.0,,10092518.0,,,,,,204976.0,3538.0,0.9,2297.0,,,2669.0,,,,0.001,2000000000.0,,,443355.0,-122148.0,,,9000.0,18665.0,,,,9000.0,,,,,,,,,,,,,,,,,,-328.0,,10372.0,,,,,,2714197.0,2723197.0,,0.0,,,,,,,2392.0,,,,,,,,,10372.0,,105303.0,,,20635.0,,,-128400.0,,,,,,,,,,,,,,,,,43404.0,,,,,,,,204976.0,3157688.0,,,,-140313.0,,,,,-122148.0,-6252.0,,-43732.0,,,105303.0,-84668.0,13372771.0,,65254.0,,,,,,,,,,0.001,50000000.0,45000000.0,45000000.0,24500.0,,,,,,,-128400.0,219844.0,136184.0,1241.0,,-13372771.0,39300.0,,,,,-2812398.0,-2952711.0,,,,,,,,,,,233177226.0
2020-09-30,2021-08-31,10-K,Kibush Capital Corp.,DLCR,CIK0001614466,USD,,472785.0,,97280.0,,10092518.0,,250000.0,,,127820.0,69731.0,69731.0,,1448.0,,,54496.0,,-775.0,,0.001,2000000000.0,687087104.0,687087104.0,443355.0,,3099.0,,,123247.0,,,,,,,1358692.0,,,,,,,,,,,,,,21823.0,,,,,,,,,2770739.0,2770739.0,,0.0,0.15,,,-4013.0,,,2392.0,,,,,,,-728080.0,,0.0,,504048.0,,,27595.0,,,114808.0,,,,0.0,,,91891.0,,0.0,,145820.0,,,,,,145820.0,,,,,,,,69731.0,3245916.0,,,,-159441.0,,201712.0,0.0,-198474.0,151252.0,-36445.0,,591260.0,,,504048.0,-473453.0,13577116.0,,,,,,,737080.0,,,,0.0,0.001,50000000.0,38000000.0,38000000.0,24500.0,,,,,201712.0,,114808.0,225100.0,0.0,1241.0,,-13577116.0,150842.0,,,,,-3016743.0,-3176184.0,,14999899.0,,,1500.0,1500.0,,1412046.0,,,240677271.0
2020-12-31,2021-09-23,10-Q,Kibush Capital Corp.,DLCR,CIK0001614466,USD,,521593.0,,97280.0,,10092518.0,,,,,,72315.0,72315.0,,1794.0,,,1794.0,,346.0,,0.001,2000000000.0,443354441.0,443354441.0,443355.0,-113089.0,,,,7413.0,,,,,,,,,,,,,,,,,,,,,,,,728080.0,,,,,,2844100.0,2844100.0,,0.0,0.15,,,,,,2305.0,,,,,,,,,,,90493.0,,,20299.0,,,-113002.0,,,,,,-1241.0,6000.0,,,,42808.0,,3261.0,,,,42808.0,,,,,0.0,,,72315.0,3367998.0,,,,-165852.0,,66569.0,,-66214.0,-106592.0,-6410.0,,-42808.0,,,-90493.0,-70194.0,13690204.0,,,,-6497.0,9.0,,,,219.0,,,0.001,50000000.0,38000000.0,38000000.0,24500.0,,,,,66569.0,,-113002.0,225100.0,0.0,,,-13690204.0,27712.0,,,93732563.0,0.0015,-3129831.0,-3295683.0,,,,,,,,,1485408.0,,240677271.0
2021-03-31,2021-09-23,10-Q,Kibush Capital Corp.,DLCR,CIK0001614466,USD,,569470.0,,,,10136684.0,,,,,,128431.0,128431.0,,54497.0,,,54497.0,,,,0.001,2000000000.0,537087104.0,537087104.0,537087.0,-142061.0,,,,2166.0,,,,,,,,,,,,,,,,,,,,,,,,728080.0,,,,,,2866053.0,2866053.0,,0.0,,,,,,,2316.0,,,,,,,,,,,120103.0,,,21925.0,,,-140055.0,,,,,,,,,,,,,,,,,41877.0,,,,,,,,128431.0,3437839.0,,,,-175413.0,,,,,-130494.0,-9561.0,,,,,,-98178.0,13832266.0,,,,-11567.0,,,,,220.0,,,0.001,50000000.0,38000000.0,38000000.0,24500.0,,,,,,,-109656.0,11790.0,,,,-13832266.0,24091.0,,,93732563.0,0.0015,-3133995.0,-3279009.0,,,,,137898.0,,,,1507361.0,,240677271.0
2021-06-30,2021-09-24,10-Q,Kibush Capital Corp.,DLCR,CIK0001614466,USD,,611813.0,,,,10211084.0,,,,,,120605.0,120605.0,,19055.0,,,19055.0,,,,0.001,2000000000.0,687087104.0,687087104.0,687087.0,-261225.0,80434.0,,,803.0,,,,,,,,,,,,,,,,,,,,,,,728080.0,,,,,,,2844100.0,2844100.0,,0.0,,,,,,,2292.0,,,,,,,,,,,262781.0,,,48352.0,,,-256772.0,,,,,,,,,,,,,,,,,42343.0,,,,,,,,120605.0,3458205.0,,,,-194139.0,,,,,-235006.0,-21766.0,,,,,,-214429.0,14066132.0,,,,-26219.0,,,,,218.0,,,0.001,50000000.0,38000000.0,38000000.0,24500.0,,,,,,,-256772.0,159051.0,,,,-14066132.0,49155.0,,,15000000.0,0.0015,-3143461.0,-3337600.0,,,,,,,,,1485408.0,,240677271.0
