end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsPayableAndOtherAccruedLiabilities,AccountsPayableAndOtherAccruedLiabilitiesCurrent,AccruedLiabilitiesCurrent,AccumulatedOtherComprehensiveIncomeLossNetOfTax,AdditionalPaidInCapital,AdditionalPaidInCapitalCommonStock,Assets,AssetsCurrent,AssetsNet,AssetsNoncurrent,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsAtCarryingValueIncludingDiscontinuedOperations,CashAndCashEquivalentsPeriodIncreaseDecrease,CashPeriodIncreaseDecrease,CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockValue,ComprehensiveIncomeNetOfTax,CostOfGoodsAndServicesSold,CostOfGoodsSold,CustomerDepositsCurrent,DeferredPolicyAcquisitionCostForeignCurrencyTranslationAdjustment,DeferredTaxAssetsNet,DeferredTaxAssetsNetCurrent,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsOperatingLossCarryforwardsSubjectToExpiration,DeferredTaxAssetsValuationAllowance,Deposits,Depreciation,DepreciationAndAmortization,DepreciationExpense,DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTaxPerBasicAndDilutedShare,DueFromAffiliateCurrent,DueFromRelatedPartiesCurrent,DueToAffiliateCurrent,DueToOfficersOrStockholdersCurrent,DueToOfficersOrStockholdersCurrentAndNoncurrent,DueToOtherRelatedPartiesClassifiedCurrent,DueToRelatedPartiesCurrent,DueToRelatedPartiesCurrentAndNoncurrent,EarningsPerShareBasicAndDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,EffectOfExchangeRateOnCashAndCashEquivalents,FinanceLeaseRightOfUseAssetAmortization,GeneralAndAdministrativeExpense,GoodwillAndIntangibleAssetImpairment,GrossProfit,IncomeLossFromContinuingOperations,IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeLossFromDiscontinuedOperationsNetOfTax,IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeTaxesPaid,IncomeTaxesPaidNet,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInAccruedTaxesPayable,IncreaseDecreaseInDeposits,IncreaseDecreaseInDueFromRelatedPartiesCurrent,IncreaseDecreaseInDueToRelatedParties,IncreaseDecreaseInDueToRelatedPartiesCurrent,IncreaseDecreaseInInterestPayableNet,IncreaseDecreaseInOtherAccountsPayable,IncreaseDecreaseInOtherAccruedLiabilities,IncreaseDecreaseInOtherReceivables,IncreaseDecreaseInPrepaidExpense,InterestAndOtherIncome,InterestExpense,InterestExpenseRelatedParty,InterestIncomeOperating,InterestPaid,InterestPaidNet,InterestPayableCurrentAndNoncurrent,InventoryWriteDown,InvestmentIncomeInterest,IssuanceOfStockAndWarrantsForServicesOrClaims,LeaseAndRentalExpense,LesseeOperatingLeaseLiabilityPaymentsDue,LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths,LesseeOperatingLeaseLiabilityPaymentsDueYearTwo,LesseeOperatingLeaseLiabilityUndiscountedExcessAmount,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,MinorityInterest,NetCashProvidedByUsedInContinuingOperations,NetCashProvidedByUsedInDiscontinuedOperations,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NetIncomeLossAttributableToNoncontrollingInterest,NotesPayableCurrent,OperatingCostsAndExpenses,OperatingExpenses,OperatingIncomeLoss,OperatingLeaseCost,OperatingLeaseLiability,OperatingLeaseLiabilityCurrent,OperatingLeaseLiabilityNoncurrent,OperatingLeaseRightOfUseAsset,OperatingLeaseRightOfUseAssetAmortizationExpense,OperatingLeasesFutureMinimumPaymentsDue,OperatingLeasesFutureMinimumPaymentsDueCurrent,OperatingLeasesFutureMinimumPaymentsDueInTwoYears,OperatingLeasesRentExpenseNet,OperatingLossCarryforwards,OtherAccruedLiabilitiesCurrent,OtherAdditionalCapital,OtherAssets,OtherAssetsNoncurrent,OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,OtherComprehensiveIncomeLossTax,OtherComprehensiveIncomeOtherNetOfTax,OtherExpenses,OtherGeneralExpense,OtherIncome,OtherLiabilitiesCurrent,OtherNonoperatingIncome,PaymentsToAcquireMachineryAndEquipment,PaymentsToAcquireOtherInvestments,PaymentsToAcquirePropertyPlantAndEquipment,PrepaidExpenseCurrent,ProceedsFromCollectionOfLoansReceivable,ProceedsFromConvertibleDebt,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOrSaleOfEquity,ProceedsFromOtherDebt,ProceedsFromOtherEquity,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfRelatedPartyDebt,ProceedsFromSaleOfInterestInCorporateUnit,ProceedsFromSalesOfBusinessAffiliateAndProductiveAssets,ProceedsFromShortTermDebt,ProceedsFromSubordinatedShortTermDebt,ProfessionalFees,ProfitLoss,RepaymentsOfRelatedPartyDebt,RepaymentsOfShortTermDebt,RetainedEarningsAccumulatedDeficit,Revenues,SecurityDeposit,SellingGeneralAndAdministrativeExpense,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableAggregateIntrinsicValue,ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestExercisableNumber,StockholdersEquity,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueShareBasedCompensation,StockIssuedDuringPeriodValueStockOptionsExercised,TaxesPayableCurrent,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic
2012-06-30,2012-08-20,10-Q,"AMANASU TECHNO HOLDINGS CORP,",ANSU,CIK0001168663,USD,,,,40790.0,,,1293141.0,9693.0,9693.0,,,9693.0,,,,,,,0.001,100000000.0,46706300.0,46706300.0,46706.0,-25039.0,,0.0,,,,,,,,,,,,-1706679.0,,,,,225835.0,,,,,0.0,,,,,,,0.0,0.0,,,,-25039.0,,,,,,,,,,,,,,,,,3042.0,,,,,,0.0,0.0,,,,,,,,9693.0,366525.0,,,,,,,,,-25039.0,0.0,,21997.0,,-21997.0,,,,,,,,,,,,,10000.0,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,-25039.0,,,,0.0,,21997.0,,,,-356832.0,,,,,,46706300.0,
2012-09-30,2012-11-19,10-Q,"AMANASU TECHNO HOLDINGS CORP,",ANSU,CIK0001168663,USD,,,,46577.0,,,1293141.0,6123.0,6123.0,,,6123.0,,,,,,,0.001,100000000.0,46706300.0,46706300.0,46706.0,-9357.0,,,,,,,,,,,,,,-1716036.0,,,,,225835.0,,,,,,,,,,,,,,,,,-9357.0,,,,,,,,,,,,,,,,,3279.0,,,,,,,,,,,,,,,6123.0,372312.0,,,,,,,,,-9357.0,-9357.0,,6078.0,,-6078.0,,,,,,,,,,,,,10000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9357.0,,,,,,6078.0,,,,-366189.0,,,,,,46706300.0,
2012-12-31,2013-05-22,10-K,"AMANASU TECHNO HOLDINGS CORP,",ANSU,CIK0001168663,USD,,,,31992.0,,1293141.0,1293141.0,3981.0,3981.0,,,3981.0,3981.0,,,,,,0.001,100000000.0,46706300.0,46706300.0,46706.0,-39644.0,,,,,311946.0,,,,311946.0,,,,,1703593.0,,,,,225835.0,,,,,,,,,,,,,,,,,-9388.0,,,0.0,,-19167.0,,,,,,9525.0,,,,,,9525.0,,,,,,,,,,,,,,,3981.0,357727.0,,,,26740.0,26740.0,10000.0,10000.0,-34707.0,,,,,15641.0,-15641.0,,,,,,,,,,,,,10000.0,,,-5244.0,,-69484.0,,,,,,,,,,,,,,,,,,,,10000.0,,,5006.0,-25166.0,,,,,,-15641.0,,,-353746.0,-353746.0,,,,,,46706300.0,
2013-03-31,2013-05-31,10-Q,"AMANASU TECHNO HOLDINGS CORP,",ANSU,CIK0001168663,USD,,,,6265.0,,,1292442.0,3981.0,181.0,,,181.0,,,,-3800.0,,,0.001,,46706300.0,46706300.0,46706.0,-2512.0,,,,,,,,,,,,,,1705406.0,,,,,225835.0,,,,,,,,,,,,,,,,,-2512.0,,,,,,,,,,,-2512.0,,,,,,2512.0,,,,,,,,,,,,,,,3981.0,360239.0,,,,,,-3800.0,-3800.0,,-2512.0,2512.0,,,,,,,,,,,,,,,,,10000.0,,3800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-2512.0,,,,,,,,,,-356258.0,,,,,,46706300.0,
2013-06-30,2013-08-13,10-Q,"AMANASU TECHNO HOLDINGS CORP,",ANSU,CIK0001168663,USD,,,,22154.0,,,1343091.0,48909.0,45109.0,,,45109.0,,,,,,,0.001,100000000.0,46756300.0,46706300.0,46756.0,-4912.0,0.0,0.0,,0.0,,,,,,,,,,1724574.0,0.0,,,,220835.0,,,,,0.0,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,2458.0,,0.0,,,,0.0,0.0,,,,,,,,48909.0,373636.0,,,,,,,,,-4912.0,18469.0,,15961.0,2454.0,-2454.0,,,,,,,,,,,,,10000.0,,3800.0,0.0,,,0.0,,0.0,,,0.0,,,,,,,,,,,,,,,,,,-18469.0,,,,0.0,,2454.0,,,,-324727.0,,,,,,46756300.0,
2013-09-30,2013-11-19,10-Q,"AMANASU TECHNO HOLDINGS CORP,",ANSU,CIK0001168663,USD,,,,6643.0,,,1343091.0,30943.0,5895.0,,,5895.0,5895.0,,,,,,0.001,100000000.0,46756300.0,46706300.0,46756.0,-4912.0,,,,,,,,,,,,,,1729486.0,,,,,220835.0,,,,,,,,,,,,,,,,,-4912.0,,,,,,,,,,,,,,,,,2458.0,,,,,,,,,,,,,,,30943.0,360582.0,,,,,,,,,-4912.0,-4912.0,,2454.0,,-2454.0,,,,,,,,,,,,,10000.0,,25048.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-4912.0,,,,,,2454.0,,,,-329639.0,,,,,,46756300.0,
2013-12-31,2014-03-31,10-K,"AMANASU TECHNO HOLDINGS CORP,",ANSU,CIK0001168663,USD,45709.0,,,45709.0,,1343091.0,1343091.0,25241.0,18441.0,,,18441.0,18441.0,,14460.0,,,,0.001,100000000.0,46756300.0,46756300.0,46756.0,-37457.0,,0.0,,,322524.0,0.0,,,322524.0,,,,,1741050.0,,6800.0,,,320735.0,,,,,0.0,,,,,,,,0.0,,,,,,,,,3783.0,,,,,,9934.0,,,,,,9934.0,,,,,,,0.0,,,,,,,,25241.0,366444.0,,,,45000.0,45000.0,6800.0,-6800.0,-23740.0,-37457.0,,,,,-27523.0,,,,,,,,,,0.0,,,10000.0,6800.0,6800.0,-5244.0,,,,,,0.0,,,,,,,,,,50000.0,,,,,,,,,21794.0,-37457.0,,,,0.0,,-27523.0,,,-341203.0,-341203.0,,,,,,46733834.0,
2014-03-31,2014-05-20,10-Q,"AMANASU TECHNO HOLDINGS CORP,",ANSU,CIK0001168663,USD,,,,47084.0,,,1542891.0,125310.0,111439.0,,,111739.0,,,,92998.0,,,0.001,100000000.0,46956300.0,46956300.0,46956.0,-14021.0,0.0,,,,,,,,,,,,,1755071.0,,,,,233450.0,,,,,0.0,,,,,,,,0.0,,,,,,,,,7240.0,,,,-7071.0,,-5865.0,,,,,,4566.0,,,,,,,,,,,,,,,125310.0,280534.0,,-12646.0,,112715.0,112715.0,-7071.0,-7071.0,-12646.0,-14021.0,14021.0,,9455.0,9455.0,-9455.0,,,,,,,,,,,,,10000.0,,13871.0,,,,,,,,,,,,,,,0.0,200000.0,,,,,,,,,,,-14021.0,87285.0,,,0.0,,9455.0,,,,-155224.0,,,,,,46834078.0,
2014-06-30,2014-08-14,10-Q,"AMANASU TECHNO HOLDINGS CORP,",ANSU,CIK0001168663,USD,,,,32393.0,,,1542891.0,82037.0,68166.0,,,68166.0,,,,,,,0.001,100000000.0,46956300.0,46956300.0,46956.0,-28582.0,0.0,0.0,,,,,,,,,,,,1783653.0,,,,,233450.0,,,,,0.0,,,,,,,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,2597.0,,,,,,0.0,0.0,,,,,,,,82037.0,265843.0,,,,,,,,,-28582.0,28582.0,,25985.0,25985.0,-25985.0,,,,,,,,,,,,,10000.0,13871.0,13871.0,0.0,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,-28582.0,,,,0.0,,25985.0,,,,-183806.0,,,,,,46956300.0,
2014-09-30,2014-11-19,10-Q,"AMANASU TECHNO HOLDINGS CORP,",ANSU,CIK0001168663,USD,42865.0,,,,,1542891.0,,61287.0,47416.0,,,47416.0,47416.0,,,,,,0.001,100000000.0,46956300.0,46956300.0,46956.0,-31322.0,0.0,,,0.0,,,,,,,,,,1814875.0,0.0,13871.0,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,2597.0,,0.0,,,,,,,,,,,,,61287.0,276315.0,,,,,,,,,-31322.0,,,,28725.0,-28725.0,,,,,,,,,,,,,,13871.0,,,,,,2597.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,28725.0,,,,-215028.0,,,,,,46956300.0,
