end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableCurrent,AccountsPayableRelatedPartiesCurrent,AccountsReceivableNetCurrent,AccountsReceivableRelatedPartiesCurrent,AccruedLiabilitiesCurrent,AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,AdditionalPaidInCapital,AllowanceForDoubtfulAccountsReceivableCurrent,AllowanceForDoubtfulAccountsReceivableWriteOffs,AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,Assets,AssetsCurrent,AssetsNoncurrent,CapitalExpendituresIncurredButNotYetPaid,Cash,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,CashEquivalentsAtCarryingValue,CashFDICInsuredAmount,CashPeriodIncreaseDecrease,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockSharesSubscribedButUnissued,CommonStockValue,ConcentrationRiskPercentage1,ContractWithCustomerLiabilityCurrent,CostOfRevenue,CostsAndExpensesRelatedParty,DebtConversionConvertedInstrumentAmount1,DebtInstrumentPeriodicPayment,DeferredCostsCurrent,DeferredFederalIncomeTaxExpenseBenefit,DeferredIncomeTaxLiabilities,DeferredTaxAssetsGross,DeferredTaxAssetsLiabilitiesNet,DeferredTaxAssetsNet,DeferredTaxAssetsOperatingLossCarryforwards,DeferredTaxAssetsOperatingLossCarryforwardsNotSubjectToExpiration,DeferredTaxAssetsOperatingLossCarryforwardsSubjectToExpiration,DeferredTaxAssetsTaxDeferredExpense,DeferredTaxAssetsTaxDeferredExpenseOther,DeferredTaxAssetsValuationAllowance,DeferredTaxLiabilitiesPropertyPlantAndEquipment,DepositsAssetsNoncurrent,Depreciation,DepreciationAndAmortization,DepreciationDepletionAndAmortization,DirectFinancingLeaseLeaseReceivable,DirectFinancingLeaseNetInvestmentInLease,DueFromOtherRelatedPartiesCurrent,DueFromOtherRelatedPartiesNoncurrent,DueToRelatedPartiesCurrent,DueToRelatedPartiesNoncurrent,EarningsPerShareBasic,EarningsPerShareBasicAndDiluted,EarningsPerShareDiluted,EffectiveIncomeTaxRateContinuingOperations,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,FederalIncomeTaxExpenseBenefitContinuingOperations,FutureMinimumSubleaseRentalsSaleLeasebackTransactions,FutureMinimumSubleaseRentalsSaleLeasebackTransactionsWithinOneYear,FutureMinimumSubleaseRentalsSaleLeasebackTransactionsWithinThreeYears,FutureMinimumSubleaseRentalsSaleLeasebackTransactionsWithinTwoYears,GainLossOnDispositionOfAssets,GainLossOnSaleOfOtherAssets,GainLossOnSaleOfPropertyPlantEquipment,GeneralAndAdministrativeExpense,GrossProfit,ImpairmentOfLongLivedAssetsHeldForUse,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,IncomeTaxExpenseBenefit,IncomeTaxesPaid,IncomeTaxesPaidNet,IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,IncreaseDecreaseInAccountsPayable,IncreaseDecreaseInAccountsPayableRelatedParties,IncreaseDecreaseInAccountsReceivable,IncreaseDecreaseInAccruedInterestReceivableNet,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInContractWithCustomerLiability,IncreaseDecreaseInDepositOtherAssets,IncreaseDecreaseInDueToRelatedParties,IncreaseDecreaseInInterestAndDividendsReceivable,IncreaseDecreaseInInterestPayableNet,IncreaseDecreaseInInventories,IncreaseDecreaseInNotesReceivables,IncreaseDecreaseInOtherAccountsPayable,IncreaseDecreaseInOtherAccruedLiabilities,IncreaseDecreaseInOtherReceivables,InterestExpense,InterestExpenseOther,InterestExpenseRelatedParty,InterestIncomeExpenseNet,InterestIncomeOperating,InterestIncomeRelatedParty,InterestPaid,InterestPaidNet,InterestPayableCurrent,InterestReceivableCurrent,InventoryNet,LesseeFinanceLeaseDiscountRate,Liabilities,LiabilitiesAndStockholdersEquity,LiabilitiesCurrent,LiabilitiesNoncurrent,LineOfCredit,LinesOfCreditCurrent,LongTermLineOfCredit,LongTermNotesPayable,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NonoperatingIncomeExpense,NotesPayableCurrent,NotesPayableRelatedPartiesClassifiedCurrent,NotesPayableRelatedPartiesNoncurrent,NotesReceivableRelatedPartiesCurrent,NotesReceivableRelatedPartiesNoncurrent,OperatingCostsAndExpenses,OperatingExpenses,OperatingIncomeLoss,OperatingLossCarryforwards,OtherAssets,OtherCostAndExpenseOperating,OtherNoncashExpense,OtherOperatingIncome,PaymentsToAcquireProductiveAssets,PaymentsToAcquirePropertyPlantAndEquipment,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,PrepaidExpenseCurrent,PrepaidExpenseNoncurrent,PresentValueOfFutureMinimumLeasePaymentsSaleLeasebackTransactions,ProceedsFromCollectionOfNotesReceivable,ProceedsFromIssuanceOfCommonStock,ProceedsFromLeasePayments,ProceedsFromLinesOfCredit,ProceedsFromRelatedPartyDebt,ProceedsFromRepaymentsOfRelatedPartyDebt,ProceedsFromSaleOfPropertyPlantAndEquipment,ProfessionalAndContractServicesExpense,ProfessionalFees,PropertyPlantAndEquipmentAdditions,PropertyPlantAndEquipmentGross,PropertyPlantAndEquipmentNet,ProvisionForDoubtfulAccounts,RepaymentsOfDebt,RepaymentsOfLinesOfCredit,RepaymentsOfRelatedPartyDebt,RetainedEarningsAccumulatedDeficit,RevenueFromContractWithCustomerExcludingAssessedTax,RevenueFromRelatedParties,Revenues,SalariesAndWages,SalesRevenueServicesGross,ShareBasedCompensation,StockholdersEquity,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodValueIssuedForServices,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValuePurchaseOfAssets,UnrecognizedTaxBenefits,ValuationAllowanceDeferredTaxAssetChangeInAmount,WeightedAverageNumberOfDilutedSharesOutstanding,WeightedAverageNumberOfShareOutstandingBasicAndDiluted,WeightedAverageNumberOfSharesOutstandingBasic
2018-12-31,2019-04-11,10-K,"RC-1, Inc.",RCCC,CIK0001665598,USD,56792.0,90264.0,,,,17487.0,2865024.0,,,0.0,154122.0,110596.0,43526.0,,50596.0,,,,-9746.0,0.001,190000000.0,13929581.0,13929581.0,0.0,13930.0,,,,,,,,-72769.0,20893.0,213009.0,0.0,192116.0,99838.0,,,88255.0,24916.0,192116.0,20893.0,,11653.0,,,,,,,68014.0,300.0,,-0.01,,0.0,0.34,-0.34,0.0,,,,,0.0,,0.0,155750.0,,0.0,-142128.0,0.0,,0.0,72769.0,,17713.0,,0.0,,,,,11081.0,-4145.0,7500.0,,-75000.0,,59800.0,,7500.0,,11081.0,,,4917.0,,0.0,37418.0,0.0,,,446604.0,154122.0,446304.0,300.0,75000.0,75000.0,0.0,,-103497.0,,-11013.0,104764.0,,-142128.0,-13664.0,,,,0.0,0.0,,291964.0,-128464.0,1668875.0,,10274.0,60000.0,,,11013.0,0.001,10000000.0,0.0,0.0,0.0,60000.0,0.0,,,,,,166683.0,,,66533.0,59407.0,,61013.0,43526.0,,,,270180.0,-3291436.0,,,163500.0,,,,-292482.0,,,,,0.0,-71769.0,,13929581.0,
2019-03-31,2019-05-20,10-Q,"RC-1, Inc.",RCCC,CIK0001665598,USD,55918.0,117214.0,,,,20538.0,2877562.0,,,0.0,135827.0,95352.0,40475.0,,50352.0,,,,-244.0,0.001,190000000.0,13929581.0,13929581.0,,1392.0,,,,15000.0,,,,,,,,,,,,,,,,,3051.0,,,,,,,49152.0,300.0,,0.0,,,,,,,,,,,,,18051.0,,,-27730.0,0.0,,0.0,,,-874.0,26950.0,,0.0,26950.0,,,346.0,0.0,1875.0,,,,,0.0,1875.0,,347.0,,,0.0,,0.0,39293.0,,,,576039.0,135827.0,575739.0,300.0,,75000.0,,,-18862.0,,0.0,18618.0,,-27730.0,-2222.0,,,,,,,50176.0,-25508.0,,,,15000.0,,,0.0,0.001,10000000.0,0.0,0.0,0.0,45000.0,,,0.0,,,,56000.0,0.0,,15000.0,17125.0,,61013.0,40475.0,,,,74862.0,-3319166.0,,,24668.0,,,,-320212.0,,,,,,,,13929581.0,
2019-06-30,2019-08-19,10-Q,"RC-1, Inc.",RCCC,CIK0001665598,USD,44668.0,120000.0,,,,2754.0,2877562.0,,,,127774.0,95163.0,32611.0,,39515.0,,,,,0.001,190000000.0,13929581.0,13929581.0,,1392.0,,,,15000.0,,,,,,,,,,,,,,,,,2216.0,,,,,,,45138.0,600.0,,0.0,,,,,,,,,,,20000.0,,22231.0,,,2030.0,0.0,,,,,,,,,,,,,,,,,,,,1875.0,,219.0,,,0.0,,,41168.0,,,,565955.0,127774.0,565355.0,600.0,,75000.0,,,,,,,,2030.0,17906.0,,,,25648.0,24352.0,,43656.0,-15876.0,,,,,,,,0.001,10000000.0,0.0,0.0,0.0,30000.0,,,,,,,,,,15000.0,6425.0,,11013.0,8259.0,,,,,-3317135.0,,,27780.0,,,,-318182.0,,,,,,,,13929581.0,
2019-09-30,2019-11-13,10-Q,"RC-1, Inc.",RCCC,CIK0001665598,USD,37467.0,146858.0,,,,3305.0,2865024.0,,,,112768.0,94993.0,17775.0,,40060.0,,,,,0.001,190000000.0,13929581.0,13929581.0,,13930.0,,,,15000.0,,,,,,,,,,,,,,,,,551.0,,,,,,,11945.0,600.0,0.0,0.0,0.0,,,,,,,,,,0.0,,16506.0,,,-3414.0,0.0,,,,,,,,,,,,,,,,,,,,1875.0,,69.0,,,0.0,,,43043.0,,,,554363.0,112768.0,553763.0,600.0,,75000.0,,,,,,,,-3414.0,-1944.0,,,,39933.0,10067.0,,37306.0,-1470.0,,,,,,,,0.001,10000000.0,0.0,0.0,0.0,15000.0,,,,,,,,,,15000.0,5800.0,,11013.0,7708.0,,,,,-3320549.0,35836.0,,35836.0,,,,-321596.0,,,,,,,13929581.0,13929581.0,13929581.0
2019-12-31,2020-04-14,10-K,"RC-1, Inc.",RCCC,CIK0001665598,USD,29668.0,161601.0,,,,3856.0,2865024.0,,,800000.0,108155.0,100998.0,7157.0,,0.0,-490.0,,,-490.0,0.001,250000000.0,13929581.0,13929581.0,,13930.0,,,,,,,,-81282.0,116.0,110950.0,0.0,110834.0,51925.0,87593.0,1500000.0,33936.0,25089.0,110834.0,116.0,,6369.0,,6369.0,,,,0.0,18964.0,0.0,,0.0,,0.0,0.21,-0.21,0.0,,,,,20000.0,,20000.0,73679.0,,0.0,-48985.0,0.0,,0.0,81282.0,,-27124.0,71337.0,,,,,,655.0,892.0,7500.0,,0.0,-27124.0,71337.0,0.0,7500.0,7500.0,656.0,,,892.0,,0.0,44918.0,892.0,,,449622.0,108155.0,449622.0,0.0,,75000.0,0.0,0.0,-49350.0,,0.0,48860.0,,-48985.0,12736.0,,0.0,0.0,50000.0,,,172229.0,-61721.0,1587593.0,,0.0,60000.0,,,0.0,0.001,10000000.0,0.0,0.0,0.0,0.0,,,0.0,,,215000.0,0.0,,,60000.0,38550.0,,11013.0,7157.0,,,264350.0,0.0,-3340421.0,,,110508.0,,,,25.0,,,,,0.0,110834.0,,13929581.0,
2020-03-31,2020-05-15,10-Q,"RC-1, Inc.",RCCC,CIK0001665598,USD,47867.0,176335.0,,,,4407.0,2895024.0,,,0.0,389815.0,249812.0,140003.0,,0.0,0.0,,,-516.0,0.001,190000000.0,13929581.0,13929581.0,,13930.0,,,0.0,,,,37652.0,,,,,,,,,,,,,,0.0,,,133397.0,287223.0,,133397.0,5897.0,,,0.0,,,,,,324875.0,141250.0,14125.0,169500.0,,,,0.0,0.0,,0.0,0.0,,0.0,,,0.0,18199.0,0.0,,0.0,0.0,0.0,4808.0,3144.0,1875.0,0.0,,,,-12777.0,1875.0,,4808.0,0.0,4852.0,4852.0,,0.0,46793.0,4036.0,,,763671.0,389815.0,617961.0,145710.0,,75000.0,,145710.0,0.0,,0.0,0.0,,0.0,0.0,,141790.0,,42360.0,,,0.0,0.0,,,,0.0,,,300000.0,0.001,10000000.0,0.0,0.0,0.0,,,,7640.0,0.0,,,279061.0,287500.0,,15000.0,0.0,300000.0,11013.0,6606.0,,0.0,,292128.0,-3372810.0,,,0.0,0.0,,0.0,25.0,,,,,,,,80000000.0,
2020-06-30,2020-08-14,10-Q,"RC-1, Inc.",RCCC,CIK0001665598,USD,38217.0,170799.0,,,,4958.0,2895024.0,,,,341373.0,240247.0,101126.0,,44503.0,,,,,0.001,190000000.0,13929581.0,13929581.0,,13930.0,,,,,,,28939.0,,,,,,,,,,,,,,551.0,,,95071.0,,,95071.0,50835.0,,,0.0,,,,,,282710.0,98875.0,14125.0,169500.0,,0.0,,581.0,,,-5708.0,0.0,,,,,,,,,,,,,,,,,,,,1875.0,,6209.0,,,8475.0,,,48668.0,2669.0,,,720937.0,341373.0,613400.0,107537.0,,75000.0,,,,,,,,-5708.0,391.0,,146086.0,107537.0,34375.0,,,26931.0,-6099.0,,,,,,,,0.001,10000000.0,0.0,0.0,0.0,,,300063.0,,,,,,,,15000.0,11350.0,,11013.0,6055.0,,,,,-3378518.0,,,,,,,-379564.0,0.0,,,,,,,13929581.0,
2020-09-30,2020-11-17,10-Q,"RC-1, Inc.",RCCC,CIK0001665598,USD,39417.0,136799.0,,,,5508.0,2895024.0,,,600000.0,67455.0,61950.0,5505.0,,45064.0,,,,,0.001,190000000.0,13929581.0,13929581.0,,13930.0,,,,,,,,,,,,,,,,,,,,,550.0,,,,,,,45188.0,,0.0,,0.0,,,,,,,,,,0.0,,3791.0,,,16365.0,0.0,,,,,,,,,,,,,,,,,,,,1875.0,,5543.0,,,3488.0,,,50543.0,0.0,,0.12,430654.0,67455.0,430654.0,,,75000.0,,,,,,,,16365.0,-3930.0,,,,16886.0,,,29841.0,20295.0,,,,,,,,0.001,10000000.0,0.0,0.0,0.0,,,300063.0,,,,,,,,16350.0,9700.0,,11013.0,5505.0,,,,,-3362153.0,50136.0,,,,,,-363199.0,0.0,,,,,,14529581.0,,13929581.0
2020-12-31,2021-04-15,10-K,"RC-1, Inc.",RCCC,CIK0001665598,USD,92206.0,103337.0,19689.0,,38261.0,4787.0,-71642.0,5047.0,,600000.0,91434.0,60320.0,4954.0,,21501.0,4969.0,0.0,0.0,,0.001,250000000.0,80000000.0,80000000.0,,80000.0,,0.0,,,,14125.0,,-141080.0,0.0,251914.0,0.0,251914.0,143260.0,,1500000.0,91101.0,17553.0,251914.0,0.0,0.0,3203.0,,2203.0,,,,,55600.0,,,0.0,,0.0,0.21,-0.21,0.0,,,,,0.0,,0.0,10795.0,,0.0,-15301.0,0.0,,0.0,141080.0,,,-58264.0,,,,,,,-892.0,7500.0,,,17017.0,,-300000.0,7500.0,7500.0,16610.0,,,16836.0,,52324.0,52418.0,0.0,19130.0,0.12,252096.0,91434.0,231235.0,20861.0,,75000.0,0.0,20861.0,36636.0,,-250000.0,218333.0,,-15301.0,-7274.0,5277.0,95491.0,,0.0,,,138662.0,-7476.0,1695980.0,0.0,,0.0,,,300000.0,0.001,10000000.0,0.0,0.0,0.0,,,300063.0,50000.0,,245811.0,466246.0,287500.0,,,61350.0,66517.0,300000.0,35901.0,31114.0,,,429610.0,287500.0,-169020.0,,,130635.0,,,,-160662.0,,,,,0.0,141080.0,,13929581.0,
2021-03-31,2021-06-04,10-Q,"RC-1, Inc.",RCCC,CIK0001665598,USD,48060.0,,48703.0,,56741.0,6582.0,496076.0,0.0,,,396944.0,364125.0,,,241750.0,220249.0,0.0,0.0,,0.001,250000000.0,95789474.0,95789474.0,,95789.0,,41718.0,33306.0,,,,,,,,,,,,,,,,,3500.0,1795.0,,,,,,,,,,0.0,,,,,,,,,,,,,112041.0,28548.0,,-290652.0,0.0,,0.0,,,-44146.0,,29014.0,,18481.0,41718.0,3500.0,,,,54542.0,,,,,,,,554.0,,,,554.0,,,73672.0,,264651.0,396944.0,247287.0,17364.0,,,,17364.0,546503.0,,0.0,-326254.0,,-290652.0,554.0,5277.0,95491.0,,,,,318646.0,-290098.0,,3500.0,,,,,,0.001,10000000.0,100000.0,100000.0,100.0,,,,,550000.0,,,,,,,76104.0,,35901.0,29319.0,,3497.0,,,-459672.0,,,61854.0,128706.0,,33606.0,132293.0,,,550000.0,,,,,90536550.0,
