end,filed,form,Name,Ticker,CIK,Currency,AccountsReceivableRelatedParties,AccruedInvestmentIncomeReceivable,AccruedProfessionalFeesCurrentAndNoncurrent,AssetManagementCosts,Assets,Cash,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsFairValueDisclosure,CashAndCashEquivalentsPeriodIncreaseDecrease,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,CommissionsPayableToBrokerDealersAndClearingOrganizations,CommitmentsAndContingencies,CommodityContractAssetCurrent,DebtInstrumentCollateralAmount,DebtInstrumentInterestRateStatedPercentage,DerivativeGainLossOnDerivativeNet,DerivativeInstrumentsGainLossRecognizedInIncomeNet,DividendIncomeOperating,DividendsReceivable,DueFromOfficersOrStockholders,DueToCorrespondentBrokers,DueToOfficersOrStockholdersCurrentAndNoncurrent,FloorBrokerageExchangeAndClearanceFees,GainLossOnInvestments,GainLossOnSaleOfInvestments,GeneralPartnersCapitalAccount,IncreaseDecreaseDueFromOfficersAndStockholders,IncreaseDecreaseInAccountsAndOtherReceivables,IncreaseDecreaseInAccountsReceivableRelatedParties,IncreaseDecreaseInAccruedInterestReceivableNet,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInDividendsReceivable,IncreaseDecreaseInDueToOfficersAndStockholders,IncreaseDecreaseInFinancialInstrumentsUsedInOperatingActivities,IncreaseDecreaseInInterestPayableNet,IncreaseDecreaseInOtherOperatingAssets,IncreaseDecreaseInOtherOperatingLiabilities,IncreaseDecreaseInPayablesToBrokerDealers,IncreaseDecreaseInPrepaidInsurance,IncreaseDecreaseInTradingLiabilities,InterestIncomeOperating,InterestReceivable,InvestmentCompanyRegistrationExpense,InvestmentOwnedBalanceContracts,InvestmentOwnedUnderlyingFaceAmountAtMarketValue,Liabilities,LiabilitiesAndStockholdersEquity,LimitedPartnersCapitalAccount,LimitedPartnersCapitalAccountUnitsAuthorized,LimitedPartnersCapitalAccountUnitsIssued,LimitedPartnersCapitalAccountUnitsOutstanding,LitigationSettlementInterest,LossContingencyDamagesAwardedValue,LossContingencyDamagesPaidValue,ManagementFeeExpense,ManagementFeePayable,MoneyMarketFundsAtCarryingValue,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,NetIncomeLoss,NetIncomeLossNetOfTaxPerOutstandingLimitedPartnershipUnitDiluted,NetIncomeLossPerOutstandingLimitedPartnershipUnit,NetIncomeLossPerOutstandingLimitedPartnershipUnit,NetIncomeLossPerOutstandingLimitedPartnershipUnit,NetIncomeLossPerOutstandingLimitedPartnershipUnit,NetIncomeLossPerOutstandingLimitedPartnershipUnitBasicNetOfTax,NetIncomeLossPerOutstandingLimitedPartnershipUnitDiluted,NetIncomeLossPerOutstandingLimitedPartnershipUnitDiluted,NetIncomeLossPerOutstandingLimitedPartnershipUnitDiluted,NetIncomeLossPerOutstandingLimitedPartnershipUnitDiluted,NoninterestExpenseDirectorsFees,OperatingExpenses,OtherAssets,OtherExpenses,OtherIncome,OtherLiabilities,OtherReceivables,PartnersCapital,PartnersCapitalAccountContributions,PartnersCapitalAccountRedemptions,PartnersCapitalAccountUnitsContributed,PartnersCapitalAccountUnitsRedeemed,PrepaidInsurance,ProceedsFromPartnershipContribution,ProfessionalFees,ProfitLoss,RestrictedCashAndCashEquivalentsAtCarryingValue,Revenues,ShortTermInvestments,TradingLiabilities,TradingSecuritiesRealizedGainLoss,UnrealizedGainLossOnCommodityContracts,UnrealizedGainLossOnDerivatives,UnrealizedGainLossOnDerivativesAndCommodityContracts,UnrealizedGainLossOnInvestments,UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestExpense,WeightedAverageLimitedPartnershipUnitsOutstanding,DueFromRelatedPartiesCurrent,IncreaseDecreaseInDueFromRelatedPartiesCurrent
2017-09-30,2017-11-06,10-Q,"United States Brent Oil Fund, LP",BNO,CIK0001472494,USD,404.0,,161228.0,187877.0,98970983.0,,82845053.0,,,,,5316.0,,,13446411.0,,,,45263.0,14378.0,250328.0,,60655.0,35755.0,,18646860.0,0.0,,,,,,,,,,,,,,,197412.0,7559.0,,,,2505890.0,98970983.0,96465093.0,,,6350000.0,,,,187877.0,0.0,20000000.0,,,,,15377331.0,2.13,,,,,2.22,,,,,3476.0,292404.0,,,3850.0,,350.0,96465093.0,,,,,,,65296.0,,13446411.0,15602885.0,87824096.0,,,,,,-3290500.0,,7221739.0,,
2017-12-31,2018-03-14,10-K,"United States Brent Oil Fund, LP",BNO,CIK0001472494,USD,0.0,,243122.0,756539.0,98457762.0,,78344087.0,,-18953374.0,92511503.0,,5316.0,,,14167416.0,,12264400.0,,173888.0,16991.0,331433.0,,61483.0,132707.0,,12264400.0,0.0,141688.0,-350.0,,9575.0,,6613.0,255.0,5869595.0,,,,-1860.0,311.0,,654768.0,9575.0,,,,3908889.0,98457762.0,94548873.0,,,5200000.0,,,,756539.0,1128.0,20000000.0,-31112767.0,,12159393.0,,32920551.0,2.24,,,,,5.470000000000001,,,,,13325.0,300890.0,,,10850.0,,350.0,94548873.0,40082469.0,74007758.0,3150000.0,5150000.0,,40082469.0,336708.0,,14167416.0,17689246.0,82786902.0,,0.0,,3255030.0,3255030.0,3255030.0,,6888630.0,,
2018-03-31,2018-05-10,10-Q,"United States Brent Oil Fund, LP",BNO,CIK0001472494,USD,,,241875.0,175198.0,94026187.0,,78109650.0,,-3322948.0,,,2816.0,,,11078905.0,,5625960.0,,70829.0,27924.0,390601.0,,52245.0,23732.0,,5625960.0,0.0,59168.0,,0.0,-2788.0,,10933.0,1179.0,,,,,-2500.0,,,249033.0,6787.0,,,,2196235.0,94026187.0,91829952.0,,,4800000.0,,,,175198.0,2307.0,22000000.0,-8982158.0,,5659210.0,,4562389.0,0.88,,,,,0.95,,,,,3364.0,269461.0,,,2800.0,,350.0,91829952.0,3704236.0,10985546.0,200000.0,600000.0,,3704236.0,67167.0,,11078905.0,4772682.0,84741759.0,,,,-1175940.0,-1175940.0,-1175940.0,,5158889.0,,
2018-06-30,2018-08-08,10-Q,"United States Brent Oil Fund, LP",BNO,CIK0001472494,USD,2346.0,,187683.0,,105763735.0,,90179694.0,,,98672676.0,,2816.0,,,8492982.0,,,,99739.0,39154.0,408892.0,,61579.0,24361.0,,11895420.0,0.0,,,,,,,,,,,,,,,290948.0,3807.0,,,,252078.0,105763735.0,105511657.0,,,4750000.0,,,,182530.0,0.0,34500000.0,,,,,14294815.0,3.04,,,,,3.08,,,,,4031.0,237273.0,,,2800.0,,0.0,105511657.0,,,,,,,26351.0,,8492982.0,14513797.0,97176693.0,,,,,,2224890.0,,4697802.0,,
2018-09-30,2018-11-08,10-Q,"United States Brent Oil Fund, LP",BNO,CIK0001472494,USD,,,186327.0,,107328265.0,,86567752.0,,,101337314.0,,2816.0,,,14769562.0,,,,136916.0,39578.0,78058.0,,55629.0,24990.0,,5214730.0,0.0,,,,,,,,,,,,,,,347993.0,6915.0,,,,250577.0,107328265.0,107077688.0,,,4600000.0,,,,188880.0,5805.0,25700000.0,,,,,4706269.0,1.0,,,,,1.07,,,,,4317.0,227009.0,,,3500.0,,0.0,107077688.0,,,,,,,8822.0,,14769562.0,4932679.0,91341867.0,,,,,,-770460.0,,4703261.0,,
2018-12-31,2019-03-13,10-K,"United States Brent Oil Fund, LP",BNO,CIK0001472494,USD,,,190142.0,,73870517.0,,62639874.0,,-12453861.0,80057642.0,-12453861.0,2816.0,,,17417768.0,,-4153140.0,,408899.0,17812.0,81642.0,,50008.0,98880.0,,-4153140.0,0.0,-249791.0,-350.0,,-8188.0,,821.0,778.0,,,,,-2500.0,527.0,,1284171.0,1387.0,0.0,,,245889.0,73870517.0,73624628.0,,,4850000.0,,,,721836.0,2923.0,5950000.0,-9331691.0,,-3122170.0,,-53944261.0,-3.14,,,,,-11.1,,,,,15970.0,214103.0,,,13300.0,,0.0,73624628.0,41996934.0,47730785.0,2050000.0,2400000.0,1544.0,41996934.0,111160.0,,17417768.0,-38543348.0,67609727.0,,,,-11877420.0,-11877420.0,-11877420.0,,4836438.0,,
2019-03-31,2019-05-09,10-Q,"United States Brent Oil Fund, LP",BNO,CIK0001472494,USD,,,106599.0,,94326308.0,,83897473.0,,14060654.0,94118296.0,14060654.0,2816.0,,,10220823.0,,13230840.0,,148251.0,67133.0,87647.0,,53451.0,26284.0,,13230840.0,0.0,6005.0,0.0,,75.0,,49321.0,69.0,,,,,0.0,-1544.0,,372893.0,1462.0,,,,165871.0,94326308.0,94160437.0,,,4900000.0,,,,166045.0,3005.0,32800000.0,639349.0,,13421305.0,,19896460.0,3.99,,,,,4.04,,,,,4299.0,205258.0,,,2450.0,,,94160437.0,7937858.0,7298509.0,450000.0,400000.0,,7937858.0,8630.0,,10220823.0,20095714.0,92434914.0,,,,6341280.0,6341280.0,6341280.0,,4987222.0,,
2019-06-30,2019-08-08,10-Q,"United States Brent Oil Fund, LP",BNO,CIK0001472494,USD,,,50925.0,,94443948.0,,79878780.0,,,88855567.0,,2816.0,,,8976787.0,,,,173562.0,46180.0,9395.0,2500038.0,53976.0,25440.0,,-5783470.0,0.0,,,,,,,,,,,,,,,378553.0,2213.0,,,,2607755.0,94443948.0,91836193.0,,,4800000.0,,,,175319.0,,30000000.0,,,,,35962.0,0.01,,,,,-0.09,,,,,4288.0,213774.0,,,2100.0,,,91836193.0,,,200000.0,300000.0,,,8727.0,,8976787.0,246345.0,88673174.0,,,,,,5475600.0,,4769780.0,,
2019-09-30,2019-11-08,10-Q,"United States Brent Oil Fund, LP",BNO,CIK0001472494,USD,,,82379.0,,77042383.0,,71249689.0,,,83587636.0,,2816.0,,,12337947.0,,,,133489.0,34803.0,44752.0,,50971.0,26184.0,,7012170.0,0.0,,,,,,,,,,,,,,,345384.0,2291.0,0.0,,,139403.0,77042383.0,76902980.0,,,4250000.0,,,,162830.0,3237.0,21000000.0,,,,,-4861383.0,-1.04,,,,,-1.04,,,,,5318.0,230753.0,,,1750.0,,,76902980.0,,,300000.0,850000.0,4311.0,,36421.0,,12337947.0,-4665987.0,78720170.0,,,,,,-12158780.0,,4665217.0,,
2019-12-31,2020-03-13,10-K,"United States Brent Oil Fund, LP",BNO,CIK0001472494,USD,,,117559.0,,84878232.0,,72725833.0,,3545798.0,83603440.0,3545798.0,2816.0,,,10877607.0,,18175420.0,,533922.0,26116.0,80032.0,,52399.0,101742.0,,18175420.0,0.0,-1610.0,0.0,,3515.0,,8304.0,349.0,,,,,0.0,588.0,,1383419.0,4902.0,0.0,,,176046.0,84878232.0,84702186.0,,,4050000.0,,,,656053.0,3272.0,23000000.0,-15685709.0,,19231507.0,,38455495.0,5.76,,,,,8.55,,,,,19301.0,217511.0,,,6650.0,,0.0,84702186.0,17034820.0,32720529.0,950000.0,1750000.0,2132.0,17034820.0,90200.0,,10877607.0,11874459.0,78785251.0,,,,7451120.0,7451120.0,7451120.0,,4646301.0,,0.0
2020-03-31,2020-05-08,10-Q,"United States Brent Oil Fund, LP",BNO,CIK0001472494,USD,,,64426.0,,124509727.0,,85368500.0,,,124725127.0,41121687.0,3116.0,,,39356627.0,,-66688930.0,,70258.0,17202.0,136623.0,,56109.0,46679.0,,-66688930.0,0.0,56591.0,1050.0,,-4670.0,,-8914.0,-199.0,,,,,300.0,7587.0,,227012.0,232.0,0.0,,,126724.0,124509727.0,124383003.0,,,15600000.0,,,,153554.0,3073.0,,107784428.0,,-66662741.0,,-78883355.0,-13.99,,,,,-12.94,,,,,5147.0,241406.0,,,14700.0,,1050.0,124383003.0,120744277.0,2180105.0,11700000.0,150000.0,9719.0,109964533.0,36026.0,,39356627.0,-78698540.0,48854518.0,,,,-12321580.0,-12321580.0,-12321580.0,0.0,5637363.0,,
2020-06-30,2020-08-07,10-Q,"United States Brent Oil Fund, LP",BNO,CIK0001472494,USD,,,51168.0,,413831357.0,,346275914.0,,,414301886.0,,15116.0,,,68025972.0,,,,113447.0,43810.0,0.0,,265143.0,205173.0,,125227920.0,0.0,,,,,,,,,,,,,,,119776.0,0.0,81500.0,,,336309.0,413831357.0,413495048.0,,,38400000.0,,,,601981.0,4882.0,346234714.0,,,,,134833408.0,3.8,,,,,2.8,,,,,7143.0,943650.0,,,17171.0,,,413495048.0,,,31450000.0,8650000.0,7297.0,,47853.0,,68025972.0,135556854.0,,,,,,,10078540.0,,35495604.0,,
2020-09-30,2020-11-06,10-Q,"United States Brent Oil Fund, LP",BNO,CIK0001472494,USD,,,112918.0,,357728344.0,,296827349.0,,,363524257.0,,15505.0,,,66696908.0,,,,68536.0,3814.0,497324.0,,231291.0,161652.0,,4940930.0,0.0,,,,,,,,,,,,,,,31647.0,5378.0,87470.0,,,365102.0,357728344.0,357363242.0,,,33400000.0,,,,758726.0,5388.0,30347000.0,,,,,-1244409.0,-0.03,,,,,-0.07,,,,,8235.0,1129381.0,,,9100.0,,21.0,357363242.0,,,2700000.0,7700000.0,4848.0,,113298.0,,66696908.0,-335557.0,,,,,,,-5385770.0,,35792391.0,,
2020-12-31,2021-02-26,10-K,"United States Brent Oil Fund, LP",BNO,CIK0001472494,USD,,,161123.0,,350241278.0,,311507932.0,,,345338258.0,261734818.0,21299.0,,,33830326.0,,119917640.0,,253607.0,267.0,660603.0,,221384.0,548601.0,,119917640.0,0.0,580571.0,,,7046.0,,-25849.0,1455.0,,,,,18483.0,267.0,,411917.0,11948.0,234290.0,,,408533.0,350241278.0,349832745.0,,,27100000.0,,,,2152372.0,4727.0,30347000.0,144109959.0,,117624859.0,,183462174.0,4.45,,,,,-5.79,,,,,28104.0,929012.0,,,48671.0,,,349832745.0,,,46200000.0,23150000.0,2399.0,385408106.0,280082.0,,33830326.0,65143998.0,30347000.0,,,,1034920.0,1034920.0,1034920.0,0.0,26763425.0,0.0,
2021-03-31,2021-05-07,10-Q,"United States Brent Oil Fund, LP",BNO,CIK0001472494,USD,,,124623.0,,331512041.0,,303480374.0,,,341853377.0,-3484881.0,22595.0,,,38373003.0,,90150900.0,,8953.0,5252.0,139105.0,,224019.0,95085.0,,90150900.0,0.0,-521498.0,,,-10615.0,,4985.0,281.0,,,,,1296.0,63073.0,,21403.0,1333.0,63900.0,,,376245.0,331512041.0,331135796.0,,,20900000.0,,,,663973.0,5008.0,235347000.0,-93375537.0,,89890656.0,,76615279.0,3.24,,,,,2.93,,,,,9195.0,935872.0,,,10500.0,,,331135796.0,,,1600000.0,7800000.0,65472.0,27967380.0,103719.0,,38373003.0,77412046.0,285345077.0,,,,-12779710.0,-12779710.0,-12779710.0,0.0,23677222.0,,
2021-06-30,2021-08-06,10-Q,"United States Brent Oil Fund, LP",BNO,CIK0001472494,USD,,,168238.0,,319822437.0,,238613805.0,,,313554615.0,,17169.0,,,74940810.0,,,,14933.0,4649.0,0.0,,196713.0,71693.0,,46991360.0,0.0,,,,,,,,,,,,,,,11091.0,4787.0,64610.0,,220847000.0,421010.0,319822437.0,319401427.0,,,16600000.0,,,,604779.0,4962.0,220847000.0,,,,,62965476.0,3.4,,,,,3.4,,,,,22164.0,915484.0,,,7700.0,,,319401427.0,,,550000.0,4850000.0,48736.0,,152238.0,,74940810.0,63817914.0,220847000.0,,,,,,16792830.0,,18492222.0,,
2021-09-30,2021-11-05,10-Q,"United States Brent Oil Fund, LP",BNO,CIK0001472494,USD,,,181883.0,,246262634.0,,174240607.0,,,232757421.0,,14215.0,,,58516814.0,,,,12363.0,3631.0,0.0,,155325.0,60407.0,,10226120.0,0.0,,,,,,,,,,,,,,,14367.0,4405.0,65320.0,,164347000.0,455291.0,246262634.0,245807343.0,,,11900000.0,,,,519919.0,4620.0,164347000.0,,,,,16765779.0,1.16,,,,,1.42,,,,,22023.0,749431.0,,,6650.0,,,245807343.0,,,350000.0,5050000.0,31817.0,,81762.0,,58516814.0,17515210.0,164347000.0,,,,,,7255710.0,,14452174.0,,
2021-12-31,2022-02-25,10-K,"United States Brent Oil Fund, LP",BNO,CIK0001472494,USD,,,245908.0,,226985514.0,,152783233.0,,,209980620.0,-135357638.0,13287.0,,,57197387.0,,150117880.0,,47073.0,3257.0,0.0,,145082.0,277795.0,,150117880.0,0.0,-660603.0,,,-7548.0,,2990.0,-519.0,,,,,-8012.0,12498.0,,60831.0,4400.0,259150.0,,145447000.0,573053.0,226985514.0,226412461.0,,,10850000.0,,,,2259549.0,4208.0,145447000.0,-278942563.0,,143584925.0,,158571406.0,9.23,,,,,8.17,,,,,74951.0,682338.0,,,28350.0,,,226412461.0,,,3600000.0,19850000.0,14897.0,68407109.0,411680.0,,57197387.0,1794774.0,145447000.0,,,,10285810.0,10285810.0,10285810.0,0.0,17067945.0,4500000.0,4500000.0
