end,filed,form,Name,Ticker,CIK,Currency,AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,AccretionAmortizationOfDiscountsAndPremiumsInvestments,AdditionalPaidInCapital,AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,Assets,AvailableForSaleSecuritiesGrossUnrealizedLoss,CashAndCashEquivalentsAtCarryingValue,CashAndCashEquivalentsPeriodIncreaseDecrease,CommonStockCapitalSharesReservedForFutureIssuance,CommonStockDividendsPerShareDeclared,CommonStockParOrStatedValuePerShare,CommonStockSharesAuthorized,CommonStockSharesIssued,CommonStockSharesOutstanding,CommonStockSharesSubscriptions,CommonStockValue,CostOfServices,CustodyFees,DebtSecuritiesAvailableForSaleAllowanceForCreditLoss,DebtSecuritiesAvailableForSalePurchasedWithCreditDeteriorationAllowanceForCreditLossAtAcquisitionDate,DebtWeightedAverageInterestRate,DeferredOfferingCosts,DerivativeAssetFairValueGrossLiability,DerivativeAssetFairValueOffsetAgainstCollateralNetOfNotSubjectToMasterNettingArrangementPolicyElection,DerivativeAssetNotOffsetPolicyElectionDeduction,DerivativeAssets,DerivativeCollateralObligationToReturnCash,DerivativeCollateralRightToReclaimCash,DerivativeFairValueOfDerivativeAsset,DerivativeFairValueOfDerivativeAssetAmountOffsetAgainstCollateral,DerivativeFairValueOfDerivativeLiability,DerivativeFairValueOfDerivativeLiabilityAmountOffsetAgainstCollateral,DerivativeFairValueOfDerivativeNet,DerivativeLiabilities,DerivativeLiabilityFairValueOffsetAgainstCollateralNetOfNotSubjectToMasterNettingArrangementPolicyElection,DerivativeLiabilityNotOffsetPolicyElectionDeduction,Dividends,DividendsPayableCurrentAndNoncurrent,EarningsPerShareBasic,FinancialInstrumentsOwnedMortgagesMortgageBackedAndAssetBackedSecuritiesAtFairValue,FinancialInstrumentsOwnedOtherAtFairValue,FinancialInstrumentsSoldNotYetPurchasedUSGovernmentAndAgencyObligations,GainLossOnSalesOfMortgageBackedSecuritiesMBS,GeneralInsuranceExpense,IncreaseDecreaseInAccruedInterestReceivableNet,IncreaseDecreaseInAccruedLiabilities,IncreaseDecreaseInOtherOperatingAssets,InterestIncomeExpenseNet,InterestIncomeOperating,InterestPaid,InterestPaidNet,InterestPayableCurrentAndNoncurrent,InterestReceivable,InvestmentOwnedAtCost,InvestmentSoldNotYetPurchasedSaleProceeds,Liabilities,LiabilitiesAndStockholdersEquity,ManagementFeeExpense,ManagementFeePayable,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInInvestingActivities,NetCashProvidedByUsedInOperatingActivities,NetIncomeLoss,NoninterestIncomeOtherOperatingIncome,OperatingExpenses,OtherAssets,OtherExpenses,OtherIncome,OtherThanTemporaryImpairmentLossDebtSecuritiesPortionRecognizedInEarnings,PayablesToBrokerDealersAndClearingOrganizations,PaymentsForDerivativeInstrumentInvestingActivities,PaymentsForRepurchaseOfCommonStock,PaymentsForSecuritiesPurchasedUnderAgreementsToResell,PaymentsOfDividends,PaymentsOfStockIssuanceCosts,PaymentsToAcquireInvestments,PledgedFinancialInstrumentsNotSeparatelyReportedSecuritiesForRepurchaseAgreements,PreferredStockParOrStatedValuePerShare,PreferredStockSharesAuthorized,PreferredStockSharesIssued,PreferredStockSharesOutstanding,PreferredStockValue,ProceedsFromDerivativeInstrumentInvestingActivities,ProceedsFromIssuanceOfCommonStock,ProceedsFromIssuanceOrSaleOfEquity,ProceedsFromSaleOfOtherInvestments,ProceedsFromSecuritiesPurchasedUnderAgreementsToResell,ProfessionalFees,RealizedInvestmentGainsLosses,RetainedEarningsAccumulatedDeficit,SalariesAndWages,SecuritiesHeldAsCollateralAtFairValue,SecuritiesPurchasedUnderAgreementsToResell,SecuritiesPurchasedUnderAgreementsToResellCollateralObligationToReturnCash,SecuritiesPurchasedUnderAgreementsToResellGross,SecuritiesPurchasedUnderAgreementsToResellLiability,SecuritiesPurchasedUnderAgreementsToResellNotOffsetPolicyElectionDeduction,SecuritiesPurchasedUnderAgreementsToResellOffsetAgainstCollateralNetOfNotSubjectToMasterNettingArrangementPolicyElection,SecuritiesSoldUnderAgreementsToRepurchase,SecuritiesSoldUnderAgreementsToRepurchaseAsset,SecuritiesSoldUnderAgreementsToRepurchaseCollateralRightToReclaimCash,SecuritiesSoldUnderAgreementsToRepurchaseFairValueOfCollateral,SecuritiesSoldUnderAgreementsToRepurchaseGross,SecuritiesSoldUnderAgreementsToRepurchaseOffsetAgainstCollateralNetOfNotSubjectToMasterNettingArrangementPolicyElection,SecuritiesSoldUnderAgreementsToResellNotOffsetPolicyElectionDeduction,ShareBasedCompensation,SharesPaidForTaxWithholdingForShareBasedCompensation,StockDividendsShares,StockholdersEquity,StockIssuedDuringPeriodSharesNewIssues,StockIssuedDuringPeriodSharesRestrictedStockAwardGross,StockIssuedDuringPeriodValueNewIssues,StockIssuedDuringPeriodValueRestrictedStockAwardGross,StockIssuedDuringPeriodValueStockDividend,StockRepurchasedAndRetiredDuringPeriodShares,StockRepurchasedAndRetiredDuringPeriodValue,StockRepurchaseProgramAuthorizedAmount,StockRepurchaseProgramAuthorizedAmount1,StockRepurchaseProgramNumberOfSharesAuthorizedToBeRepurchased,UnrealizedGainLossOnDerivatives,UnrealizedGainLossOnSecurities,WeightedAverageNumberOfSharesOutstandingBasic
2015-09-30,2015-11-05,10-Q,Ellington Residential Mortgage REIT,EARN,CIK0001560672,USD,771000.0,,181066000.0,,,,1515857000.0,,40482000.0,,,0.45,0.01,500000000.0,9135021.0,9135021.0,,91000.0,,,,,0.0047,,,,,1527000.0,,,,,,,-14887000.0,16414000.0,,,4100000.0,4111000.0,-0.53,1280892000.0,,70671000.0,596000.0,,,,,9673000.0,11315000.0,,,1416000.0,4784000.0,,,1367832000.0,1515857000.0,557000.0,557000.0,,,,-4817000.0,,1275000.0,407000.0,406000.0,,,45333000.0,,,,,,,1300000000.0,0.01,100000000.0,0.0,0.0,0.0,,,,,,144000.0,596000.0,-33132000.0,168000.0,,76610000.0,,,,,,1225905000.0,,,,,,,,,,148025000.0,,9228.0,,,,23481.0,304000.0,,,,-15421000.0,4862000.0,9140452.0
2015-12-31,2016-03-10,10-K,Ellington Residential Mortgage REIT,EARN,CIK0001560672,USD,533000.0,-9415000.0,181027000.0,,120000.0,,1556684000.0,,40166000.0,-5071000.0,,2.45,0.01,500000000.0,9135103.0,9135103.0,,92000.0,,,,,0.0054,,,654000.0,1529000.0,2183000.0,0.0,3089000.0,,,,,-2542000.0,4725000.0,107000.0,1529000.0,22397000.0,4111000.0,0.11,1242266000.0,,78447000.0,,408000.0,468000.0,-357000.0,28000.0,42014000.0,50066000.0,5562000.0,,1361000.0,4325000.0,,799493000.0,1411829000.0,1556684000.0,2849000.0,545000.0,-119943000.0,90070000.0,24802000.0,1010000.0,,6334000.0,289000.0,1643000.0,,,98949000.0,37341000.0,375000.0,14584118000.0,19207000.0,0.0,2020500000.0,1300000000.0,0.01,100000000.0,0.0,0.0,0.0,14241000.0,0.0,,1996591000.0,14519473000.0,726000.0,9577000.0,-36264000.0,708000.0,,78632000.0,0.0,,,78632000.0,0.0,1222719000.0,,20678000.0,1260000000.0,,0.0,78632000.0,120000.0,0.0,,144855000.0,0.0,15390.0,,1000.0,,29561.0,375000.0,,,,3419000.0,-18904000.0,9143508.0
2016-03-31,2016-05-04,10-Q,Ellington Residential Mortgage REIT,EARN,CIK0001560672,USD,447000.0,-1850000.0,180871000.0,,40000.0,,1385109000.0,,41242000.0,1076000.0,,0.45,0.01,500000000.0,9117183.0,9117183.0,,92000.0,,,,,0.0066,,,,,1635000.0,,,,,,,-16649000.0,18284000.0,,,4103000.0,4103000.0,-0.03,1173593000.0,,69607000.0,,97000.0,233000.0,-86000.0,-234000.0,7600000.0,9651000.0,2030000.0,,1382000.0,4092000.0,,157931000.0,1244752000.0,1385109000.0,528000.0,528000.0,-93185000.0,83426000.0,10835000.0,-239000.0,,1351000.0,523000.0,357000.0,,,16433000.0,7028000.0,196000.0,4546558000.0,4111000.0,,723002000.0,1200000000.0,0.01,100000000.0,0.0,0.0,0.0,3004000.0,,,782510000.0,4555615000.0,218000.0,3010000.0,-40606000.0,151000.0,,69575000.0,,,,,,1133841000.0,,,,,,,40000.0,,,140357000.0,,,,,,17920.0,196000.0,,,,-14135000.0,8633000.0,9121198.0
2016-06-30,2016-08-03,10-Q,Ellington Residential Mortgage REIT,EARN,CIK0001560672,USD,615000.0,,180911000.0,,,,1473586000.0,,36200000.0,,,0.4,0.01,500000000.0,9117183.0,9117183.0,,92000.0,,,,,0.0069,,,,,1920000.0,,,,,,,-11459000.0,13379000.0,,,3600000.0,3647000.0,0.38,1229015000.0,,68528000.0,,88000.0,,,,5278000.0,7538000.0,,,1310000.0,4427000.0,,,1333328000.0,1473586000.0,528000.0,528000.0,,,,3507000.0,,1272000.0,454000.0,326000.0,,,33457000.0,,,,,,,1300000000.0,0.01,100000000.0,0.0,0.0,0.0,,,,,,161000.0,2100000.0,-40745000.0,169000.0,,68862000.0,,,,,,1205987000.0,,,,,,,,0.0,,140258000.0,0.0,,,,,0.0,,,,,5129000.0,5879000.0,9117183.0
2016-09-30,2016-11-04,10-Q,Ellington Residential Mortgage REIT,EARN,CIK0001560672,USD,622000.0,,180952000.0,,,,1430883000.0,,43026000.0,,,0.4,0.01,500000000.0,9127039.0,9127039.0,,92000.0,,,,,0.0072,,,,,1641000.0,,,,,,,-8244000.0,9885000.0,,,3700000.0,3651000.0,0.73,1233134000.0,,77263000.0,,88000.0,,,,4817000.0,7096000.0,,,1341000.0,4274000.0,,,1287609000.0,1430883000.0,539000.0,539000.0,,,,6626000.0,,1254000.0,357000.0,314000.0,,,34808000.0,,,,,,,1200000000.0,0.01,100000000.0,0.0,0.0,0.0,,,,,,171000.0,3892000.0,-37770000.0,142000.0,,77932000.0,,,,,,1158962000.0,,,,,,,,0.0,,143274000.0,0.0,9856.0,,,,0.0,,,,,3215000.0,-124000.0,9119111.0
2016-12-31,2017-03-13,10-K,Ellington Residential Mortgage REIT,EARN,CIK0001560672,USD,647000.0,-15785000.0,180996000.0,,165000.0,,1429134000.0,,33504000.0,-6662000.0,229001.0,2.05,0.01,500000000.0,9130897.0,9130897.0,,92000.0,,,,,0.0088,,,4612000.0,1346000.0,6008000.0,50000.0,555000.0,,,,,4033000.0,1975000.0,74000.0,1346000.0,15053000.0,3652000.0,1.53,1226994000.0,,74194000.0,,449000.0,-308000.0,114000.0,23000.0,30753000.0,42711000.0,8723000.0,,1912000.0,4633000.0,,772022000.0,1287457000.0,1429134000.0,2663000.0,533000.0,-40453000.0,13863000.0,19928000.0,13918000.0,,6141000.0,266000.0,1507000.0,,,5516000.0,28528000.0,196000.0,16623353000.0,15511000.0,0.0,2082622000.0,1200000000.0,0.01,100000000.0,0.0,0.0,0.0,16319000.0,0.0,,1965304000.0,16626972000.0,786000.0,8420000.0,-39411000.0,736000.0,,75012000.0,0.0,,,75012000.0,0.0,1197973000.0,,42175000.0,1220000000.0,,0.0,75012000.0,165000.0,0.0,,141677000.0,0.0,13714.0,,0.0,,17920.0,196000.0,,,,6487000.0,-10096000.0,9121344.0
2017-03-31,2017-05-05,10-Q,Ellington Residential Mortgage REIT,EARN,CIK0001560672,USD,708000.0,-701000.0,181044000.0,,48000.0,,1467807000.0,,37509000.0,4005000.0,229001.0,0.4,0.01,500000000.0,9130897.0,9130897.0,,92000.0,,,,,0.0096,,,3520000.0,1865000.0,5464000.0,79000.0,1216000.0,,,,,1892000.0,3572000.0,491000.0,1865000.0,3652000.0,3652000.0,0.22,1230076000.0,,79454000.0,,82000.0,-333000.0,61000.0,81000.0,9150000.0,12329000.0,3259000.0,,1832000.0,4966000.0,,225738000.0,1327682000.0,1467807000.0,527000.0,528000.0,-23340000.0,-3295000.0,30640000.0,2052000.0,,1272000.0,185000.0,329000.0,,,58620000.0,2709000.0,0.0,4354368000.0,3652000.0,,315416000.0,1200000000.0,0.01,100000000.0,0.0,0.0,0.0,4362000.0,,,273393000.0,4349247000.0,175000.0,-2990000.0,-41011000.0,159000.0,,80133000.0,0.0,,,80133000.0,0.0,1178285000.0,,20120000.0,1230000000.0,,0.0,80133000.0,48000.0,,,140125000.0,,,,,,0.0,,,,,-2142000.0,-2347000.0,9130897.0
2017-06-30,2017-08-09,10-Q,Ellington Residential Mortgage REIT,EARN,CIK0001560672,USD,1114000.0,,226136000.0,,,,1972190000.0,,41660000.0,,326103.0,0.4,0.01,500000000.0,12367598.0,12367598.0,,124000.0,,,,,0.0123,,,4154000.0,1952000.0,6106000.0,0.0,635000.0,,,,,3420000.0,2686000.0,99000.0,1952000.0,4900000.0,4947000.0,0.15,1653029000.0,,72762000.0,,74000.0,,,,6863000.0,10883000.0,,,2269000.0,5966000.0,,,1790285000.0,1972190000.0,685000.0,685000.0,,,,1603000.0,,1437000.0,687000.0,284000.0,,,77054000.0,,,,,,,1700000000.0,0.01,100000000.0,0.0,0.0,0.0,,,,,,178000.0,-359000.0,-44355000.0,216000.0,,73470000.0,0.0,,,73470000.0,0.0,1628450000.0,,13494000.0,1700000000.0,,0.0,73470000.0,,37.0,,181905000.0,3236738.0,,,,,0.0,,,,,1528000.0,4136000.0,10741074.0
2017-09-30,2017-11-09,10-Q,Ellington Residential Mortgage REIT,EARN,CIK0001560672,USD,980000.0,,240010000.0,,,,1934277000.0,,50271000.0,,344874.0,0.4,0.01,500000000.0,13335804.0,13335804.0,,134000.0,,,,,0.0132,,,3674000.0,2428000.0,6150000.0,48000.0,740000.0,,,,,2982000.0,3168000.0,0.0,2428000.0,5300000.0,5334000.0,0.48,1743067000.0,,56524000.0,,74000.0,,,,7148000.0,12867000.0,,,2790000.0,5720000.0,,,1737482000.0,1934277000.0,741000.0,741000.0,,,,6340000.0,,1481000.0,548000.0,287000.0,,,24845000.0,,,,,,,1700000000.0,0.01,100000000.0,0.0,0.0,0.0,,,,,,157000.0,349000.0,-43349000.0,222000.0,,56875000.0,0.0,,,56875000.0,0.0,1642313000.0,,14986000.0,1710000000.0,,0.0,56875000.0,,0.0,,196795000.0,958230.0,9976.0,,,,0.0,,,,,-689000.0,3994000.0,13136106.0
2017-12-31,2018-03-14,10-K,Ellington Residential Mortgage REIT,EARN,CIK0001560672,USD,728000.0,-9253000.0,240062000.0,0.0,196000.0,191000.0,1887087000.0,,56117000.0,22613000.0,340461.0,1.94,0.01,500000000.0,13340217.0,13340217.0,,134000.0,,,,,0.0147,,,7746000.0,1046000.0,8792000.0,0.0,697000.0,,,,,6929000.0,1863000.0,120000.0,1046000.0,18870000.0,4936000.0,0.99,1685998000.0,,81289000.0,,378000.0,-1151000.0,81000.0,-5000.0,37125000.0,62301000.0,17641000.0,,3318000.0,5784000.0,,738776000.0,1694384000.0,1887087000.0,3403000.0,725000.0,463721000.0,-475521000.0,34413000.0,11581000.0,,7214000.0,575000.0,1516000.0,,,3830000.0,23945000.0,0.0,17530396000.0,17586000.0,496000.0,2518069000.0,1700000000.0,0.01,100000000.0,0.0,0.0,0.0,15521000.0,59103000.0,,1888229000.0,17523948000.0,964000.0,-2674000.0,-47493000.0,953000.0,,81461000.0,0.0,,,81461000.0,0.0,1597206000.0,,18707000.0,1660000000.0,,0.0,81461000.0,196000.0,37.0,,192703000.0,4194968.0,14389.0,59103000.0,0.0,,0.0,,,,,2605000.0,-4501000.0,11601979.0
2018-03-31,2018-05-04,10-Q,Ellington Residential Mortgage REIT,EARN,CIK0001560672,USD,911000.0,-3123000.0,234376000.0,,49000.0,,1846534000.0,,46025000.0,-10092000.0,340461.0,0.37,0.01,500000000.0,12827850.0,12827850.0,,128000.0,,,,,0.0176,,,11647000.0,1305000.0,13528000.0,576000.0,4423000.0,,,,,7652000.0,5876000.0,148000.0,1305000.0,4746000.0,4746000.0,-0.3,1630575000.0,,44377000.0,,74000.0,139000.0,183000.0,52000.0,6178000.0,13426000.0,6881000.0,,3685000.0,5645000.0,,443964000.0,1668222000.0,1846534000.0,671000.0,671000.0,-21802000.0,3190000.0,8520000.0,-3953000.0,,1517000.0,523000.0,349000.0,,,17612000.0,3084000.0,5741000.0,7682238000.0,4936000.0,,271590000.0,1700000000.0,0.01,100000000.0,0.0,0.0,0.0,18417000.0,,,214246000.0,7719081000.0,234000.0,1927000.0,-56192000.0,189000.0,,44617000.0,0.0,,,44617000.0,0.0,1589319000.0,,21946000.0,1650000000.0,,0.0,44617000.0,49000.0,,,178312000.0,,,,,,512367.0,5741000.0,,1200000.0,,565000.0,-27061000.0,13224214.0
2018-06-30,2018-08-06,10-Q,Ellington Residential Mortgage REIT,EARN,CIK0001560672,USD,849000.0,,233152000.0,,50000.0,,1748269000.0,,41402000.0,,340461.0,0.37,0.01,500000000.0,12712050.0,12712050.0,,127000.0,,,,,0.0209,,,12005000.0,1188000.0,20095000.0,6902000.0,235000.0,,,,,18440000.0,1655000.0,232000.0,1188000.0,4704000.0,4703000.0,0.14,1580103000.0,,16195000.0,,74000.0,,,,6413000.0,14081000.0,,,4127000.0,5988000.0,,,1574100000.0,1748269000.0,656000.0,656000.0,,,,1786000.0,,1427000.0,748000.0,293000.0,,,1387000.0,,,,,,,1600000000.0,0.01,100000000.0,0.0,0.0,0.0,,,,,,217000.0,-7114000.0,-59110000.0,187000.0,,21373000.0,0.0,,,21373000.0,0.0,1537216000.0,,22441000.0,1600000000.0,,0.0,21373000.0,,0.0,,174169000.0,0.0,,,,,115800.0,1275000.0,,,,10834000.0,-3218000.0,12715277.0
2018-09-30,2018-11-07,10-Q,Ellington Residential Mortgage REIT,EARN,CIK0001560672,USD,704000.0,,232967000.0,,50000.0,,1752784000.0,,41016000.0,,327317.0,0.37,0.01,500000000.0,12703474.0,12703474.0,,127000.0,,,,,0.0227,,,14516000.0,310000.0,23049000.0,8223000.0,22000.0,,,,,22716000.0,333000.0,1000.0,310000.0,4700000.0,4700000.0,0.07,1575983000.0,,26367000.0,,74000.0,,,,4652000.0,13171000.0,,,4340000.0,5675000.0,,,1582554000.0,1752784000.0,641000.0,641000.0,,,,946000.0,,1332000.0,717000.0,283000.0,,,36539000.0,,,,,,,1600000000.0,0.01,100000000.0,0.0,0.0,0.0,,,,,,198000.0,-8402000.0,-62864000.0,136000.0,,26769000.0,0.0,,,26769000.0,0.0,1500632000.0,,25339000.0,1550000000.0,,0.0,26769000.0,,0.0,,170230000.0,0.0,13144.0,,0.0,,21720.0,235000.0,,,,4606000.0,-2636000.0,12693989.0
2018-12-31,2019-03-08,10-K,Ellington Residential Mortgage REIT,EARN,CIK0001560672,USD,838000.0,-10353000.0,230888000.0,,203000.0,,1675566000.0,,18585000.0,-37532000.0,321085.0,1.79,0.01,500000000.0,12507213.0,12507213.0,,125000.0,,,,,0.0256,,,4672000.0,7016000.0,11839000.0,151000.0,9321000.0,,,,,-4720000.0,16559000.0,222000.0,7016000.0,18403000.0,4252000.0,-1.6800000000000002,1540296000.0,,374000.0,,370000.0,-177000.0,110000.0,37000.0,26825000.0,68428000.0,30856000.0,30856000.0,4981000.0,5607000.0,,961790000.0,1521744000.0,1675566000.0,3126000.0,579000.0,-129214000.0,62833000.0,28849000.0,-21369000.0,,6740000.0,612000.0,1561000.0,,,11275000.0,17841000.0,9386000.0,11306290000.0,19086000.0,0.0,1473781000.0,1600000000.0,0.01,100000000.0,0.0,0.0,0.0,37540000.0,0.0,,1351935000.0,11387372000.0,1013000.0,-23377000.0,-77191000.0,670000.0,,379000.0,0.0,,,379000.0,0.0,1481561000.0,,3805000.0,1570000000.0,,0.0,379000.0,203000.0,0.0,,153822000.0,0.0,19376.0,,0.0,,852380.0,9386000.0,,,,-11431000.0,-12391000.0,12811366.0
2019-03-31,2019-05-09,10-Q,Ellington Residential Mortgage REIT,EARN,CIK0001560672,USD,671000.0,-3065000.0,230527000.0,,53000.0,,1649733000.0,,44263000.0,25678000.0,321085.0,0.34,0.01,500000000.0,12467103.0,12467103.0,,125000.0,,,,,0.027,,,259000.0,5179000.0,5489000.0,51000.0,5862000.0,,,,,-5618000.0,11107000.0,66000.0,5179000.0,4239000.0,4239000.0,0.72,1492261000.0,,38670000.0,,74000.0,-213000.0,-167000.0,200000.0,3058000.0,12613000.0,9466000.0,9466000.0,5070000.0,5394000.0,,174823000.0,1491583000.0,1649733000.0,595000.0,595000.0,-63506000.0,84425000.0,4759000.0,8928000.0,,1368000.0,812000.0,319000.0,,-1100000.0,0.0,15264000.0,414000.0,938023000.0,4252000.0,,492149000.0,1500000000.0,0.01,100000000.0,0.0,0.0,0.0,6232000.0,,,558621000.0,899567000.0,229000.0,-1674000.0,-72502000.0,151000.0,,38835000.0,0.0,,,38835000.0,0.0,1427147000.0,,8230000.0,1510000000.0,,0.0,38835000.0,53000.0,,,158150000.0,,,,,,40110.0,414000.0,,,,-968000.0,21971000.0,12467913.0
2019-06-30,2019-08-08,10-Q,Ellington Residential Mortgage REIT,EARN,CIK0001560672,USD,664000.0,,230580000.0,,53000.0,,1697042000.0,,41473000.0,,321085.0,0.28,0.01,500000000.0,12467103.0,12467103.0,,125000.0,,,,,0.0261,,,0.0,1831000.0,1831000.0,0.0,13983000.0,,,,,-14060000.0,15891000.0,77000.0,1831000.0,3491000.0,3491000.0,-0.01,1459452000.0,,34522000.0,,74000.0,,,,2477000.0,12139000.0,,,4965000.0,5204000.0,,,1542437000.0,1697042000.0,582000.0,582000.0,,,,-107000.0,,1300000.0,771000.0,325000.0,,-2100000.0,39528000.0,,,,,,,1500000000.0,0.01,100000000.0,0.0,0.0,0.0,,,,,,207000.0,1418000.0,-76100000.0,112000.0,,40097000.0,0.0,,,40097000.0,0.0,1442043000.0,,10916000.0,1510000000.0,,0.0,40097000.0,,,,154605000.0,,,,,,0.0,,,,,-8442000.0,14511000.0,12467103.0
2019-09-30,2019-11-06,10-Q,Ellington Residential Mortgage REIT,EARN,CIK0001560672,USD,681000.0,,230303000.0,,55000.0,,1674402000.0,,50188000.0,,306061.0,0.28,0.01,500000000.0,12448421.0,12448421.0,,124000.0,,,,,0.0231,,,163000.0,312000.0,475000.0,0.0,19341000.0,,,,,-19411000.0,19886000.0,233000.0,312000.0,3485000.0,3485000.0,0.3,1394568000.0,,37835000.0,,74000.0,,,,1665000.0,10485000.0,,,4400000.0,5127000.0,,,1519831000.0,1674402000.0,582000.0,582000.0,,,,3729000.0,,1345000.0,708000.0,341000.0,,-800000.0,114684000.0,,,,,,,1400000000.0,0.01,100000000.0,0.0,0.0,0.0,,,,,,216000.0,1564000.0,-75856000.0,132000.0,,43008000.0,0.0,,,43008000.0,0.0,1337984000.0,,22454000.0,1390000000.0,,0.0,43008000.0,,,,154571000.0,,15024.0,,0.0,,33706.0,333000.0,,,,-5351000.0,9058000.0,12459478.0
2019-12-31,2020-03-12,10-K,Ellington Residential Mortgage REIT,EARN,CIK0001560672,USD,588000.0,-14912000.0,230358000.0,,216000.0,,1489109000.0,,35351000.0,16766000.0,298724.0,1.46,0.01,500000000.0,12455758.0,12455758.0,,124000.0,,,,,0.02,,,2424000.0,1756000.0,4180000.0,0.0,211000.0,,,,,2133000.0,2047000.0,80000.0,1756000.0,14703000.0,3488000.0,2.5700000000000003,1401778000.0,0.0,2070000.0,,368000.0,-591000.0,-250000.0,-8000.0,9940000.0,52455000.0,,36528000.0,3729000.0,5016000.0,,596902000.0,1328265000.0,1489109000.0,2971000.0,605000.0,-222622000.0,221855000.0,17533000.0,31962000.0,,6563000.0,604000.0,1625000.0,,-4300000.0,,52561000.0,747000.0,7743322000.0,15467000.0,,1577361000.0,1300000000.0,0.01,100000000.0,0.0,0.0,0.0,13147000.0,,,1619619000.0,7741617000.0,978000.0,2280000.0,-69638000.0,621000.0,,2084000.0,0.0,,,2084000.0,0.0,1296272000.0,,24924000.0,1300000000.0,,0.0,2084000.0,216000.0,,,160844000.0,,22361.0,,0.0,,73816.0,747000.0,,,,6438000.0,49231000.0,12461054.0
2020-03-31,2020-05-11,10-Q,Ellington Residential Mortgage REIT,EARN,CIK0001560672,USD,690000.0,-3501000.0,229432000.0,,59000.0,,1281145000.0,4200000.0,59671000.0,24320000.0,298724.0,0.28,0.01,500000000.0,12319616.0,12319616.0,,123000.0,,,-2100000.0,,0.0161,,0.0,456000.0,1276000.0,1732000.0,0.0,18334000.0,1732000.0,,20234000.0,,-18502000.0,20234000.0,624000.0,1276000.0,3449000.0,3449000.0,-1.35,1050521000.0,355000.0,2154000.0,,76000.0,-797000.0,102000.0,263000.0,3781000.0,9881000.0,,7152000.0,2679000.0,4219000.0,,133603000.0,1141422000.0,1281145000.0,526000.0,526000.0,-186950000.0,205710000.0,5560000.0,-16745000.0,,1288000.0,867000.0,327000.0,,,,14064000.0,986000.0,2481482000.0,3488000.0,0.0,232331000.0,1200000000.0,0.01,100000000.0,0.0,0.0,0.0,7278000.0,,,398335000.0,2481348000.0,208000.0,1093000.0,-89832000.0,151000.0,,2218000.0,0.0,28288000.0,26070000.0,2218000.0,0.0,1109342000.0,26070000.0,20470000.0,1200000000.0,1135412000.0,0.0,2218000.0,59000.0,,,139723000.0,,,,,,136142.0,986000.0,,,,-20600000.0,6768000.0,12434755.0
2020-06-30,2020-08-07,10-Q,Ellington Residential Mortgage REIT,EARN,CIK0001560672,USD,837000.0,,229491000.0,,59000.0,,1292337000.0,,50935000.0,,298724.0,0.28,0.01,500000000.0,12319616.0,12319616.0,,123000.0,,,-1800000.0,,0.0038,,,940000.0,1967000.0,3115000.0,208000.0,10143000.0,,,,,-9029000.0,12144000.0,34000.0,1967000.0,3450000.0,3450000.0,1.73,1154047000.0,411000.0,0.0,,82000.0,,,,1159000.0,3489000.0,,,492000.0,4289000.0,,,1134660000.0,1292337000.0,594000.0,594000.0,,,,21345000.0,,1732000.0,539000.0,316000.0,,,,,,,,,,900000000.0,0.01,100000000.0,0.0,0.0,0.0,,,,,,598000.0,5175000.0,-71937000.0,142000.0,,0.0,0.0,,,0.0,0.0,909821000.0,,15612000.0,900000000.0,,0.0,0.0,,,,157677000.0,0.0,,,,,0.0,,,,,9505000.0,15690000.0,12319616.0
2020-09-30,2020-11-09,10-Q,Ellington Residential Mortgage REIT,EARN,CIK0001560672,USD,1077000.0,,229551000.0,,60000.0,,1263517000.0,,61193000.0,,283704.0,0.28,0.01,500000000.0,12334636.0,12334636.0,,123000.0,,,-2000000.0,,0.0027,,,154000.0,1584000.0,1738000.0,0.0,6250000.0,,,,,-6178000.0,7916000.0,82000.0,1584000.0,3454000.0,3454000.0,0.66,1113620000.0,5290000.0,19986000.0,,82000.0,,,,6957000.0,7776000.0,,,455000.0,4562000.0,,,1101116000.0,1263517000.0,611000.0,611000.0,,,,8118000.0,,1406000.0,380000.0,336000.0,,,,,,,,,,1100000000.0,0.01,100000000.0,0.0,0.0,0.0,,,,,,237000.0,4987000.0,-67273000.0,140000.0,,20013000.0,0.0,,,20013000.0,0.0,1061640000.0,,31307000.0,1100000000.0,,0.0,20013000.0,,,,162401000.0,0.0,15020.0,,0.0,,0.0,,,,,2803000.0,-4575000.0,12323044.0
